,HomeTeam,AwayTeam,ELO Home,ELO Away,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM1Conv,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,HTFormPts
87,Wolves,Watford,1757,1600,0,2,A,9,11,6,12,15,13,W,5,1,3,23,13,8,2,3,1,0,0,1.75,3.75,5.25,18,18,9,W,5
88,Everton,Crystal Palace,1759,1690,2,0,H,13,5,12,9,12,7,W,5,4,3,13,17,10,5,2,1,0,0,1.85,3.6,4.75,15,18,9,W,5
89,Arsenal,Leicester,1830,1802,3,1,H,19,14,10,12,18,12,W,5,6,2,10,10,6,4,2,2,0,0,1.53,4.5,6.5,1,20,9,W,5
90,Brighton,Wolves,1696,1757,1,0,H,10,9,13,8,11,15,W,5,1,7,11,8,1,10,3,0,0,0,3.2,3.2,2.5,18,18,10,W,5
91,Fulham,Bournemouth,1631,1600,0,3,A,11,16,25,12,5,17,L,0,1,5,16,3,5,5,2,1,1,0,2.9,3.75,2.4,13,18,10,L,0
92,Leicester,West Ham,1802,1804,1,1,D,15,8,15,14,12,7,L,0,7,3,17,5,8,0,1,1,0,1,2.1,3.5,3.8,20,7,10,L,0
93,Liverpool,Cardiff,1910,1600,4,1,H,16,8,3,19,23,5,W,5,7,1,6,4,8,0,0,0,0,0,1.11,11,26,2,18,10,W,5
94,Southampton,Newcastle,1693,1500,0,0,D,6,6,14,14,6,2,D,3,4,0,9,12,7,2,0,1,0,0,2.1,3.4,3.9,11,4,10,D,3
95,Watford,Huddersfield,1600,1600,3,0,H,13,4,12,18,16,3,W,5,6,7,9,13,3,3,1,2,0,0,1.75,3.75,5.25,18,18,10,W,5
96,Burnley,Chelsea,1711,1885,0,4,A,10,20,17,7,8,21,L,0,1,8,14,10,4,4,4,2,0,0,11,5,1.36,18,6,10,L,0
97,Crystal Palace,Arsenal,1690,1830,2,2,D,5,22,11,11,7,21,L,0,3,2,10,16,6,4,1,2,0,0,4.75,4.1,1.75,18,1,10,L,0
98,Man United,Everton,1600,1759,2,1,H,15,15,16,12,14,15,D,3,10,6,15,12,8,4,2,1,0,0,1.72,3.9,5.25,3,15,10,D,3
99,Tottenham,Man City,1813,2013,0,1,A,16,26,7,3,21,23,W,5,1,6,13,13,3,6,2,2,0,0,4.75,4.1,1.75,9,18,10,W,5
100,Arsenal,Liverpool,1830,1910,1,1,D,24,20,13,4,22,26,D,3,4,4,7,7,5,8,1,1,0,0,3.9,3.9,1.95,1,2,11,D,3
101,Bournemouth,Man United,1600,1600,1,2,A,19,17,12,17,20,17,W,5,7,8,12,12,9,5,4,3,0,0,3.6,3.7,2.1,18,3,11,W,5
102,Cardiff,Leicester,1600,1802,0,1,A,9,16,23,16,5,13,L,0,2,5,13,12,6,12,2,2,0,0,3.8,3.4,2.14,18,20,11,L,0
103,Everton,Brighton,1759,1696,3,1,H,16,11,14,13,15,14,L,0,3,3,9,17,6,4,0,1,0,0,1.61,4,6.5,15,18,11,L,0
104,Newcastle,Watford,1500,1600,1,0,H,6,16,14,12,3,19,D,3,2,1,12,11,8,9,1,5,0,0,2.75,3.25,2.8,4,18,11,D,3
105,West Ham,Burnley,1804,1711,4,2,H,9,10,15,21,8,8,D,3,10,3,7,9,10,4,1,4,0,0,1.75,3.75,5.25,7,18,11,D,3
106,Wolves,Tottenham,1757,1813,2,3,A,9,16,9,8,15,21,L,0,7,8,11,8,5,1,1,2,0,0,3.1,3.4,2.45,18,9,11,L,0
107,Chelsea,Crystal Palace,1885,1690,3,1,H,24,7,7,13,24,8,W,5,6,2,6,13,4,2,0,1,0,0,1.25,6.75,13,6,18,11,W,5
108,Man City,Southampton,2013,1693,6,1,H,27,6,3,14,26,7,W,5,8,6,14,9,4,4,1,1,0,0,1.11,11,29,18,11,11,W,5
109,Huddersfield,Fulham,1600,1631,1,0,H,4,11,21,28,3,5,L,0,2,1,11,8,5,4,1,2,0,0,2.3,3.5,3.3,18,13,11,L,0
110,Cardiff,Brighton,1600,1696,2,1,H,9,12,24,16,5,14,L,0,6,3,7,21,4,1,2,1,0,1,2.6,3.1,3.1,18,18,12,L,0
111,Crystal Palace,Tottenham,1690,1813,0,1,A,8,19,16,10,8,24,L,0,4,2,12,9,10,6,1,1,0,0,4.5,3.75,1.85,18,9,12,L,0
112,Huddersfield,West Ham,1600,1804,1,1,D,5,13,21,17,6,11,W,5,7,5,9,8,5,6,1,1,0,0,3.4,3.25,2.35,18,7,12,W,5
113,Leicester,Burnley,1802,1711,0,0,D,17,12,16,25,16,8,W,5,5,1,13,10,12,1,2,0,0,0,1.5,4.33,8,20,18,12,W,5
114,Newcastle,Bournemouth,1500,1600,2,1,H,7,20,14,14,6,20,W,5,6,4,9,11,7,10,2,1,0,0,2.9,3.4,2.6,4,18,12,W,5
115,Southampton,Watford,1693,1600,1,1,D,7,16,20,13,7,19,L,0,4,6,13,13,7,6,3,2,0,0,2.5,3.3,3.1,11,18,12,L,0
116,Arsenal,Wolves,1830,1757,1,1,D,25,11,14,12,23,15,D,3,3,5,9,16,11,2,2,2,0,0,1.66,4.2,5.25,1,18,12,D,3
117,Chelsea,Everton,1885,1759,0,0,D,27,19,8,15,27,18,W,5,4,1,7,11,5,5,4,3,0,0,1.4,5.25,8.5,6,15,12,W,5
118,Liverpool,Fulham,1910,1631,2,0,H,21,11,5,29,27,5,D,3,7,3,11,9,6,3,1,1,0,0,1.11,11,26,2,13,12,D,3
119,Man City,Man United,2013,1600,3,1,H,33,19,4,18,29,20,W,5,5,1,12,12,5,1,1,1,0,0,1.4,5.25,8.5,18,3,12,W,5
120,Brighton,Leicester,1696,1802,1,1,D,13,17,18,16,14,17,L,0,3,3,10,7,6,1,3,1,0,1,2.9,3.4,2.6,18,20,13,L,0
121,Everton,Cardiff,1759,1600,1,0,H,19,11,15,25,19,8,D,3,8,1,12,13,7,3,0,3,0,0,1.4,5,9,15,18,13,D,3
122,Fulham,Southampton,1631,1693,3,2,H,11,8,31,21,5,8,L,0,5,8,10,6,2,5,2,3,0,0,2.62,3.5,2.8,13,11,13,L,0
123,Man United,Crystal Palace,1600,1690,0,0,D,20,8,21,17,20,8,L,0,5,2,13,12,10,3,1,2,0,0,1.4,5.25,8,3,18,13,L,0
124,Tottenham,Chelsea,1813,1885,3,1,H,20,27,10,8,27,28,W,5,9,2,19,12,4,4,0,3,0,0,2.8,3.5,2.6,9,6,13,W,5
125,Watford,Liverpool,1600,1910,0,3,A,17,23,14,5,20,30,D,3,1,7,12,13,5,5,0,0,0,1,6.5,4.33,1.55,18,2,13,D,3
126,West Ham,Man City,1804,2013,0,4,A,14,36,18,5,12,32,D,3,1,6,6,3,8,1,0,0,0,0,13,6.5,1.25,7,18,13,D,3
127,Bournemouth,Arsenal,1600,1830,1,2,A,21,26,16,15,20,24,L,0,5,4,6,9,5,8,2,1,0,0,3.5,3.75,1.95,18,1,13,L,0
128,Wolves,Huddersfield,1757,1600,0,2,A,12,6,13,22,16,7,D,3,3,6,9,8,3,5,1,2,0,0,1.5,4.33,8,18,18,13,D,3
129,Burnley,Newcastle,1711,1500,1,2,A,12,9,25,15,9,9,D,3,4,3,6,11,5,5,0,1,0,0,2.9,3.2,2.75,18,4,13,D,3
130,Cardiff,Wolves,1600,1757,2,1,H,11,12,26,15,8,16,L,0,3,4,3,12,7,6,1,2,0,0,3.8,3.25,2.2,18,18,14,L,0
131,Crystal Palace,Burnley,1690,1711,2,0,H,8,13,17,27,9,9,D,3,9,0,9,10,10,2,1,1,0,0,1.61,3.9,6.5,18,18,14,D,3
132,Huddersfield,Brighton,1600,1696,1,2,A,8,14,22,19,10,15,W,5,2,6,10,12,2,6,0,2,1,0,2.5,3,3.4,18,18,14,W,5
133,Leicester,Watford,1802,1600,2,0,H,18,17,17,17,18,20,D,3,3,0,7,6,4,8,2,1,0,1,2.25,3.3,3.6,20,18,14,D,3
134,Man City,Bournemouth,2013,1600,3,1,H,40,22,5,18,35,20,W,5,6,1,9,3,8,4,0,0,0,0,1.11,11,26,18,18,14,W,5
135,Newcastle,West Ham,1500,1804,0,3,A,11,14,16,22,12,12,W,5,4,4,10,10,7,3,3,3,0,0,2.5,3.3,3.1,4,7,14,W,5
136,Southampton,Man United,1693,1600,2,2,D,10,20,24,21,8,21,L,0,6,5,12,13,3,5,4,4,0,0,4.33,3.6,1.95,11,3,14,L,0
137,Arsenal,Tottenham,1830,1813,4,2,H,28,23,16,11,27,30,W,5,7,6,15,17,8,5,3,3,0,1,2.62,3.6,2.75,1,9,14,W,5
138,Chelsea,Fulham,1885,1631,2,0,H,28,14,11,33,28,8,L,0,9,4,8,17,4,6,2,1,0,0,1.18,8,17,6,13,14,L,0
139,Liverpool,Everton,1910,1759,1,0,H,26,20,5,15,33,22,W,5,3,3,12,7,8,1,3,2,0,0,1.4,5,9,2,15,14,W,5
140,Bournemouth,Huddersfield,1600,1600,2,1,H,23,9,21,24,20,10,L,0,2,6,14,11,4,8,4,2,0,0,1.66,3.8,6,18,18,15,L,0
141,Brighton,Crystal Palace,1696,1690,3,1,H,16,10,20,17,18,12,W,5,3,5,14,12,4,5,2,3,1,0,3,3.1,2.7,18,18,15,W,5
142,Watford,Man City,1600,2013,1,2,A,17,43,19,6,20,38,L,0,7,7,4,8,3,11,0,1,0,0,11,6,1.3,18,18,15,L,0
143,West Ham,Cardiff,1804,1600,3,1,H,17,13,22,27,15,11,W,5,11,5,10,10,10,4,1,2,0,0,1.66,4,5.75,7,18,15,W,5
144,Burnley,Liverpool,1711,1910,1,3,A,13,27,29,5,9,36,L,0,6,12,10,3,5,9,1,0,0,0,14,5.75,1.28,18,2,15,L,0
145,Everton,Newcastle,1759,1500,1,1,D,20,11,16,19,22,12,L,0,3,5,7,18,14,2,0,5,0,0,1.6,4,6.5,15,4,15,L,0
146,Fulham,Leicester,1631,1802,1,1,D,14,20,35,17,8,21,L,0,7,5,12,7,10,8,0,0,0,0,3,3.5,2.45,13,20,15,L,0
147,Man United,Arsenal,1600,1830,2,2,D,22,32,23,18,22,30,D,3,7,4,13,10,4,4,3,3,0,0,2.45,3.5,3,3,1,15,D,3
148,Tottenham,Southampton,1813,1693,3,1,H,25,12,15,26,30,9,L,0,8,5,7,5,8,6,0,0,0,0,1.36,5.25,9.5,9,11,15,L,0
149,Wolves,Chelsea,1757,1885,2,1,H,13,30,17,11,16,31,L,0,2,3,18,10,1,5,4,4,0,0,5,3.75,1.8,18,6,15,L,0
150,Arsenal,Huddersfield,1830,1600,1,0,H,34,10,20,26,31,10,D,3,2,0,13,20,7,1,5,4,0,0,1.28,6,12,1,18,16,D,3
151,Bournemouth,Liverpool,1600,1910,0,4,A,25,30,22,6,23,39,W,5,2,4,9,11,6,6,2,1,0,0,5.75,4.5,1.6,18,2,16,W,5
152,Burnley,Brighton,1711,1696,1,0,H,14,19,32,21,9,21,L,0,4,1,11,11,2,7,2,0,0,0,2.9,3.2,2.75,18,18,16,L,0
153,Cardiff,Southampton,1600,1693,1,0,H,14,13,30,29,11,9,L,0,4,1,9,10,7,7,2,2,0,0,2.9,3.25,2.7,18,11,16,L,0
154,Chelsea,Man City,1885,2013,2,0,H,31,45,13,7,31,41,L,0,5,4,12,11,1,13,2,0,0,0,4,3.8,1.95,6,18,16,L,0
155,Leicester,Tottenham,1802,1813,0,2,A,21,28,18,16,22,33,D,3,3,2,12,7,6,5,3,1,0,0,3.8,3.75,2,20,9,16,D,3
156,Man United,Fulham,1600,1631,4,1,H,24,15,25,36,23,9,D,3,11,4,11,15,10,3,1,1,0,1,1.33,5.75,10,3,13,16,D,3
157,West Ham,Crystal Palace,1804,1690,3,2,H,20,11,23,20,18,12,W,5,6,4,10,8,5,3,1,2,0,0,2.3,3.4,3.4,7,18,16,W,5
158,Newcastle,Wolves,1500,1757,1,2,A,12,15,20,18,13,19,D,3,4,6,10,17,4,6,2,5,1,0,2.9,3.2,2.7,4,18,16,D,3
159,Everton,Watford,1759,1600,2,2,D,21,18,17,21,23,20,D,3,5,3,13,13,6,6,1,1,0,0,1.8,3.75,5,15,18,16,D,3
160,Crystal Palace,Leicester,1690,1802,1,0,H,13,21,23,20,12,22,L,0,1,2,10,8,4,4,2,1,0,0,2.62,3.2,3,18,20,17,L,0
161,Fulham,West Ham,1631,1804,0,2,A,16,23,40,25,9,21,L,0,4,3,14,10,6,4,2,1,0,0,2.9,3.6,2.5,13,7,17,L,0
162,Huddersfield,Newcastle,1600,1500,0,1,A,10,13,27,22,10,13,L,0,5,5,5,13,10,1,1,1,0,0,2.6,3.1,3.1,18,4,17,L,0
163,Man City,Everton,2013,1759,3,1,H,45,23,9,19,41,24,L,0,5,2,7,9,6,2,1,2,0,0,1.22,7.5,13,18,15,17,L,0
164,Tottenham,Burnley,1813,1711,1,0,H,30,15,16,32,36,12,W,5,3,0,7,8,8,3,0,2,0,0,1.18,8,19,9,18,17,W,5
165,Watford,Cardiff,1600,1600,3,2,H,20,15,23,30,21,14,D,3,8,3,7,5,5,0,0,0,0,0,1.64,3.9,6,18,18,17,D,3
166,Wolves,Bournemouth,1757,1600,2,0,H,17,25,19,26,22,23,W,5,3,3,15,7,5,3,1,2,0,0,1.95,3.6,4.33,18,18,17,W,5
