,HomeTeam,AwayTeam,ELO Home,ELO Away,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM1Conv,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,HTFormPts
167,Brighton,Chelsea,1696,1885,1,2,A,19,33,22,13,21,34,L,0,2,3,14,6,4,1,2,2,0,0,7.5,4.5,1.5,18,6,17,L,0
168,Liverpool,Man United,1910,1600,3,1,H,34,28,6,26,42,26,W,5,11,2,6,14,13,2,0,2,0,0,1.57,4.5,6,2,3,17,W,5
169,Southampton,Arsenal,1693,1830,3,2,H,13,35,30,20,9,34,L,0,7,4,12,10,4,5,3,1,0,0,4.1,3.9,1.9,11,1,17,L,0
170,Wolves,Liverpool,1757,1910,0,2,A,19,37,19,7,25,45,W,5,5,6,7,3,1,10,0,0,0,0,7,4,1.57,18,2,18,W,5
171,Arsenal,Burnley,1830,1711,3,1,H,37,15,23,33,34,12,L,0,6,2,10,14,1,3,2,5,0,0,1.25,6.5,15,1,18,18,L,0
172,Bournemouth,Brighton,1600,1696,2,0,H,25,20,28,24,23,21,L,0,3,5,8,18,6,5,2,0,0,1,1.9,3.7,4.33,18,18,18,L,0
173,Cardiff,Man United,1600,1600,1,5,A,17,29,33,29,14,26,L,0,3,9,13,13,4,7,2,1,0,0,6.5,4.2,1.57,18,3,18,L,0
174,Chelsea,Leicester,1885,1802,0,1,A,35,21,14,21,37,22,W,5,5,3,10,9,9,5,0,2,0,0,1.33,5.5,11,6,20,18,W,5
175,Huddersfield,Southampton,1600,1693,1,3,A,10,16,28,32,10,12,L,0,5,6,12,9,8,2,2,3,0,0,3.1,3.1,2.6,18,11,18,L,0
176,Man City,Crystal Palace,2013,1690,2,3,A,48,14,10,23,44,15,W,5,5,3,7,6,13,0,0,4,0,0,1.14,10,21,18,18,18,W,5
177,Newcastle,Fulham,1500,1631,0,0,D,14,16,22,42,16,9,W,5,0,2,9,12,6,0,1,2,0,0,2,3.6,4,4,13,18,W,5
178,West Ham,Watford,1804,1600,0,2,A,25,23,25,25,24,24,W,5,7,5,9,11,10,4,3,2,0,0,2.37,3.5,3.1,7,18,18,W,5
179,Everton,Tottenham,1759,1813,2,6,A,24,31,22,16,24,39,L,0,3,8,13,9,2,1,0,2,0,0,3.25,3.5,2.3,15,9,18,L,0
180,Brighton,Arsenal,1696,1830,1,1,D,20,40,26,24,21,37,L,0,3,4,10,4,4,9,2,1,0,0,5.25,3.9,1.72,18,1,19,L,0
181,Burnley,Everton,1711,1759,1,5,A,16,26,36,28,12,24,L,0,4,6,11,19,5,7,2,4,0,0,4.33,3.5,1.95,18,15,19,L,0
182,Crystal Palace,Cardiff,1690,1600,0,0,D,17,18,25,38,18,14,W,5,5,4,9,11,12,1,0,3,0,0,1.66,4,5.75,18,18,19,W,5
183,Fulham,Wolves,1631,1757,1,1,D,16,19,42,21,10,25,D,3,9,5,9,6,2,0,2,1,0,0,3.25,3.4,2.37,13,18,19,D,3
184,Leicester,Man City,1802,2013,2,1,H,22,50,21,13,25,44,W,5,5,4,5,8,3,7,2,2,0,1,9.5,5.25,1.36,20,18,19,W,5
185,Liverpool,Newcastle,1910,1500,4,0,H,39,14,7,22,48,17,W,5,8,2,7,9,10,2,0,0,0,0,1.16,8.5,19,2,4,19,W,5
186,Man United,Huddersfield,1600,1600,3,1,H,34,11,30,31,29,10,W,5,10,2,9,13,5,3,1,1,0,0,1.25,6.5,15,3,18,19,W,5
187,Tottenham,Bournemouth,1813,1600,5,0,H,37,27,18,28,42,26,W,5,7,4,4,8,3,4,2,1,0,0,1.36,5.5,9,9,18,19,W,5
188,Watford,Chelsea,1600,1885,1,2,A,25,35,25,15,27,37,W,5,2,4,15,5,3,4,1,0,0,0,5.25,3.8,1.75,18,6,19,W,5
189,Southampton,West Ham,1693,1804,1,2,A,19,25,33,27,15,24,W,5,5,5,10,3,4,5,2,0,0,0,2.3,3.5,3.3,11,7,19,W,5
190,Brighton,Everton,1696,1759,1,0,H,21,31,27,29,22,27,D,3,3,4,10,11,6,6,0,2,0,0,3.25,3.4,2.14,18,15,20,D,3
191,Fulham,Huddersfield,1631,1600,1,0,H,17,12,43,34,11,10,D,3,5,5,12,10,4,3,3,1,0,0,2,3.4,3.75,13,18,20,D,3
192,Leicester,Cardiff,1802,1600,0,1,A,24,18,22,38,28,15,W,5,7,3,14,16,10,4,0,2,0,0,1.55,4,6,20,18,20,W,5
193,Liverpool,Arsenal,1910,1830,5,1,H,43,41,7,25,51,38,W,5,10,2,8,13,5,3,1,2,0,0,1.5,4.5,5.75,2,1,20,W,5
194,Tottenham,Wolves,1813,1757,1,3,A,42,20,18,22,45,26,W,5,3,4,7,7,6,7,3,2,0,0,1.33,5,8.5,9,18,20,W,5
195,Watford,Newcastle,1600,1500,1,1,D,26,14,27,26,27,17,L,0,5,2,17,16,3,6,1,2,0,0,1.85,3.6,4,18,4,20,L,0
196,Burnley,West Ham,1711,1804,2,0,H,17,27,41,28,12,27,L,0,5,4,15,11,5,5,1,4,0,0,3.3,3.2,2.25,18,7,20,L,0
197,Crystal Palace,Chelsea,1690,1885,0,1,A,17,37,25,16,19,40,D,3,0,4,11,8,3,4,0,1,0,0,4.75,4,1.66,18,6,20,D,3
198,Man United,Bournemouth,1600,1600,4,1,H,37,27,31,33,32,26,W,5,8,3,10,7,4,5,2,0,1,0,1.33,4.75,10,3,18,20,W,5
199,Southampton,Man City,1693,2013,1,3,A,20,51,35,15,15,44,L,0,4,6,11,10,3,8,2,3,1,0,10,5.25,1.3,11,18,20,L,0
200,Arsenal,Fulham,1830,1631,4,1,H,42,18,30,43,38,14,L,0,9,4,7,12,8,3,0,1,0,0,1.33,5.75,9.5,1,13,21,L,0
201,Cardiff,Tottenham,1600,1813,0,3,A,19,43,38,21,18,45,W,5,3,4,6,6,5,3,1,0,0,0,7.5,4.5,1.5,18,9,21,W,5
202,Everton,Leicester,1759,1802,0,1,A,31,24,30,23,27,28,L,0,2,4,5,8,6,5,3,1,0,0,2,3.5,4.2,15,20,21,L,0
203,Bournemouth,Watford,1600,1600,3,3,D,28,27,37,28,26,28,L,0,12,3,9,15,4,2,1,4,0,0,2.6,3.6,2.75,18,18,21,L,0
204,Chelsea,Southampton,1885,1693,0,0,D,38,21,16,38,43,15,W,5,6,2,8,11,7,2,1,2,0,0,1.28,6.5,11,6,11,21,W,5
205,Huddersfield,Burnley,1600,1711,1,2,A,12,19,35,41,10,15,L,0,2,8,11,9,5,2,0,4,1,1,2.14,3.1,4.2,18,18,21,L,0
206,Newcastle,Man United,1500,1600,0,2,A,15,41,27,32,18,35,D,3,3,7,10,9,1,2,1,2,0,0,6,4.2,1.61,4,3,21,D,3
207,West Ham,Brighton,1804,1696,2,2,D,27,22,30,27,27,25,L,0,6,6,9,11,1,5,0,1,0,0,1.95,3.75,4,7,18,21,L,0
208,Wolves,Crystal Palace,1757,1690,0,2,A,23,17,23,26,29,19,W,5,1,4,9,7,3,10,4,1,0,0,2,3.4,4.33,18,18,21,W,5
209,Man City,Liverpool,2013,1910,2,1,H,54,48,16,8,47,54,W,5,4,5,12,7,2,1,4,2,0,0,2.04,3.8,3.6,18,2,21,W,5
210,Brighton,Liverpool,1696,1910,0,1,A,24,49,29,10,26,54,D,3,0,3,15,5,2,7,0,0,0,0,11,6,1.3,18,2,22,D,3
211,Burnley,Fulham,1711,1631,2,1,H,21,19,42,47,18,14,W,5,0,4,5,9,2,6,1,2,0,0,2.4,3.3,3.25,18,13,22,W,5
212,Cardiff,Huddersfield,1600,1600,0,0,D,19,13,41,37,18,10,L,0,0,2,12,14,3,10,3,1,0,0,2.25,3.25,3.6,18,18,22,L,0
213,Chelsea,Newcastle,1885,1500,2,1,H,38,15,16,29,44,18,D,3,6,2,6,13,8,5,1,1,0,0,1.22,7,15,6,4,22,D,3
214,Crystal Palace,Watford,1690,1600,1,2,A,19,30,26,31,22,29,W,5,6,2,11,11,7,7,1,4,0,0,2.25,3.4,3.5,18,18,22,W,5
215,Leicester,Southampton,1802,1693,1,2,A,25,21,23,38,31,16,W,5,6,3,7,9,10,3,2,1,0,1,1.95,3.5,4.33,20,11,22,W,5
216,West Ham,Arsenal,1804,1830,1,0,H,29,46,32,31,28,41,D,3,3,2,7,10,7,3,0,2,0,0,3.5,4,2.05,7,1,22,D,3
217,Everton,Bournemouth,1759,1600,2,0,H,31,31,31,40,27,27,L,0,3,7,17,8,5,9,5,0,0,0,1.75,4,4.8,15,18,22,L,0
218,Tottenham,Man United,1813,1600,0,1,A,46,43,21,32,48,38,W,5,11,8,8,8,7,4,1,2,0,0,2.05,3.7,3.75,9,3,22,W,5
219,Man City,Wolves,2013,1757,3,0,H,56,23,17,25,50,29,W,5,9,0,6,3,12,1,1,0,0,1,1.18,8,17,18,18,22,W,5
220,Arsenal,Chelsea,1830,1885,2,0,H,46,40,32,17,41,47,L,0,5,1,13,15,5,6,0,2,0,0,3.1,3.6,2.37,1,6,23,L,0
221,Bournemouth,West Ham,1600,1804,2,0,H,31,30,42,32,27,31,L,0,4,1,6,10,2,3,0,1,0,0,2.37,3.7,3,18,7,23,L,0
222,Liverpool,Crystal Palace,1910,1690,4,3,H,50,20,10,28,57,22,W,5,9,3,6,8,8,3,0,1,1,0,1.2,7.5,17,2,18,23,W,5
223,Man United,Brighton,1600,1696,2,1,H,44,24,32,30,41,26,W,5,5,3,11,11,6,5,1,0,0,0,1.3,5.75,12,3,18,23,W,5
224,Newcastle,Cardiff,1500,1600,3,0,H,16,19,31,41,18,19,L,0,6,1,11,6,7,10,0,1,0,0,1.95,3.4,4.5,4,18,23,L,0
225,Southampton,Everton,1693,1759,2,1,H,23,33,39,31,19,30,W,5,4,2,12,11,7,6,2,1,0,0,2.75,3.4,2.7,11,15,23,W,5
226,Watford,Burnley,1600,1711,0,0,D,32,23,32,43,32,21,W,5,4,3,14,9,1,7,1,2,0,0,1.65,4,5.75,18,18,23,W,5
227,Wolves,Leicester,1757,1802,4,3,H,23,26,28,25,29,31,L,0,7,6,11,10,5,9,3,3,0,0,2.37,3.2,3.4,18,20,23,L,0
228,Fulham,Tottenham,1631,1813,1,2,A,20,46,49,22,14,48,L,0,4,5,10,8,7,10,2,3,0,0,5.25,3.8,1.75,13,9,23,L,0
229,Huddersfield,Man City,1600,2013,0,3,A,13,59,37,17,11,53,D,3,2,4,10,9,1,4,2,2,0,0,21,8.5,1.16,18,18,23,D,3
230,Arsenal,Cardiff,1830,1600,2,1,H,48,19,32,44,44,19,W,5,4,2,14,12,4,7,3,3,0,0,1.22,7,15,1,18,24,W,5
231,Fulham,Brighton,1631,1696,4,2,H,21,25,51,32,14,26,L,0,7,6,10,5,10,1,2,3,0,0,2.37,3.3,3.3,13,18,24,L,0
232,Huddersfield,Everton,1600,1759,0,1,A,13,34,40,33,11,30,L,0,2,5,13,10,3,4,1,4,0,1,4,3.3,2.1,18,15,24,L,0
233,Man United,Burnley,1600,1711,2,2,D,46,23,33,43,44,22,W,5,9,4,10,9,11,3,1,3,0,0,1.28,6,12,3,18,24,W,5
234,Newcastle,Man City,1500,2013,2,1,H,19,62,31,17,21,56,W,5,2,4,9,7,1,8,2,3,0,0,19,8,1.18,4,18,24,W,5
235,Wolves,West Ham,1757,1804,3,0,H,27,30,31,34,32,31,W,5,9,0,8,10,5,1,4,1,0,0,2.1,3.5,3.75,18,7,24,W,5
236,Bournemouth,Chelsea,1600,1885,4,0,H,33,40,42,19,30,47,W,5,7,7,8,6,3,7,1,0,0,0,5.25,4.2,1.66,18,6,24,W,5
237,Liverpool,Leicester,1910,1802,1,1,D,54,29,13,29,60,31,W,5,3,2,13,6,7,1,1,3,0,0,1.22,7,15,2,20,24,W,5
238,Southampton,Crystal Palace,1693,1690,1,1,D,25,23,40,32,22,22,W,5,4,3,11,8,3,8,2,2,0,1,2.4,3.4,3.2,11,18,24,W,5
239,Tottenham,Watford,1813,1600,2,1,H,48,32,23,32,51,33,W,5,3,1,6,9,9,5,0,4,0,0,1.66,4,5.75,9,18,24,W,5
240,Brighton,Watford,1696,1600,0,0,D,27,33,36,34,26,33,L,0,4,0,15,10,7,0,1,0,0,0,2.55,3.3,3,18,18,25,L,0
241,Burnley,Southampton,1711,1693,1,1,D,25,26,45,41,23,23,D,3,6,4,10,9,4,2,3,1,0,0,2.55,3.5,2.87,18,11,25,D,3
242,Cardiff,Bournemouth,1600,1600,2,0,H,20,37,46,42,19,33,L,0,5,2,17,14,6,7,1,2,0,0,3.25,3.5,2.3,18,18,25,L,0
243,Chelsea,Huddersfield,1885,1600,5,0,H,40,13,23,41,47,11,L,0,7,2,8,5,11,2,0,0,0,0,1.2,7.5,19,6,18,25,L,0
244,Crystal Palace,Fulham,1690,1631,2,0,H,24,25,33,53,23,17,D,3,6,0,9,12,11,1,2,3,0,0,2.05,3.5,4,18,13,25,D,3
245,Everton,Wolves,1759,1757,1,3,A,35,30,33,31,33,35,W,5,4,4,12,14,3,1,3,1,0,0,2.37,3.4,3.25,15,18,25,W,5
246,Tottenham,Newcastle,1813,1500,1,0,H,50,21,24,32,54,24,W,5,4,2,6,6,6,3,0,1,0,0,1.44,4.5,9,9,4,25,W,5
247,Leicester,Man United,1802,1600,0,1,A,30,48,30,35,32,45,D,3,6,6,14,9,7,2,4,4,0,0,3.6,3.5,2.15,20,3,25,D,3
248,Man City,Arsenal,2013,1830,3,1,H,63,50,19,33,56,47,L,0,12,2,11,8,4,2,1,1,0,0,1.33,6,9,18,1,25,L,0
249,West Ham,Liverpool,1804,1910,1,1,D,30,55,37,14,31,61,L,0,2,6,9,11,2,5,1,1,0,0,8,5.25,1.4,7,2,25,L,0
250,Everton,Man City,1759,2013,0,2,A,36,66,36,20,33,59,L,0,1,4,12,6,5,6,1,1,0,0,10,6.25,1.3,15,18,26,L,0
251,Brighton,Burnley,1696,1711,1,3,A,27,26,36,46,27,24,D,3,6,5,8,7,9,3,1,1,0,0,2.05,3.3,4.2,18,18,26,D,3
252,Crystal Palace,West Ham,1690,1804,1,1,D,26,31,33,38,26,32,W,5,5,4,12,9,10,4,3,0,0,0,2.1,3.5,3.75,18,7,26,W,5
253,Fulham,Man United,1631,1600,0,3,A,25,49,55,35,17,48,L,0,3,7,14,9,5,4,3,2,0,0,5.5,4.4,1.61,13,3,26,L,0
254,Huddersfield,Arsenal,1600,1830,1,2,A,13,51,46,36,11,47,L,0,6,4,17,12,5,0,3,2,0,0,5.75,4.4,1.6,18,1,26,L,0
255,Liverpool,Bournemouth,1910,1600,3,0,H,56,37,15,44,62,33,D,3,9,2,14,6,8,5,2,2,0,0,1.22,7.5,14,2,18,26,D,3
256,Southampton,Cardiff,1693,1600,1,2,A,27,22,42,46,24,22,D,3,7,3,15,12,8,2,3,3,0,0,1.75,3.9,5,11,18,26,D,3
257,Watford,Everton,1600,1759,1,0,H,33,36,34,36,34,33,D,3,2,4,21,10,8,2,2,0,0,1,2.35,3.5,3.2,18,15,26,D,3
258,Man City,Chelsea,2013,1885,6,0,H,66,45,20,23,59,50,W,5,9,4,9,13,2,2,1,2,0,0,1.5,4.75,7,18,6,26,W,5
259,Tottenham,Leicester,1813,1802,3,1,H,51,30,24,31,57,32,W,5,5,9,11,4,2,9,3,1,0,0,1.7,3.9,5.5,9,20,26,W,5
260,Wolves,Newcastle,1757,1500,1,1,D,34,22,33,34,39,25,D,3,6,3,7,9,13,1,1,3,0,0,1.7,3.75,5.75,18,4,27,D,3
261,Cardiff,Watford,1600,1600,1,5,A,24,34,47,34,25,37,W,5,6,7,10,11,3,3,1,2,0,0,3.1,3.4,2.45,18,18,27,W,5
262,West Ham,Fulham,1804,1631,3,1,H,32,25,39,58,33,17,D,3,7,5,11,11,12,0,1,1,0,0,1.95,3.8,4,7,13,27,D,3
263,Bournemouth,Wolves,1600,1757,1,1,D,37,34,47,33,33,39,L,0,3,2,10,15,9,8,4,5,0,0,2.87,3.4,2.62,18,18,27,L,0
264,Burnley,Tottenham,1711,1813,2,1,H,29,54,47,25,27,60,W,5,4,6,9,12,7,6,1,3,0,0,5.75,3.8,1.7,18,9,27,W,5
265,Leicester,Crystal Palace,1802,1690,1,4,A,31,27,34,34,32,27,L,0,5,5,7,14,8,3,2,1,0,0,2.25,3.4,3.5,20,18,27,L,0
266,Newcastle,Huddersfield,1500,1600,2,0,H,22,14,34,48,25,11,D,3,12,1,11,7,12,0,2,0,0,1,1.83,3.5,5.25,4,18,27,D,3
267,Arsenal,Southampton,1830,1693,2,0,H,53,28,37,44,50,24,W,5,4,4,7,14,6,4,0,0,0,0,1.5,4.75,7,1,11,27,W,5
268,Man United,Liverpool,1600,1910,0,0,D,52,59,35,15,51,65,W,5,3,1,15,17,3,7,1,3,0,0,3.1,3.5,2.37,3,2,27,W,5
269,Cardiff,Everton,1600,1759,0,3,A,24,36,47,38,25,33,W,5,0,4,12,12,3,4,3,1,0,0,3.75,3.4,2.15,18,15,27,W,5
270,Huddersfield,Wolves,1600,1757,1,0,H,14,35,50,34,11,40,L,0,3,0,10,10,3,5,2,2,0,0,5,3.5,1.85,18,18,28,L,0
271,Leicester,Brighton,1802,1696,2,1,H,32,29,38,41,32,27,L,0,3,3,6,4,4,8,1,1,0,0,1.9,3.5,4.6,20,18,28,L,0
272,Newcastle,Burnley,1500,1711,2,0,H,24,31,34,48,28,30,W,5,3,2,8,8,4,7,1,3,0,0,2.15,3.3,3.9,4,18,28,W,5
273,Arsenal,Bournemouth,1830,1600,5,1,H,55,38,37,48,53,34,W,5,6,5,11,9,9,4,2,2,0,0,1.44,5,7.5,1,18,28,W,5
274,Chelsea,Tottenham,1885,1813,2,0,H,47,55,29,27,53,60,W,5,1,0,7,14,2,2,1,1,0,0,2.3,3.5,3.25,6,9,28,W,5
275,Crystal Palace,Man United,1690,1600,1,3,A,31,52,35,35,30,52,W,5,2,4,8,9,5,6,2,3,0,0,3.25,3.5,2.3,18,3,28,W,5
276,Liverpool,Watford,1910,1600,5,0,H,59,39,15,35,66,40,D,3,10,3,5,7,6,4,0,2,0,0,1.28,6,12,2,18,28,D,3
277,Man City,West Ham,2013,1804,1,0,H,74,35,20,40,65,36,W,5,7,1,2,6,12,2,0,2,0,0,1.16,9,19,18,7,28,W,5
278,Southampton,Fulham,1693,1631,2,0,H,28,26,46,61,24,17,L,0,4,4,15,13,7,4,0,1,0,0,1.9,3.7,4.33,11,13,28,L,0
279,Bournemouth,Man City,1600,2013,0,1,A,38,74,48,20,34,65,D,3,0,7,7,7,0,14,1,2,0,0,13,7.5,1.22,18,18,28,D,3
280,Brighton,Huddersfield,1696,1600,1,0,H,30,15,41,50,30,14,W,5,4,4,11,6,6,3,2,2,0,0,1.85,3.4,5.25,18,18,29,W,5
281,Burnley,Crystal Palace,1711,1690,1,3,A,31,32,50,38,30,30,L,0,4,4,9,9,8,5,1,2,0,0,2.8,3.3,2.75,18,18,29,L,0
282,Man United,Southampton,1600,1693,3,2,H,55,30,36,46,55,27,W,5,6,3,7,10,9,7,2,1,0,0,1.45,4.5,8.5,3,11,29,W,5
283,Tottenham,Arsenal,1813,1830,1,1,D,55,60,29,38,60,56,L,0,3,4,15,14,3,4,3,2,0,1,2.05,3.7,3.75,9,1,29,L,0
284,West Ham,Newcastle,1804,1500,2,0,H,35,26,41,34,36,31,L,0,4,2,8,14,1,6,3,4,0,0,2.15,3.5,3.6,7,4,29,L,0
285,Wolves,Cardiff,1757,1600,2,0,H,35,25,35,55,40,25,L,0,6,4,11,6,7,8,1,2,0,0,1.5,4.33,8,18,18,29,L,0
286,Everton,Liverpool,1759,1910,0,0,D,39,64,39,15,36,69,W,5,3,3,12,10,3,7,1,2,0,0,6,4.2,1.61,15,2,29,W,5
287,Fulham,Chelsea,1631,1885,1,2,A,26,49,63,30,17,56,L,0,5,7,11,10,5,4,2,1,0,0,6.5,4.5,1.53,13,6,29,L,0
288,Watford,Leicester,1600,1802,2,1,H,39,34,40,39,40,35,L,0,5,2,15,12,1,5,5,1,0,0,2.55,3.3,3,18,20,29,L,0
289,Cardiff,West Ham,1600,1804,2,0,H,25,35,55,41,25,36,L,0,7,2,7,12,7,5,2,1,0,0,3.6,3.5,2.15,18,7,29,L,0
290,Crystal Palace,Brighton,1690,1696,1,2,A,35,32,39,42,33,33,W,5,3,3,8,18,8,0,1,5,0,0,1.83,3.6,5,18,18,30,W,5
291,Huddersfield,Bournemouth,1600,1600,0,2,A,15,39,51,54,14,34,L,0,1,5,14,9,6,5,3,1,0,0,3.4,3.3,2.35,18,18,30,L,0
292,Leicester,Fulham,1802,1631,3,1,H,35,27,41,65,35,17,L,0,8,3,9,13,6,5,0,2,0,0,1.57,4.5,6,20,13,30,L,0
293,Man City,Watford,2013,1600,3,1,H,76,41,20,41,71,43,W,5,9,1,11,7,9,1,1,1,0,0,1.16,9,19,18,18,30,W,5
294,Newcastle,Everton,1500,1759,3,2,H,26,39,36,39,31,37,L,0,7,3,13,10,8,2,3,1,0,0,2.8,3.25,2.8,4,15,30,L,0
295,Southampton,Tottenham,1693,1813,2,1,H,32,56,49,30,27,61,L,0,4,5,16,9,1,10,4,2,0,0,4.5,3.8,1.85,11,9,30,L,0
296,Arsenal,Man United,1830,1600,2,0,H,61,58,39,38,57,58,D,3,3,4,12,18,5,2,2,2,0,0,2.4,3.6,3,1,3,30,D,3
297,Chelsea,Wolves,1885,1757,1,1,D,50,37,31,35,57,43,D,3,6,1,8,14,13,0,1,4,0,0,1.55,4.2,7,6,18,30,D,3
298,Liverpool,Burnley,1910,1711,4,2,H,64,32,15,53,70,30,D,3,5,2,4,7,7,3,2,0,0,0,1.16,8.5,21,2,18,30,D,3
299,Bournemouth,Newcastle,1600,1500,2,2,D,39,26,54,36,34,31,L,0,3,4,9,12,6,6,3,2,0,0,2.05,3.6,3.8,18,4,30,L,0
300,Burnley,Leicester,1711,1802,1,2,A,34,38,57,42,30,38,L,0,2,4,9,10,9,3,1,1,0,1,3.1,3.4,2.45,18,20,31,L,0
301,West Ham,Huddersfield,1804,1600,4,3,H,37,15,43,53,39,14,L,0,5,5,7,15,5,8,0,2,0,0,1.55,4.2,7,7,18,31,L,0
302,Everton,Chelsea,1759,1885,2,0,H,41,50,42,33,37,57,L,0,8,5,17,9,3,4,1,2,0,0,4,3.8,1.95,15,6,31,L,0
303,Fulham,Liverpool,1631,1910,1,2,A,28,68,68,17,17,73,L,0,2,6,11,7,1,10,2,1,0,0,12,7,1.25,13,2,31,L,0
304,Brighton,Southampton,1696,1693,0,1,A,32,34,43,50,33,30,L,0,1,2,8,10,6,5,1,2,0,0,2.55,3.2,3.1,18,11,31,L,0
305,Burnley,Wolves,1711,1757,2,0,H,34,38,57,36,30,44,L,0,1,1,12,10,1,5,1,1,0,0,3.2,3.25,2.45,18,18,31,L,0
306,Crystal Palace,Huddersfield,1690,1600,2,0,H,36,15,41,53,33,14,L,0,5,5,10,7,5,5,0,0,0,0,1.45,4.4,9,18,18,31,L,0
307,Fulham,Man City,1631,2013,0,2,A,28,79,68,21,17,74,L,0,0,7,4,12,0,11,2,0,0,0,21,11,1.12,13,18,31,L,0
308,Leicester,Bournemouth,1802,1600,2,0,H,38,41,42,54,38,37,W,5,4,2,6,12,6,1,0,2,0,0,1.85,3.8,4.5,20,18,31,W,5
309,Man United,Watford,1600,1600,2,1,H,58,42,40,44,58,43,L,0,5,8,14,9,3,5,1,2,0,0,1.44,4.75,8,3,18,31,L,0
310,West Ham,Everton,1804,1759,0,2,A,41,43,46,42,42,40,W,5,1,9,7,14,4,9,1,1,0,0,2.55,3.5,2.9,7,15,32,W,5
311,Cardiff,Chelsea,1600,1885,1,2,A,28,52,59,34,28,60,L,0,3,3,8,14,2,7,2,3,0,0,9,4.5,1.44,18,6,32,L,0
312,Liverpool,Tottenham,1910,1813,2,1,H,70,58,18,34,76,61,W,5,3,2,5,8,10,3,0,1,0,0,1.61,4.2,6,2,9,32,W,5
313,Arsenal,Newcastle,1830,1500,2,0,H,65,31,39,40,63,35,W,5,4,1,11,10,6,2,2,0,0,0,1.36,5.25,9.5,1,4,32,W,5
314,Watford,Fulham,1600,1631,4,1,H,43,29,46,70,43,17,L,0,7,7,12,5,6,4,3,2,0,0,1.72,4,5,18,13,32,L,0
315,Wolves,Man United,1757,1600,2,1,H,38,60,38,41,44,61,L,0,2,4,5,11,3,5,1,2,0,1,4,3.6,2,18,3,32,L,0
316,Chelsea,Brighton,1885,1696,3,0,H,52,32,34,46,60,33,W,5,4,1,5,9,7,1,0,0,0,0,1.25,6.5,15,6,18,32,W,5
317,Man City,Cardiff,2013,1600,2,0,H,81,28,21,59,77,28,W,5,11,1,3,17,7,4,0,3,0,0,1.06,17,34,18,18,32,W,5
318,Tottenham,Crystal Palace,1813,1690,2,0,H,58,38,34,41,61,36,L,0,10,1,8,5,8,2,1,0,0,0,1.45,5,7.5,9,18,32,L,0
319,Southampton,Liverpool,1693,1910,1,3,A,35,70,50,18,33,76,W,5,1,5,8,7,7,5,2,4,0,0,9,5,1.4,11,2,32,W,5
320,Bournemouth,Burnley,1600,1711,1,3,A,43,37,58,59,38,33,L,0,2,3,12,16,3,6,2,3,0,0,2.1,3.6,3.75,18,18,33,L,0
321,Huddersfield,Leicester,1600,1802,1,4,A,18,42,59,43,14,44,L,0,4,9,13,11,8,5,3,0,0,0,5,4,1.72,18,20,33,L,0
322,Newcastle,Crystal Palace,1500,1690,0,1,A,31,38,42,43,35,36,L,0,5,1,12,13,9,4,1,2,0,0,2.6,3.25,3,4,18,33,L,0
323,Everton,Arsenal,1759,1830,1,0,H,45,65,42,40,43,63,W,5,6,2,8,9,9,6,1,4,0,0,3,3.75,2.35,15,1,33,W,5
324,Chelsea,West Ham,1885,1804,2,0,H,55,41,34,48,63,42,W,5,7,2,8,7,7,4,2,1,0,0,1.33,5.75,9.5,6,7,33,W,5
325,Leicester,Newcastle,1802,1500,0,1,A,42,31,43,42,44,35,W,5,5,5,6,10,2,3,2,3,0,0,1.66,4,5.75,20,4,33,W,5
326,Brighton,Bournemouth,1696,1600,0,5,A,32,43,51,58,33,38,L,0,1,7,10,6,4,1,2,4,1,0,2.3,3.4,3.4,18,18,33,L,0
327,Burnley,Cardiff,1711,1600,2,0,H,37,28,59,61,33,28,W,5,7,2,7,10,8,4,2,3,0,0,1.9,3.6,4.5,18,18,33,W,5
328,Fulham,Everton,1631,1759,2,0,H,29,45,72,42,17,43,L,0,5,1,8,10,7,3,2,1,0,0,5,4,1.75,13,15,33,L,0
329,Man United,West Ham,1600,1804,2,1,H,61,41,43,48,61,42,L,0,4,4,14,5,3,11,1,1,0,0,1.4,5.25,8.5,3,7,33,L,0
330,Southampton,Wolves,1693,1757,3,1,H,39,41,54,42,36,47,W,5,6,2,13,8,4,9,1,3,0,0,2.6,3.25,3,11,18,34,W,5
331,Tottenham,Huddersfield,1813,1600,4,0,H,64,19,34,63,67,14,W,5,5,1,10,12,4,2,2,2,0,0,1.22,7,15,9,18,34,W,5
332,Crystal Palace,Man City,1690,2013,1,3,A,39,86,43,22,39,83,W,5,3,6,5,11,2,9,0,0,0,0,11,6,1.3,18,18,34,W,5
333,Liverpool,Chelsea,1910,1885,2,0,H,75,57,20,34,82,66,W,5,7,3,5,9,9,2,0,1,0,0,1.66,4.2,5.25,2,6,34,W,5
334,Watford,Arsenal,1600,1830,0,1,A,47,66,48,40,46,66,L,0,3,6,12,8,6,4,2,0,1,0,3.2,3.75,2.25,18,1,34,L,0
335,Brighton,Cardiff,1696,1600,0,2,A,32,28,53,63,33,28,L,0,2,3,11,13,5,4,0,1,0,0,2,3.3,4.5,18,18,34,L,0
