,HomeTeam,AwayTeam,ELO Home,ELO Away,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM1Conv,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,HTFormPts
19,Liverpool,Bournemouth,1910,1600,1,0,H,1,0,0,1,3,0,W,5,2,2,11,18,6,8,1,4,0,0,1.45,4.75,8,2,18,2,W,5
20,Crystal Palace,Aston Villa,1690,1718,2,1,H,4,1,3,1,3,3,L,0,6,2,12,15,6,4,3,3,0,0,1.85,3.6,4.75,18,8,3,L,0
21,Leicester,Tottenham,1802,1813,1,1,D,6,2,3,3,6,1,W,5,2,6,7,14,2,7,1,4,0,0,2.63,3.6,2.75,20,9,3,W,5
22,Man United,Newcastle,1600,1500,0,0,D,2,2,0,4,6,1,W,5,8,0,15,11,11,5,2,2,0,0,1.36,5.25,10,3,4,3,W,5
23,Norwich,Stoke,1600,1600,1,1,D,4,2,4,3,3,1,W,5,7,1,16,5,9,0,4,1,0,0,2.3,3.3,3.5,18,18,3,W,5
24,Sunderland,Swansea,1600,1600,1,1,D,3,4,7,2,0,4,L,0,2,9,16,9,3,4,4,2,0,0,4,3.4,2.1,17,18,3,L,0
25,West Ham,Bournemouth,1804,1600,3,4,A,3,0,2,2,3,0,L,0,4,7,8,11,5,4,0,0,1,0,2.38,3.4,3.2,7,18,3,L,0
26,Everton,Man City,1759,2013,0,2,A,5,6,2,0,4,6,W,5,1,9,5,7,8,7,0,3,0,0,5,4,1.73,15,18,3,W,5
27,Watford,Southampton,1600,1693,0,0,D,2,2,2,5,2,1,D,3,0,5,10,11,5,2,0,2,0,0,2.8,3.3,2.75,18,11,3,D,3
28,West Brom,Chelsea,1624,1885,2,3,A,0,2,3,5,1,1,D,3,6,5,9,12,8,7,2,1,0,1,6.5,4,1.62,18,6,3,D,3
29,Arsenal,Liverpool,1830,1910,0,0,D,2,2,3,0,3,6,W,5,5,8,2,13,7,8,1,4,0,0,1.75,4,5,1,2,3,W,5
30,Aston Villa,Sunderland,1718,1600,2,2,D,2,4,3,8,3,1,L,0,6,3,10,14,5,4,2,1,0,0,1.91,3.5,4.75,8,17,4,L,0
31,Bournemouth,Leicester,1600,1802,1,1,D,4,7,5,4,3,7,W,5,2,2,9,19,4,4,2,4,0,0,2.2,3.6,3.4,18,20,4,W,5
32,Chelsea,Crystal Palace,1885,1690,1,2,A,5,6,7,4,4,6,W,5,9,6,9,15,7,7,1,1,0,0,1.36,5,11,6,18,4,W,5
33,Liverpool,West Ham,1910,1804,0,3,A,2,6,0,6,7,3,D,3,1,5,17,11,5,7,3,1,1,1,1.36,5.5,9,2,7,4,D,3
34,Man City,Watford,2013,1600,2,0,H,8,2,0,2,9,3,W,5,5,0,9,12,9,3,1,2,0,0,1.2,8,15,18,18,4,W,5
35,Newcastle,Arsenal,1500,1830,0,1,A,2,2,4,3,2,4,D,3,0,9,15,8,0,9,6,1,1,0,6,4.2,1.62,4,1,4,D,3
36,Stoke,West Brom,1600,1624,0,1,A,3,2,4,6,2,1,D,3,5,5,4,9,6,5,1,4,2,0,1.95,3.4,4.5,18,18,4,D,3
37,Tottenham,Everton,1813,1759,0,0,D,3,5,4,4,2,4,D,3,6,3,20,9,6,2,4,1,0,0,2,3.5,4.2,9,15,4,D,3
38,Southampton,Norwich,1693,1600,3,0,H,2,5,5,5,2,4,D,3,8,1,4,12,6,4,0,0,0,1,2.05,3.5,4,11,18,4,D,3
39,Swansea,Man United,1600,1600,2,1,H,5,2,3,0,5,7,D,3,4,4,6,15,0,1,2,2,0,0,3.6,3.3,2.25,18,3,4,D,3
40,Arsenal,Stoke,1830,1600,2,0,H,3,3,3,5,7,2,W,5,12,4,6,13,13,1,1,1,0,0,1.29,6,12,1,18,5,W,5
41,Crystal Palace,Man City,1690,2013,0,1,A,8,10,5,0,9,12,W,5,2,7,13,13,4,4,2,3,0,0,5.5,4.2,1.67,18,18,5,W,5
42,Everton,Chelsea,1759,1885,3,1,H,5,6,4,9,5,4,D,3,9,2,12,12,7,14,2,2,0,0,4,3.6,2,15,6,5,D,3
43,Man United,Liverpool,1600,1910,3,1,H,3,2,2,3,7,7,L,0,3,4,6,11,4,4,1,2,0,0,2,3.4,4.33,3,2,5,L,0
44,Norwich,Bournemouth,1600,1600,3,1,H,5,5,8,6,4,4,L,0,4,2,10,11,4,4,2,3,0,0,2.4,3.4,3.2,18,18,5,L,0
45,Watford,Swansea,1600,1600,1,0,H,2,7,4,4,3,8,L,0,6,3,11,14,1,3,1,1,1,0,2.75,3.4,2.75,18,18,5,L,0
46,West Brom,Southampton,1624,1693,0,0,D,3,5,6,5,4,5,W,5,1,4,5,5,4,5,1,0,0,0,3.2,3.2,2.5,18,11,5,W,5
47,Leicester,Aston Villa,1802,1718,3,2,H,8,4,5,5,8,4,D,3,6,4,8,13,4,5,2,1,0,0,1.91,3.75,4.33,20,8,5,D,3
48,Sunderland,Tottenham,1600,1813,0,1,A,6,3,10,4,2,3,D,3,2,4,11,12,6,8,2,1,0,0,4.33,3.6,1.95,17,9,5,D,3
49,West Ham,Newcastle,1804,1500,2,0,H,9,2,6,5,6,2,W,5,3,4,8,11,6,7,0,2,0,0,2.25,3.5,3.4,7,4,5,W,5
50,Aston Villa,West Brom,1718,1624,0,1,A,6,3,8,6,4,5,L,0,3,6,10,11,2,7,2,3,0,0,2.3,3.25,3.5,8,18,6,L,0
51,Bournemouth,Sunderland,1600,1600,2,0,H,6,6,9,11,4,2,L,0,5,2,14,15,7,3,2,4,0,1,1.7,4,5.5,18,17,6,L,0
52,Chelsea,Arsenal,1885,1830,2,0,H,7,5,12,3,4,10,L,0,7,2,12,11,5,5,3,1,0,2,2.45,3.5,3,6,1,6,L,0
53,Man City,West Ham,2013,1804,1,2,A,11,11,0,6,15,9,W,5,8,3,10,7,16,3,1,2,0,0,1.29,6.5,11,18,7,6,W,5
54,Newcastle,Watford,1500,1600,1,2,A,2,3,7,4,2,6,L,0,5,4,8,12,5,5,1,2,0,0,2.5,3.3,3.1,4,18,6,L,0
55,Stoke,Leicester,1600,1802,2,2,D,3,11,7,7,2,11,L,0,4,5,7,12,3,4,1,4,0,0,2.5,3.4,3,18,20,6,L,0
56,Swansea,Everton,1600,1759,0,0,D,7,8,5,5,8,8,L,0,3,2,12,11,2,4,2,2,0,1,2.3,3.4,3.4,18,15,6,L,0
57,Liverpool,Norwich,1910,1600,1,1,D,3,8,6,9,7,7,L,0,7,2,4,13,6,2,1,2,0,0,1.67,4,5.75,2,18,6,L,0
58,Southampton,Man United,1693,1600,2,3,A,5,6,5,3,6,10,D,3,8,3,6,13,5,5,2,0,0,0,3.1,3.3,2.5,11,3,6,D,3
59,Tottenham,Crystal Palace,1813,1690,1,0,H,4,8,4,6,6,9,W,5,6,4,9,11,6,5,1,2,0,0,2,3.6,4,9,18,6,W,5
60,Leicester,Arsenal,1802,1830,2,5,A,13,5,9,5,12,10,D,3,7,12,9,12,6,5,1,1,0,0,4.5,4,1.8,20,1,7,D,3
61,Liverpool,Aston Villa,1910,1718,3,2,H,4,6,7,9,8,4,D,3,12,4,8,13,11,1,0,0,0,0,1.53,4.33,7,2,8,7,D,3
62,Man United,Sunderland,1600,1600,3,0,H,9,6,5,13,13,2,W,5,7,4,12,17,5,2,0,3,0,0,1.2,7.5,16,3,17,7,W,5
63,Newcastle,Chelsea,1500,1885,2,2,D,3,9,9,12,2,7,L,0,5,4,12,15,4,6,1,2,0,0,6,4.2,1.62,4,6,7,L,0
64,Southampton,Swansea,1693,1600,3,1,H,7,7,8,5,6,9,L,0,7,4,18,14,4,3,3,1,0,0,2.05,3.4,4.2,11,18,7,L,0
65,Stoke,Bournemouth,1600,1600,2,1,H,5,8,9,9,3,7,D,3,5,6,13,11,3,7,1,0,0,0,2.55,3.3,3,18,18,7,D,3
66,Tottenham,Man City,1813,2013,4,1,H,5,12,4,2,9,15,W,5,8,8,17,6,5,9,5,1,0,0,4.2,3.8,1.91,9,18,7,W,5
67,West Ham,Norwich,1804,1600,2,2,D,13,9,7,10,12,8,W,5,7,7,7,17,7,5,0,0,0,0,2.25,3.5,3.4,7,18,7,W,5
68,Watford,Crystal Palace,1600,1690,0,1,A,5,8,5,7,9,9,W,5,2,3,17,22,6,4,4,4,0,0,2.5,3.3,3.1,18,18,7,W,5
69,West Brom,Everton,1624,1759,2,3,A,4,8,6,5,8,9,W,5,4,4,9,8,6,4,0,3,0,0,3.1,3.3,2.5,18,15,7,W,5
70,Aston Villa,Stoke,1718,1600,0,1,A,8,7,12,10,4,6,L,0,2,5,12,12,9,5,1,0,0,0,2.5,3.3,3.1,8,18,8,L,0
71,Bournemouth,Watford,1600,1600,1,1,D,9,5,11,6,7,9,L,0,6,2,8,13,5,3,1,1,0,0,2.1,3.5,3.8,18,18,8,L,0
72,Chelsea,Southampton,1885,1693,1,3,A,11,10,14,9,8,9,D,3,3,5,14,14,4,6,2,5,0,0,1.83,3.7,4.8,6,11,8,D,3
73,Crystal Palace,West Brom,1690,1624,2,0,H,9,6,7,9,12,8,W,5,8,2,14,13,8,3,3,3,0,0,1.83,3.6,5,18,18,8,W,5
74,Man City,Newcastle,2013,1500,6,1,H,13,5,6,11,15,3,L,0,11,4,13,8,6,3,3,1,0,0,1.25,7,13,18,4,8,L,0
75,Norwich,Leicester,1600,1802,1,2,A,11,15,12,14,9,12,D,3,2,5,4,4,16,8,0,1,0,0,2.3,3.5,3.3,18,20,8,D,3
76,Sunderland,West Ham,1600,1804,2,2,D,6,15,16,9,2,13,L,0,3,6,14,11,1,8,2,4,1,0,3.2,3.4,2.4,17,7,8,L,0
77,Arsenal,Man United,1830,1600,3,0,H,10,12,7,5,13,16,W,5,5,5,8,17,3,6,1,3,0,0,2,3.8,3.8,1,3,8,W,5
78,Everton,Liverpool,1759,1910,1,1,D,11,7,7,9,12,11,W,5,4,4,10,19,5,11,3,3,0,0,2.7,3.4,2.8,15,2,8,W,5
79,Swansea,Tottenham,1600,1813,2,2,D,8,9,8,5,9,12,L,0,2,11,8,19,5,6,1,4,0,0,2.75,3.25,2.8,18,9,8,L,0
80,Chelsea,Aston Villa,1885,1718,2,0,H,12,8,17,13,8,4,L,0,3,1,22,17,4,4,1,3,0,0,1.33,5.75,10,6,8,9,L,0
81,Crystal Palace,West Ham,1690,1804,1,3,A,11,17,7,11,15,14,W,5,1,4,9,11,1,9,1,3,1,0,2,3.6,4,18,7,9,W,5
82,Everton,Man United,1759,1600,0,3,A,12,12,8,8,13,16,D,3,3,7,12,14,5,3,2,2,0,0,3.25,3.4,2.38,15,3,9,D,3
83,Man City,Bournemouth,2013,1600,5,1,H,19,10,7,12,18,8,W,5,11,1,11,5,1,7,2,1,0,0,1.33,5.75,10,18,18,9,W,5
84,Southampton,Leicester,1693,1802,2,2,D,13,17,10,15,12,15,W,5,6,7,16,10,6,7,2,0,0,0,1.75,4,5,11,20,9,W,5
85,Tottenham,Liverpool,1813,1910,0,0,D,11,8,7,10,13,12,D,3,4,3,15,11,8,6,1,2,0,0,2.5,3.5,3,9,2,9,D,3
86,Watford,Arsenal,1600,1830,0,3,A,6,13,7,7,10,16,D,3,1,6,11,12,3,9,2,1,0,0,6,4.2,1.62,18,1,9,D,3
87,West Brom,Sunderland,1624,1600,1,0,H,6,8,11,18,8,3,L,0,1,2,12,13,1,5,2,2,0,0,2.05,3.4,4.2,18,17,9,L,0
88,Newcastle,Norwich,1500,1600,6,2,H,6,12,17,14,3,9,L,0,6,6,10,10,3,7,1,1,0,0,2.6,3.4,2.88,4,18,9,L,0
89,Swansea,Stoke,1600,1600,0,1,A,10,8,10,10,10,9,D,3,2,2,6,14,1,2,2,2,0,0,2.05,3.4,4.2,18,18,9,D,3
90,Arsenal,Everton,1830,1759,2,1,H,16,12,7,11,19,13,W,5,5,5,11,14,7,5,2,0,0,1,1.44,4.75,8,1,15,10,W,5
91,Aston Villa,Swansea,1718,1600,1,2,A,8,10,15,11,4,10,L,0,3,4,10,8,4,6,2,3,0,0,3,3.3,2.6,8,18,10,L,0
92,Leicester,Crystal Palace,1802,1690,1,0,H,19,12,17,10,16,15,D,3,3,4,7,11,3,2,3,1,0,0,2.2,3.6,3.4,20,18,10,D,3
93,Norwich,West Brom,1600,1624,0,1,A,14,7,20,11,9,11,L,0,3,4,11,6,13,3,1,2,0,0,2,3.5,4.2,18,18,10,L,0
94,Stoke,Watford,1600,1600,0,2,A,9,6,10,10,12,10,W,5,1,3,10,18,11,5,3,1,0,0,2.1,3.3,4,18,18,10,W,5
95,West Ham,Chelsea,1804,1885,2,1,H,20,14,12,17,17,11,W,5,5,4,10,12,7,4,1,5,0,1,4,3.8,1.95,7,6,10,W,5
96,Bournemouth,Tottenham,1600,1813,1,5,A,11,11,17,7,8,14,L,0,3,9,8,15,4,5,0,1,0,0,3.4,3.5,2.25,18,9,10,L,0
97,Liverpool,Southampton,1910,1693,1,1,D,8,15,10,12,13,13,D,3,2,3,8,11,10,7,1,0,0,1,2.05,3.6,3.8,2,11,10,D,3
98,Man United,Man City,1600,2013,0,0,D,15,24,8,8,19,21,W,5,1,1,17,13,6,4,2,2,0,0,2.6,3.5,2.8,3,18,10,W,5
99,Sunderland,Newcastle,1600,1500,3,0,H,8,12,19,19,3,6,L,0,3,8,12,10,1,10,0,2,0,1,2.6,3.4,2.9,17,4,10,L,0
100,Chelsea,Liverpool,1885,1910,1,3,A,15,9,19,11,11,14,L,0,2,7,9,21,1,7,1,4,0,0,2.1,3.5,3.75,6,2,11,L,0
101,Crystal Palace,Man United,1690,1600,0,0,D,12,15,11,8,15,20,L,0,5,1,12,15,7,3,3,3,0,0,3.8,3.5,2.1,18,3,11,L,0
102,Man City,Norwich,2013,1600,2,1,H,24,14,8,21,22,9,D,3,5,3,4,13,12,4,2,2,0,1,1.29,6,12,18,18,11,D,3
103,Newcastle,Stoke,1500,1600,0,0,D,12,9,22,12,6,12,L,0,6,2,6,16,11,4,1,3,0,0,2.4,3.4,3.2,4,18,11,L,0
104,Swansea,Arsenal,1600,1830,0,3,A,12,18,12,8,13,22,W,5,3,5,12,7,4,4,2,0,0,0,5,4,1.75,18,1,11,W,5
105,Watford,West Ham,1600,1804,2,0,H,8,22,10,13,13,20,W,5,5,3,16,12,7,2,3,0,0,1,2.6,3.4,2.9,18,7,11,W,5
106,West Brom,Leicester,1624,1802,2,3,A,8,20,11,17,14,19,W,5,6,5,3,11,6,4,0,2,0,0,2.9,3.4,2.6,18,20,11,W,5
107,Everton,Sunderland,1759,1600,6,2,H,13,11,13,19,13,6,L,0,8,9,6,5,6,1,3,2,0,0,1.5,4.5,7.5,15,17,11,L,0
108,Southampton,Bournemouth,1693,1600,2,0,H,16,12,13,22,14,8,D,3,2,2,5,5,4,6,0,2,1,0,1.55,4.33,6.5,11,18,11,D,3
109,Tottenham,Aston Villa,1813,1718,3,1,H,16,9,8,17,17,4,W,5,6,2,6,15,4,3,0,3,0,0,1.44,4.75,8,9,8,11,W,5
110,Bournemouth,Newcastle,1600,1500,0,1,A,12,12,24,22,8,7,L,0,5,1,9,11,16,0,2,2,0,0,2.25,3.5,3.4,18,4,12,L,0
111,Leicester,Watford,1802,1600,2,1,H,23,10,19,10,22,16,W,5,6,4,10,10,4,2,0,1,0,0,1.85,3.8,4.5,20,18,12,W,5
112,Man United,West Brom,1600,1624,2,0,H,15,10,8,14,21,14,D,3,3,0,11,10,5,1,1,3,0,1,1.33,5.25,12,3,18,12,D,3
113,Norwich,Swansea,1600,1600,1,0,H,15,12,23,15,9,13,L,0,5,0,12,7,5,2,1,0,0,0,2.45,3.4,3.1,18,18,12,L,0
114,Stoke,Chelsea,1600,1885,1,0,H,9,16,12,22,13,11,D,3,2,4,13,10,1,9,3,1,0,0,3.8,3.6,2.05,18,6,12,D,3
115,Sunderland,Southampton,1600,1693,0,1,A,13,18,25,13,6,17,L,0,3,4,3,7,10,11,1,3,0,0,4.75,3.8,1.8,17,11,12,L,0
116,West Ham,Everton,1804,1759,1,1,D,22,19,15,15,20,16,L,0,5,4,11,12,3,5,1,2,0,0,2.6,3.5,2.8,7,15,12,L,0
117,Arsenal,Tottenham,1830,1813,1,1,D,21,19,8,9,25,20,W,5,4,4,12,17,7,6,0,1,0,0,1.73,4,5,1,9,12,W,5
118,Aston Villa,Man City,1718,2013,0,0,D,10,26,20,9,4,25,L,0,0,3,7,7,3,8,1,1,0,0,7.5,5,1.44,8,18,12,L,0
119,Liverpool,Crystal Palace,1910,1690,1,2,A,12,12,12,11,17,16,W,5,4,4,7,6,14,6,1,2,0,0,1.67,3.8,6,2,18,12,W,5
120,Chelsea,Norwich,1885,1600,1,0,H,16,16,23,23,11,12,L,0,7,2,4,12,6,5,1,4,0,0,1.4,5,9,6,18,13,L,0
121,Everton,Aston Villa,1759,1718,4,0,H,20,10,16,20,17,5,D,3,9,3,6,9,2,3,0,0,0,0,1.57,4.2,6.5,15,8,13,D,3
122,Man City,Liverpool,2013,1910,1,4,A,26,13,9,14,26,17,D,3,3,9,5,13,11,5,0,3,0,0,1.7,4,5.5,18,2,13,D,3
123,Newcastle,Leicester,1500,1802,0,3,A,13,25,22,20,10,25,W,5,1,7,9,12,4,9,4,1,0,0,2.88,3.6,2.5,4,20,13,W,5
124,Southampton,Stoke,1693,1600,0,1,A,19,10,13,12,20,16,W,5,1,4,8,8,7,3,2,0,0,0,1.57,4,7,11,18,13,W,5
125,Swansea,Bournemouth,1600,1600,2,2,D,12,12,16,25,13,8,L,0,4,4,7,9,4,5,3,2,0,0,1.91,3.6,4.5,18,18,13,L,0
126,Watford,Man United,1600,1600,1,2,A,11,17,12,8,16,24,L,0,5,6,6,12,4,10,1,2,0,0,4.33,3.4,2,18,3,13,L,0
127,West Brom,Arsenal,1624,1830,2,1,H,10,22,16,9,14,26,L,0,1,3,14,10,3,5,3,2,0,0,7,4.33,1.53,18,1,13,L,0
128,Tottenham,West Ham,1813,1804,4,1,H,20,23,10,16,21,21,D,3,12,4,13,9,7,6,2,2,0,0,1.57,4.2,6.5,9,7,13,D,3
129,Crystal Palace,Sunderland,1690,1600,0,1,A,14,13,12,26,19,6,W,5,7,4,18,11,11,2,1,3,0,0,1.57,4,7,18,17,13,W,5
130,Aston Villa,Watford,1718,1600,2,3,A,10,12,24,14,5,16,L,0,6,6,6,13,10,10,2,3,0,0,2.75,3.3,2.8,8,18,14,L,0
131,Bournemouth,Everton,1600,1759,3,3,D,14,24,27,16,9,20,D,3,10,6,6,6,10,5,2,0,0,0,2.9,3.6,2.5,18,15,14,D,3
132,Crystal Palace,Newcastle,1690,1500,5,1,H,14,13,13,25,19,10,L,0,8,2,7,13,7,5,1,1,0,0,1.7,3.9,5.5,18,4,14,L,0
133,Leicester,Man United,1802,1600,1,1,D,28,19,20,9,28,27,W,5,3,2,5,7,1,8,0,1,0,0,3.1,3.5,2.4,20,3,14,W,5
134,Man City,Southampton,2013,1693,3,1,H,27,19,13,14,26,20,L,0,9,8,14,11,6,4,2,1,0,0,1.6,4.33,6,18,11,14,L,0
135,Sunderland,Stoke,1600,1600,2,0,H,14,11,26,12,9,19,W,5,5,3,4,10,9,5,0,2,0,1,3.2,3.3,2.45,17,18,14,W,5
136,Liverpool,Swansea,1910,1600,1,0,H,17,14,15,18,20,14,W,5,2,0,12,6,8,7,3,1,0,0,1.44,4.75,8,2,18,14,W,5
137,Norwich,Arsenal,1600,1830,1,1,D,16,23,24,11,12,26,L,0,2,3,8,6,3,6,1,1,0,0,6,4.2,1.62,18,1,14,L,0
138,Tottenham,Chelsea,1813,1885,0,0,D,24,17,11,23,24,14,W,5,4,1,14,9,4,4,4,2,0,0,2.6,3.4,2.9,9,6,14,W,5
139,West Ham,West Brom,1804,1624,1,1,D,24,12,20,17,21,17,L,0,6,3,15,16,5,2,0,2,0,0,2.05,3.5,4,7,18,14,L,0
140,Arsenal,Sunderland,1830,1600,3,1,H,24,16,12,26,27,12,D,3,7,4,7,11,3,2,1,1,0,0,1.29,6,13,1,17,15,D,3
141,Chelsea,Bournemouth,1885,1600,0,1,A,17,17,23,30,15,10,D,3,6,5,10,13,11,4,2,1,0,0,1.36,5.25,9.5,6,18,15,D,3
142,Man United,West Ham,1600,1804,0,0,D,20,25,10,21,28,22,D,3,1,2,9,13,6,2,1,0,0,0,1.44,4.5,9,3,7,15,D,3
143,Southampton,Aston Villa,1693,1718,1,1,D,20,12,17,27,20,5,L,0,5,2,4,9,10,4,1,2,0,0,1.5,4.5,7.5,11,8,15,L,0
144,Stoke,Man City,1600,2013,2,0,H,11,30,14,14,19,29,L,0,4,4,9,10,1,6,0,1,0,0,5.25,4,1.7,18,18,15,L,0
145,Swansea,Leicester,1600,1802,0,3,A,14,29,19,21,14,29,L,0,2,5,3,19,3,8,2,3,0,0,2.7,3.4,2.75,18,20,15,L,0
146,Watford,Norwich,1600,1600,2,0,H,15,17,16,25,19,13,W,5,7,1,11,10,4,1,3,3,0,0,2.15,3.5,3.6,18,18,15,W,5
147,West Brom,Tottenham,1624,1813,1,1,D,13,24,18,11,18,25,D,3,4,3,13,10,3,6,3,2,0,0,4.75,3.6,1.85,18,9,15,D,3
148,Newcastle,Liverpool,1500,1910,2,0,H,14,18,30,15,10,23,L,0,1,1,6,10,2,7,3,1,0,0,5.75,4.33,1.62,4,2,15,L,0
149,Everton,Crystal Palace,1759,1690,1,1,D,27,19,19,14,21,22,D,3,4,5,4,11,13,6,1,2,0,0,2.1,3.6,3.75,15,18,15,D,3
150,Bournemouth,Man United,1600,1600,2,1,H,18,20,30,10,13,29,W,5,5,5,12,12,5,7,2,1,0,0,3.4,3.4,2.3,18,3,16,W,5
151,Crystal Palace,Southampton,1690,1693,1,0,H,20,21,15,18,23,21,D,3,5,3,11,13,8,5,0,0,0,0,2.6,3.3,3,18,11,16,D,3
152,Man City,Swansea,2013,1600,2,1,H,30,14,16,22,29,14,L,0,5,7,13,15,5,5,3,1,0,0,1.3,6,11,18,18,16,L,0
153,Norwich,Everton,1600,1759,1,1,D,17,28,27,20,13,22,L,0,2,3,9,6,5,4,1,0,0,0,2.9,3.5,2.55,18,15,16,L,0
154,Sunderland,Watford,1600,1600,0,1,A,17,17,29,16,12,22,L,0,2,6,6,9,8,3,1,0,0,0,2.9,3.3,2.63,17,18,16,L,0
155,West Ham,Stoke,1804,1600,0,0,D,25,13,21,14,23,22,D,3,9,3,7,9,11,7,1,2,0,0,2.63,3.3,2.9,7,18,16,D,3
156,Aston Villa,Arsenal,1718,1830,0,2,A,13,27,28,13,6,30,D,3,2,4,8,7,5,5,0,0,0,0,6.5,4.2,1.57,8,1,16,D,3
157,Liverpool,West Brom,1910,1624,2,2,D,18,14,17,19,23,19,L,0,8,2,7,10,4,4,0,0,0,0,1.4,4.75,10,2,18,16,L,0
158,Tottenham,Newcastle,1813,1500,1,2,A,25,16,12,30,26,13,D,3,8,4,13,14,6,2,2,2,0,0,1.36,5.5,9,9,4,16,D,3
159,Leicester,Chelsea,1802,1885,2,1,H,32,17,21,24,32,15,W,5,5,5,16,8,1,8,2,0,0,0,3.2,3.5,2.35,20,6,16,W,5
160,Chelsea,Sunderland,1885,1600,3,1,H,18,17,26,30,15,12,L,0,7,3,12,12,2,2,1,3,0,0,1.33,5.25,12,6,17,17,L,0
161,Everton,Leicester,1759,1802,2,3,A,29,34,21,22,23,35,D,3,5,5,6,14,10,2,2,1,0,0,2.1,3.75,3.6,15,20,17,D,3
162,Man United,Norwich,1600,1600,1,2,A,21,18,12,28,29,14,L,0,2,4,4,10,11,0,0,2,0,0,1.45,4.5,8.5,3,18,17,L,0
163,Newcastle,Aston Villa,1500,1718,1,1,D,18,13,31,30,16,6,W,5,4,7,9,14,3,7,1,3,0,0,2.05,3.5,4,4,8,17,W,5
164,Southampton,Tottenham,1693,1813,0,2,A,21,26,19,14,21,26,L,0,4,6,18,9,4,7,1,1,0,0,2.7,3.4,2.8,11,9,17,L,0
165,Stoke,Crystal Palace,1600,1690,1,2,A,13,21,14,15,23,26,D,3,5,3,6,12,7,3,2,0,0,0,2.5,3.2,3.2,18,18,17,D,3
166,West Brom,Bournemouth,1624,1600,1,2,A,16,20,21,31,20,16,D,3,2,7,12,9,4,8,2,1,2,0,2.55,3.3,3,18,18,17,D,3
