,HomeTeam,AwayTeam,ELO Home,ELO Away,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM1Conv,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,HTFormPts
167,Swansea,West Ham,1600,1804,0,0,D,15,25,24,21,14,24,L,0,2,2,6,9,8,9,0,1,0,0,2.1,3.4,3.9,18,7,17,L,0
168,Watford,Liverpool,1600,1910,3,0,H,18,20,16,19,25,24,W,5,5,4,6,9,7,9,1,0,0,0,4.2,3.6,1.95,18,2,17,W,5
169,Arsenal,Man City,1830,2013,2,1,H,29,32,13,17,33,32,W,5,5,6,5,16,4,8,0,2,0,0,2.45,3.5,3,1,18,17,W,5
170,Aston Villa,West Ham,1718,1804,1,1,D,14,25,31,21,7,25,D,3,8,4,14,13,9,6,3,3,0,0,2.63,3.25,2.75,8,7,18,D,3
171,Bournemouth,Crystal Palace,1600,1690,0,0,D,22,23,32,16,19,29,W,5,4,0,10,13,8,9,1,0,0,0,2.4,3.3,3,18,18,18,W,5
172,Chelsea,Watford,1885,1600,2,2,D,21,21,27,16,18,28,W,5,2,3,7,15,9,4,1,4,0,0,1.44,4.5,7.5,6,18,18,W,5
173,Liverpool,Leicester,1910,1802,1,0,H,20,37,22,24,24,38,L,0,4,3,11,8,7,6,2,1,0,0,1.91,3.8,3.8,2,20,18,L,0
174,Man City,Sunderland,2013,1600,4,1,H,33,18,19,33,32,12,L,0,9,3,10,11,5,1,1,1,0,0,1.2,7,13,18,17,18,L,0
175,Newcastle,Everton,1500,1759,0,1,A,19,31,32,24,17,23,D,3,1,7,16,12,1,7,2,2,0,0,3.2,3.5,2.2,4,15,18,D,3
176,Southampton,Arsenal,1693,1830,4,0,H,21,31,21,14,21,36,L,0,5,4,10,9,3,4,1,0,0,0,3.6,3.5,2.05,11,1,18,L,0
177,Stoke,Man United,1600,1600,2,0,H,14,22,16,14,23,29,L,0,3,6,13,16,1,12,1,2,0,0,3.25,3.2,2.3,18,3,18,L,0
178,Swansea,West Brom,1600,1624,1,0,H,15,17,24,23,15,20,D,3,2,3,10,13,0,7,1,3,0,0,1.91,3.4,4.5,18,18,18,D,3
179,Tottenham,Norwich,1813,1600,3,0,H,28,20,14,29,29,17,W,5,10,3,4,13,9,4,1,2,0,0,1.4,4.75,8,9,18,18,W,5
180,Arsenal,Bournemouth,1830,1600,2,0,H,31,22,18,32,36,20,L,0,6,3,7,8,9,3,2,0,0,0,1.44,4.75,8,1,18,19,L,0
181,Crystal Palace,Swansea,1690,1600,0,0,D,23,16,16,24,30,18,D,3,2,3,11,16,7,4,3,2,0,0,2.1,3.4,4,18,18,19,D,3
182,Everton,Stoke,1759,1600,3,4,A,32,16,24,16,26,26,W,5,3,5,10,12,6,2,2,1,0,0,1.95,3.6,4.2,15,18,19,W,5
183,Man United,Chelsea,1600,1885,0,0,D,22,23,16,29,29,19,L,0,2,3,16,6,5,3,4,2,0,0,2.6,3.3,3,3,6,19,L,0
184,Norwich,Aston Villa,1600,1718,2,0,H,20,15,32,32,17,8,L,0,4,3,10,21,3,7,2,5,0,0,2.05,3.6,3.8,18,8,19,L,0
185,Watford,Tottenham,1600,1813,1,2,A,23,31,18,14,29,32,D,3,1,3,11,13,5,3,4,2,1,0,3.75,3.5,2.1,18,9,19,D,3
186,West Brom,Newcastle,1624,1500,1,0,H,17,19,24,33,20,17,L,0,5,2,7,13,18,6,0,0,0,0,2.2,3.25,3.75,18,4,19,L,0
187,West Ham,Southampton,1804,1693,2,1,H,26,25,22,21,26,24,D,3,5,4,6,12,4,7,1,3,0,0,3.6,3.4,2.2,7,11,19,D,3
188,Leicester,Man City,1802,2013,0,0,D,37,37,25,20,38,35,L,0,4,5,11,8,1,13,1,3,0,0,4.33,4,1.85,20,18,19,L,0
189,Sunderland,Liverpool,1600,1910,0,1,A,19,21,37,22,12,27,L,0,3,6,8,16,6,4,1,3,0,0,5.5,3.9,1.7,17,2,19,L,0
190,Arsenal,Newcastle,1830,1500,1,0,H,33,19,18,34,39,17,W,5,3,6,10,9,7,4,2,2,0,0,1.29,6.5,11,1,4,20,W,5
191,Leicester,Bournemouth,1802,1600,0,0,D,37,22,25,34,39,20,D,3,2,0,9,5,7,1,1,1,0,1,1.91,3.75,4.33,20,18,20,D,3
192,Man United,Swansea,1600,1600,2,1,H,22,16,16,24,30,19,D,3,6,4,14,10,4,2,2,1,0,0,1.55,4.2,7,3,18,20,D,3
193,Norwich,Southampton,1600,1693,1,0,H,22,26,32,23,20,24,W,5,1,4,9,7,4,9,1,0,0,1,3.2,3.4,2.4,18,11,20,W,5
194,Sunderland,Aston Villa,1600,1718,3,1,H,19,15,38,34,12,8,L,0,6,3,8,13,3,3,3,4,0,0,2.5,3.25,3.2,17,8,20,L,0
195,Watford,Man City,1600,2013,1,2,A,24,37,20,20,29,36,L,0,3,5,6,10,4,5,1,0,0,0,5,4,1.75,18,18,20,L,0
196,West Brom,Stoke,1624,1600,2,1,H,18,20,24,19,23,29,W,5,5,3,7,15,4,6,1,1,0,1,2.8,3.2,2.8,18,18,20,W,5
197,West Ham,Liverpool,1804,1910,2,0,H,28,22,23,22,29,30,W,5,10,2,11,8,3,9,1,1,0,0,4,3.5,2.05,7,2,20,W,5
198,Crystal Palace,Chelsea,1690,1885,0,3,A,23,23,16,29,31,20,D,3,4,4,12,15,5,7,3,0,0,0,3.8,3.5,2.1,18,6,20,D,3
199,Everton,Tottenham,1759,1813,1,1,D,35,33,28,15,26,35,L,0,3,4,8,11,4,4,1,2,0,0,2.8,3.5,2.63,15,9,20,L,0
200,Aston Villa,Crystal Palace,1718,1690,1,0,H,16,23,37,19,8,31,L,0,3,1,15,9,9,0,2,1,0,0,3.2,3.25,2.45,8,18,21,L,0
201,Bournemouth,West Ham,1600,1804,1,3,A,22,30,34,23,21,32,D,3,4,5,8,5,4,7,1,1,0,0,2,3.6,4,18,7,21,D,3
202,Newcastle,Man United,1500,1600,3,3,D,19,24,35,17,17,33,L,0,6,4,10,12,5,3,1,3,0,0,5,3.7,1.8,4,3,21,L,0
203,Chelsea,West Brom,1885,1624,2,2,D,26,20,29,25,23,26,W,5,2,6,13,8,7,7,3,3,0,0,1.44,4.5,9,6,18,21,W,5
204,Liverpool,Arsenal,1910,1830,3,3,D,22,34,24,18,30,42,L,0,6,5,9,7,9,3,2,0,0,0,2.88,3.4,2.6,2,1,21,L,0
205,Man City,Everton,2013,1759,0,0,D,39,36,21,29,39,27,W,5,5,2,5,6,12,5,0,1,0,0,1.53,4.75,6,18,15,21,W,5
206,Southampton,Watford,1693,1600,2,0,H,26,25,24,22,24,29,L,0,7,1,9,11,8,1,1,2,0,0,1.95,3.5,4.33,11,18,21,L,0
207,Stoke,Norwich,1600,1600,3,1,H,21,23,21,32,29,23,L,0,4,2,5,8,7,3,0,1,0,1,2.05,3.3,4.2,18,18,21,L,0
208,Swansea,Sunderland,1600,1600,2,4,A,17,22,26,39,19,15,L,0,5,5,9,12,8,6,2,0,1,0,1.8,3.6,5.25,18,17,21,L,0
209,Tottenham,Leicester,1813,1802,0,1,A,34,37,16,25,36,40,D,3,5,2,13,10,16,8,1,0,0,0,1.75,3.8,5.25,9,20,21,D,3
210,Aston Villa,Leicester,1718,1802,1,1,D,17,38,37,25,11,43,W,5,5,5,13,15,3,4,3,2,0,0,3.6,3.4,2.2,8,20,22,W,5
211,Bournemouth,Norwich,1600,1600,3,0,H,23,24,37,35,21,23,L,0,8,3,8,13,5,3,1,1,0,0,1.91,3.6,4.5,18,18,22,L,0
212,Chelsea,Everton,1885,1759,3,3,D,28,36,31,29,24,28,D,3,7,4,12,5,6,4,1,1,0,0,1.83,3.75,4.75,6,15,22,D,3
213,Man City,Crystal Palace,2013,1690,4,0,H,39,23,21,20,40,31,D,3,4,3,10,11,5,6,0,2,0,0,1.4,5.25,8.5,18,18,22,D,3
214,Newcastle,West Ham,1500,1804,2,1,H,22,33,38,24,18,35,D,3,10,3,9,4,3,3,1,0,0,0,2.5,3.4,3,4,7,22,D,3
215,Southampton,West Brom,1693,1624,3,0,H,28,22,24,27,27,27,W,5,5,0,10,11,1,3,0,0,0,0,1.73,3.75,5.5,11,18,22,W,5
216,Tottenham,Sunderland,1813,1600,4,1,H,34,26,17,41,36,18,L,0,11,2,8,13,11,3,0,2,0,0,1.36,5.25,9.5,9,17,22,L,0
217,Liverpool,Man United,1910,1600,0,1,A,25,27,27,20,31,34,D,3,4,1,6,18,5,4,0,2,0,0,2.3,3.25,3.5,2,3,22,D,3
218,Stoke,Arsenal,1600,1830,0,0,D,24,37,22,21,32,43,W,5,6,3,16,10,6,6,0,0,0,0,4.33,3.6,1.95,18,1,22,W,5
219,Swansea,Watford,1600,1600,1,0,H,19,25,30,24,19,29,L,0,2,2,8,11,6,3,2,2,0,0,2.38,3.25,3.4,18,18,22,L,0
220,Crystal Palace,Tottenham,1690,1813,1,3,A,23,38,24,18,31,39,L,0,3,11,11,12,3,10,2,2,0,0,3.6,3.5,2.15,18,9,23,L,0
221,Leicester,Stoke,1802,1600,3,0,H,39,24,26,22,44,33,D,3,5,2,10,13,8,4,0,1,0,0,2.1,3.5,3.8,20,18,23,D,3
222,Man United,Southampton,1600,1693,0,1,A,28,31,20,24,37,30,W,5,1,2,11,8,4,4,0,0,0,0,1.91,3.5,4.75,3,11,23,W,5
223,Norwich,Liverpool,1600,1910,4,5,A,24,25,38,28,23,31,L,0,5,7,10,14,3,3,0,1,0,0,4.33,3.5,1.95,18,2,23,L,0
224,Sunderland,Bournemouth,1600,1600,1,1,D,27,26,45,37,18,24,L,0,5,5,5,9,3,4,1,1,0,0,3,3.4,2.5,17,18,23,L,0
225,Watford,Newcastle,1600,1500,2,1,H,25,24,25,39,29,21,L,0,5,2,10,12,2,7,2,1,0,0,2.05,3.5,4,18,4,23,L,0
226,West Brom,Aston Villa,1624,1718,0,0,D,22,18,30,38,27,12,L,0,0,4,7,13,2,6,0,1,0,0,2.1,3.3,4,18,8,23,L,0
227,West Ham,Man City,1804,2013,2,2,D,34,43,26,21,35,43,L,0,3,3,11,15,5,2,2,3,0,0,5,4,1.73,7,18,23,L,0
228,Arsenal,Chelsea,1830,1885,0,1,A,37,31,21,34,44,25,D,3,1,6,14,13,6,7,1,3,1,0,2.1,3.5,3.9,1,6,23,D,3
229,Everton,Swansea,1759,1600,1,2,A,39,20,32,30,29,22,D,3,2,5,5,12,7,1,0,3,0,0,1.73,3.8,5.5,15,18,23,D,3
230,Arsenal,Southampton,1830,1693,0,0,D,37,32,22,24,44,33,L,0,11,3,11,19,13,3,2,1,0,0,1.75,3.75,5.25,1,11,24,L,0
231,Crystal Palace,Bournemouth,1690,1600,1,2,A,24,27,27,38,31,25,L,0,3,4,11,15,5,3,3,4,0,0,2.45,3.3,3.2,18,18,24,L,0
232,Leicester,Liverpool,1802,1910,2,0,H,42,30,26,32,47,34,W,5,6,2,6,7,3,12,0,1,0,0,2.63,3.4,2.88,20,2,24,W,5
233,Man United,Stoke,1600,1600,3,0,H,28,24,21,25,37,33,L,0,5,0,13,13,2,5,2,1,0,0,1.7,3.75,5.75,3,18,24,L,0
234,Norwich,Tottenham,1600,1813,0,3,A,28,41,43,19,23,42,L,0,2,6,8,9,6,8,2,2,0,0,4.5,3.75,1.85,18,9,24,L,0
235,Sunderland,Man City,1600,2013,0,1,A,28,45,46,23,19,44,D,3,2,2,6,15,8,4,1,4,0,0,8,4.75,1.45,17,18,24,D,3
236,West Brom,Swansea,1624,1600,1,1,D,22,22,30,31,28,25,D,3,7,4,12,13,7,7,0,0,0,0,2.63,3.1,3.1,18,18,24,D,3
237,West Ham,Aston Villa,1804,1718,2,0,H,36,18,28,38,36,13,D,3,6,2,9,11,5,5,3,0,0,1,1.91,3.5,4.75,7,8,24,D,3
238,Everton,Newcastle,1759,1500,3,0,H,40,25,34,41,29,21,L,0,7,3,8,15,3,3,1,2,0,1,1.65,4.2,5.5,15,4,24,L,0
239,Watford,Chelsea,1600,1885,0,0,D,27,32,26,34,32,28,W,5,3,4,10,13,7,7,2,1,0,0,4.33,3.5,1.95,18,6,24,W,5
240,Aston Villa,Norwich,1718,1600,2,0,H,18,28,40,46,13,23,L,0,3,4,10,11,2,11,0,2,0,0,2.45,3.2,3.3,8,18,25,L,0
241,Liverpool,Sunderland,1910,1600,2,2,D,30,28,34,47,34,19,L,0,5,2,4,12,7,2,1,1,0,0,1.44,4.75,8.5,2,17,25,L,0
242,Man City,Leicester,2013,1802,1,3,A,46,44,23,26,47,50,W,5,4,7,9,15,11,4,2,2,0,0,1.62,4.2,6,18,20,25,W,5
243,Newcastle,West Brom,1500,1624,1,0,H,25,23,44,31,21,29,L,0,7,0,12,12,8,4,0,3,0,0,2.15,3.4,3.8,4,18,25,L,0
244,Southampton,West Ham,1693,1804,1,0,H,32,38,24,28,34,39,D,3,2,2,17,10,4,5,1,2,1,0,1.73,3.8,5.5,11,7,25,D,3
245,Stoke,Everton,1600,1759,0,3,A,24,43,28,34,33,32,L,0,3,6,11,8,6,4,1,0,0,0,2.7,3.4,2.8,18,15,25,L,0
246,Swansea,Crystal Palace,1600,1690,1,1,D,23,25,32,29,26,31,D,3,3,2,11,14,9,5,1,2,0,0,2.25,3.3,3.6,18,18,25,D,3
247,Tottenham,Watford,1813,1600,1,0,H,44,27,19,26,45,33,W,5,9,0,12,9,15,1,0,1,0,0,1.5,4.33,8,9,18,25,W,5
248,Bournemouth,Arsenal,1600,1830,0,2,A,29,37,39,22,28,45,W,5,4,5,6,8,7,3,0,1,0,0,3.8,3.5,2.1,18,1,25,W,5
249,Chelsea,Man United,1885,1600,1,1,D,32,31,34,21,29,40,D,3,5,7,6,9,10,11,0,3,0,0,2.15,3.3,3.9,6,3,25,D,3
250,Bournemouth,Stoke,1600,1600,1,3,A,29,24,41,31,28,33,L,0,2,6,7,18,9,2,4,2,0,0,2.05,3.4,4.1,18,18,26,L,0
251,Chelsea,Newcastle,1885,1500,5,1,H,33,26,35,44,30,24,D,3,5,4,16,14,8,3,0,1,1,0,1.44,4.75,8,6,4,26,D,3
252,Crystal Palace,Watford,1690,1600,1,2,A,26,27,30,27,32,33,D,3,7,3,11,16,8,5,0,2,0,0,2.25,3.3,3.6,18,18,26,D,3
253,Everton,West Brom,1759,1624,0,1,A,46,23,34,32,35,29,W,5,6,1,9,12,14,1,1,3,0,0,1.53,4.2,7.5,15,18,26,W,5
254,Norwich,West Ham,1600,1804,2,2,D,28,38,48,29,23,39,L,0,3,6,16,11,3,3,2,2,0,0,2.38,3.4,3.25,18,7,26,L,0
255,Sunderland,Man United,1600,1600,2,1,H,30,32,49,22,20,41,D,3,5,6,7,15,6,8,2,3,0,0,5.25,3.75,1.75,17,3,26,D,3
256,Swansea,Southampton,1600,1693,0,1,A,24,33,33,24,27,37,D,3,2,5,10,12,5,4,0,3,0,0,3.2,3.25,2.5,18,11,26,D,3
257,Arsenal,Leicester,1830,1802,2,1,H,39,47,22,27,48,53,W,5,6,3,9,10,11,1,4,3,0,1,1.75,4,5,1,20,26,W,5
258,Aston Villa,Liverpool,1718,1910,0,6,A,20,32,40,36,16,35,W,5,1,9,10,9,0,6,3,1,0,0,4.75,3.6,1.85,8,2,26,W,5
259,Man City,Tottenham,2013,1813,1,2,A,47,45,26,19,47,48,L,0,4,3,12,17,7,1,1,3,0,0,2.1,3.75,3.6,18,9,26,L,0
260,Leicester,Norwich,1802,1600,1,0,H,48,30,29,50,53,24,L,0,3,1,9,11,3,4,0,2,0,0,1.5,4.33,6,20,18,27,L,0
261,Southampton,Chelsea,1693,1885,1,2,A,34,38,24,36,40,33,W,5,2,4,10,11,7,8,3,1,0,0,2.8,3.25,2.5,11,6,27,W,5
262,Stoke,Aston Villa,1600,1718,2,1,H,27,20,32,46,36,16,W,5,3,1,7,15,11,0,0,3,0,0,1.62,3.75,5.5,18,8,27,W,5
263,Watford,Bournemouth,1600,1600,0,0,D,29,30,28,44,36,28,W,5,1,3,14,17,4,5,3,1,0,0,2.38,3.25,3,18,18,27,W,5
264,West Brom,Crystal Palace,1624,1690,3,2,H,24,27,32,32,32,32,W,5,5,2,14,16,3,6,2,2,0,0,2.6,3.1,2.8,18,18,27,W,5
265,West Ham,Sunderland,1804,1600,1,0,H,40,32,31,50,40,23,D,3,3,4,11,9,5,6,1,0,0,0,1.8,3.5,4.5,7,17,27,D,3
266,Tottenham,Swansea,1813,1600,2,1,H,47,24,20,34,51,27,W,5,14,4,11,14,7,7,2,3,0,0,1.4,4.2,9,9,18,27,W,5
267,Man United,Arsenal,1600,1830,3,2,H,33,41,24,23,41,51,L,0,5,5,21,15,2,3,4,3,0,0,3,3.25,2.38,3,1,27,L,0
268,Aston Villa,Everton,1718,1759,1,3,A,20,46,46,35,16,35,L,0,5,7,8,7,9,8,3,1,0,0,4.5,3.6,1.91,8,15,27,L,0
269,Bournemouth,Southampton,1600,1693,2,0,H,30,34,44,24,28,40,L,0,4,1,11,18,10,2,0,0,0,0,2.9,3.25,2.7,18,11,27,L,0
270,Leicester,West Brom,1802,1624,2,2,D,49,27,29,34,56,35,W,5,5,3,10,8,11,3,0,2,0,0,1.73,3.8,5.5,20,18,28,W,5
271,Norwich,Chelsea,1600,1885,1,2,A,30,40,51,37,24,36,L,0,2,2,17,5,4,4,3,2,0,0,5.25,4,1.7,18,6,28,L,0
272,Sunderland,Crystal Palace,1600,1690,2,2,D,32,29,51,35,23,32,L,0,6,5,11,14,4,5,1,1,0,0,2.5,3.3,3.1,17,18,28,L,0
273,Arsenal,Swansea,1830,1600,1,2,A,43,25,26,36,51,27,L,0,4,2,8,11,7,3,0,2,0,0,1.36,5.25,10,1,18,28,L,0
274,Liverpool,Man City,1910,2013,3,0,H,41,48,36,31,41,47,W,5,7,2,14,14,3,2,0,1,0,0,2.63,3.4,2.88,2,18,28,W,5
275,Man United,Watford,1600,1600,1,0,H,36,29,26,28,44,37,W,5,3,3,7,17,9,7,1,2,0,0,1.67,3.8,6,3,18,28,W,5
276,Stoke,Newcastle,1600,1500,1,0,H,29,27,33,50,39,24,W,5,2,3,11,6,5,2,1,0,0,0,2,3.5,4.2,18,4,28,W,5
277,West Ham,Tottenham,1804,1813,1,0,H,41,49,31,21,43,54,W,5,3,2,10,11,6,3,0,3,0,0,4,3.6,2,7,9,28,W,5
278,Chelsea,Stoke,1885,1600,1,1,D,40,29,37,33,36,39,W,5,7,5,9,10,8,4,1,2,0,0,1.5,4.5,7.5,6,18,28,W,5
279,Everton,West Ham,1759,1804,2,3,A,49,41,36,31,38,43,W,5,8,5,12,13,9,6,2,3,1,0,1.73,4,5,15,7,28,W,5
280,Man City,Aston Villa,2013,1718,4,0,H,52,22,31,51,50,16,W,5,9,1,10,10,9,1,0,1,0,0,1.22,7,15,18,8,29,W,5
281,Newcastle,Bournemouth,1500,1600,1,3,A,28,32,53,44,24,32,L,0,3,5,13,8,5,4,1,3,0,0,2.63,3.4,2.88,4,18,29,L,0
282,Southampton,Sunderland,1693,1600,1,1,D,35,34,28,53,40,24,L,0,5,3,9,9,12,2,2,1,1,0,1.6,4,6.5,11,17,29,L,0
283,Swansea,Norwich,1600,1600,1,0,H,27,31,37,53,30,24,W,5,3,3,14,15,5,0,2,5,0,0,2.05,3.5,4,18,18,29,W,5
284,Tottenham,Arsenal,1813,1830,2,2,D,49,44,22,28,54,51,L,0,11,4,9,10,9,2,2,2,0,1,2.38,3.4,3.25,9,1,29,L,0
285,Watford,Leicester,1600,1802,0,1,A,29,51,29,31,37,57,L,0,4,7,10,11,3,8,2,2,0,0,3,3.4,2.55,18,20,29,L,0
286,Crystal Palace,Liverpool,1690,1910,1,2,A,31,43,37,37,33,44,D,3,4,5,12,16,6,6,1,2,0,1,3.8,3.5,2.1,18,2,29,D,3
287,West Brom,Man United,1624,1600,1,0,H,29,37,36,26,36,47,D,3,2,1,8,7,4,5,1,0,0,1,4.33,3.4,2,18,3,29,D,3
288,Bournemouth,Swansea,1600,1600,3,2,H,32,27,44,37,32,30,W,5,4,4,12,11,5,3,1,0,0,0,1.95,3.5,4.33,18,18,29,W,5
289,Norwich,Man City,1600,2013,0,0,D,31,52,53,31,24,50,L,0,0,3,15,10,3,8,3,1,0,0,6,4.2,1.6,18,18,29,L,0
290,Stoke,Southampton,1600,1693,1,2,A,31,36,34,29,43,41,D,3,2,4,13,12,1,4,1,2,0,1,2.7,3.2,2.9,18,11,30,D,3
291,Aston Villa,Tottenham,1718,1813,0,2,A,22,51,55,24,16,55,L,0,2,8,6,6,5,8,0,0,0,0,7.5,4.5,1.5,8,9,30,L,0
292,Leicester,Newcastle,1802,1500,1,0,H,52,28,31,54,60,24,W,5,1,2,4,9,8,4,0,0,0,0,1.57,4.33,6.25,20,4,30,W,5
293,Chelsea,West Ham,1885,1804,2,2,D,43,45,39,33,40,49,D,3,5,6,13,14,10,9,3,5,0,0,1.75,3.8,5.25,6,7,30,D,3
294,Crystal Palace,Leicester,1690,1802,0,1,A,32,52,39,31,33,60,L,0,4,3,9,13,10,7,1,1,0,0,3,3.4,2.5,18,20,30,L,0
295,Everton,Arsenal,1759,1830,0,2,A,51,46,41,30,38,52,L,0,2,3,7,10,7,5,0,0,0,0,2.7,3.5,2.7,15,1,30,L,0
296,Swansea,Aston Villa,1600,1718,1,0,H,28,22,37,55,33,16,W,5,1,2,9,10,4,6,3,2,0,0,1.67,3.8,6,18,8,30,W,5
297,Watford,Stoke,1600,1600,1,2,A,29,31,30,34,37,43,L,0,4,6,10,14,9,2,3,1,0,0,2.4,3.25,3.3,18,18,30,L,0
298,West Brom,Norwich,1624,1600,0,1,A,30,31,36,54,39,24,W,5,0,1,8,13,4,3,1,2,0,0,2.25,3.3,3.6,18,18,30,W,5
299,Man City,Man United,2013,1600,0,1,A,52,37,31,27,51,47,D,3,2,3,9,12,11,5,1,1,0,0,1.83,3.75,4.75,18,3,30,D,3
300,Newcastle,Sunderland,1500,1600,1,1,D,29,36,55,55,25,26,D,3,8,4,14,7,2,5,4,1,0,0,2.1,3.5,3.8,4,17,31,D,3
301,Southampton,Liverpool,1693,1910,3,2,H,38,46,30,41,44,45,W,5,5,9,10,13,3,5,1,3,0,0,2.63,3.4,2.88,11,2,31,W,5
302,Tottenham,Bournemouth,1813,1600,3,0,H,53,38,24,47,58,38,W,5,8,0,11,6,4,5,0,1,0,0,1.53,4.33,7,9,18,31,W,5
303,Arsenal,Watford,1830,1600,4,0,H,48,30,30,32,55,37,W,5,12,2,7,10,8,3,1,1,0,0,1.36,5.25,10,1,18,31,W,5
304,Aston Villa,Chelsea,1718,1885,0,4,A,22,45,57,41,16,41,L,0,4,8,12,8,7,2,4,1,1,0,6.5,4.33,1.57,8,6,31,L,0
305,Bournemouth,Man City,1600,2013,0,4,A,38,52,47,32,38,51,W,5,2,7,9,8,4,4,0,1,0,0,3.75,3.6,2.1,18,18,31,W,5
306,Liverpool,Tottenham,1910,1813,1,1,D,46,53,41,24,45,58,D,3,7,5,11,11,12,9,2,0,0,0,2.5,3.4,3,2,9,31,D,3
307,Norwich,Newcastle,1600,1500,3,2,H,31,29,54,55,25,25,D,3,6,5,6,11,6,5,0,0,0,0,2.2,3.4,3.6,18,4,31,D,3
308,Stoke,Swansea,1600,1600,2,2,D,32,30,36,40,43,33,L,0,5,3,6,16,5,5,0,1,0,0,2.2,3.4,3.6,18,18,31,L,0
309,Sunderland,West Brom,1600,1624,0,0,D,36,30,55,37,26,39,D,3,7,0,11,13,9,3,1,1,0,0,2.1,3.3,4,17,18,31,D,3
310,West Ham,Crystal Palace,1804,1690,2,2,D,49,34,37,42,51,34,D,3,6,5,12,19,4,5,2,2,1,0,1.95,3.6,4.2,7,18,32,D,3
311,Leicester,Southampton,1802,1693,1,0,H,54,41,31,32,66,47,W,5,4,2,12,13,7,8,2,2,0,0,2.25,3.4,3.5,20,11,32,W,5
312,Man United,Everton,1600,1759,1,0,H,39,52,27,43,53,39,W,5,2,1,15,6,5,5,2,0,0,0,2.1,3.5,3.75,3,15,32,W,5
313,Aston Villa,Bournemouth,1718,1600,1,2,A,22,38,58,50,16,38,L,0,1,3,13,11,3,8,2,2,0,0,3.4,3.2,2.2,8,18,32,L,0
314,Crystal Palace,Norwich,1690,1600,1,0,H,34,32,42,54,34,28,D,3,6,4,13,10,10,4,2,1,0,0,2.05,3.4,3.6,18,18,32,D,3
315,Man City,West Brom,2013,1624,2,1,H,56,30,32,37,54,40,W,5,4,2,10,7,8,8,0,1,0,0,1.33,5,9,18,18,32,W,5
316,Southampton,Newcastle,1693,1500,3,1,H,41,31,32,58,47,25,W,5,6,3,8,7,11,2,0,0,0,0,1.53,4,6,11,4,32,W,5
317,Swansea,Chelsea,1600,1885,1,0,H,31,49,40,41,36,44,W,5,6,2,15,13,1,9,5,4,0,0,3.75,3.4,2,18,6,32,W,5
318,Watford,Everton,1600,1759,1,1,D,30,52,36,43,37,39,L,0,5,7,13,10,7,6,2,1,0,0,3.4,3.3,2.15,18,15,32,L,0
319,West Ham,Arsenal,1804,1830,3,3,D,49,52,37,30,51,58,D,3,7,6,11,8,7,4,2,0,0,0,3.6,3.5,2,7,1,32,D,3
320,Liverpool,Stoke,1910,1600,4,1,H,52,36,43,39,51,47,W,5,6,3,14,14,6,3,0,2,0,0,1.55,4,5.75,2,18,33,W,5
321,Sunderland,Leicester,1600,1802,0,2,A,36,55,57,31,27,69,L,0,1,7,9,9,1,7,1,1,0,0,3.4,3.4,2.1,17,20,33,L,0
322,Tottenham,Man United,1813,1600,3,0,H,57,39,25,30,62,53,D,3,8,1,10,10,2,7,3,3,0,0,1.91,3.5,4,9,3,33,D,3
323,Crystal Palace,Everton,1690,1759,0,0,D,35,52,42,43,37,40,W,5,6,5,7,9,10,7,0,1,0,1,2.9,3.4,2.6,18,15,33,W,5
324,Chelsea,Man City,1885,2013,0,3,A,49,58,42,33,44,57,L,0,4,8,12,15,11,3,2,3,1,0,2.75,3.4,2.7,6,18,33,L,0
325,Everton,Southampton,1759,1693,1,1,D,52,41,43,33,40,47,D,3,2,4,8,14,3,10,1,1,0,0,2.7,3.4,2.8,15,11,33,D,3
326,Man United,Aston Villa,1600,1718,1,0,H,39,22,30,62,53,16,L,0,4,1,9,10,14,3,0,1,0,0,1.22,7,17,3,8,33,L,0
327,Newcastle,Swansea,1500,1600,3,0,H,32,33,61,42,25,37,L,0,7,1,13,9,3,7,2,1,0,0,2.3,3.4,3.4,4,18,33,L,0
328,Norwich,Sunderland,1600,1600,0,3,A,35,36,56,57,31,27,W,5,6,3,7,11,14,0,2,2,0,0,2.4,3.3,3.25,18,17,33,W,5
329,West Brom,Watford,1624,1600,0,1,A,31,31,39,37,40,38,L,0,4,4,11,17,9,3,0,3,0,0,2.4,3.2,3.4,18,18,33,L,0
330,Arsenal,Crystal Palace,1830,1690,1,1,D,56,35,34,42,60,38,D,3,6,2,7,13,10,5,0,2,0,0,1.33,5.75,9.5,1,18,34,D,3
331,Bournemouth,Liverpool,1600,1910,1,2,A,40,56,55,43,41,54,W,5,5,6,9,9,5,4,0,0,0,0,3.6,3.5,2.15,18,2,34,W,5
332,Leicester,West Ham,1802,1804,2,2,D,57,54,31,42,72,53,W,5,2,4,14,14,0,5,1,3,1,0,1.95,3.6,4.2,20,7,34,W,5
333,Stoke,Tottenham,1600,1813,0,4,A,37,60,43,25,47,65,L,0,2,6,12,12,5,3,2,0,0,0,4.5,3.75,1.85,18,9,34,L,0
334,Newcastle,Man City,1500,2013,1,1,D,35,61,61,33,28,60,W,5,3,5,13,8,5,3,3,2,0,0,6,4.5,1.57,4,18,34,W,5
