,HomeTeam,AwayTeam,ELO Home,ELO Away,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM1Conv,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,HTFormPts
30,Southampton,Man United,1693,1600,1,1,D,3,6,5,3,3,4,W,5,2,8,17,7,2,3,1,2,1,0,3.8,3.3,2.05,11,3,4,W,5
31,Chelsea,Sheffield United,1885,1600,2,2,D,4,3,7,3,4,4,W,5,5,2,6,11,3,4,0,1,0,0,1.36,4.75,9,6,18,4,W,5
32,Crystal Palace,Aston Villa,1690,1718,1,0,H,2,4,2,5,4,3,W,5,5,2,15,16,13,2,2,4,0,1,2.15,3.3,3.5,18,8,4,W,5
33,Leicester,Bournemouth,1802,1600,3,1,H,3,4,2,5,5,4,W,5,5,2,9,11,4,5,1,3,0,0,1.7,4,4.75,20,18,4,W,5
34,Man City,Brighton,2013,1696,4,0,H,10,4,3,3,7,4,W,5,6,2,10,6,8,1,1,1,0,0,1.08,10,26,18,18,4,W,5
35,Newcastle,Watford,1500,1600,1,1,D,2,1,4,7,3,0,W,5,5,3,5,11,6,5,2,3,0,0,2.5,3.25,2.87,4,18,4,W,5
36,West Ham,Norwich,1804,1600,2,0,H,4,6,7,8,4,3,W,5,8,3,16,10,8,2,2,1,0,0,1.85,3.9,3.9,7,18,4,W,5
37,Burnley,Liverpool,1711,1910,0,3,A,5,9,3,3,4,9,D,3,2,7,10,16,6,4,0,0,0,0,9.5,5.5,1.3,18,2,4,D,3
38,Everton,Wolves,1759,1757,3,2,H,1,2,2,2,4,3,L,0,6,5,12,12,7,7,1,4,0,1,2.2,3.25,3.5,15,18,4,L,0
39,Arsenal,Tottenham,1830,1813,2,2,D,4,5,4,4,6,4,L,0,8,9,13,19,11,6,3,5,0,0,2.37,3.6,2.8,1,9,4,L,0
40,Liverpool,Newcastle,1910,1500,3,1,H,12,3,3,5,12,4,W,5,9,1,5,4,10,1,0,0,0,0,1.14,8.5,17,2,4,5,W,5
41,Brighton,Burnley,1696,1711,1,1,D,4,5,7,6,4,4,L,0,5,1,13,7,3,6,0,2,0,0,2.15,3.3,3.5,18,18,5,L,0
42,Man United,Leicester,1600,1802,1,0,H,7,6,4,3,5,8,D,3,5,3,14,14,3,9,1,2,0,0,1.95,3.5,4,3,20,5,D,3
43,Sheffield United,Southampton,1600,1693,0,1,A,5,4,5,6,5,4,D,3,4,7,10,7,12,6,1,1,1,0,2.45,3.2,3,18,11,5,D,3
44,Tottenham,Crystal Palace,1813,1690,4,0,H,7,3,6,2,5,7,D,3,5,6,19,11,4,3,4,2,0,0,1.36,5.25,8,9,18,5,D,3
45,Wolves,Chelsea,1757,1885,2,5,A,4,6,5,9,3,5,L,0,4,6,8,11,7,5,1,2,0,0,2.9,3.3,2.5,18,6,5,L,0
46,Norwich,Man City,1600,2013,3,2,H,6,14,10,3,3,10,L,0,3,8,8,7,3,16,3,1,0,0,15,9,1.14,18,18,5,L,0
47,Bournemouth,Everton,1600,1759,3,1,H,5,4,8,4,4,7,L,0,6,5,5,14,7,7,0,4,0,0,2.9,3.5,2.4,18,15,5,L,0
48,Watford,Arsenal,1600,1830,2,2,D,2,6,8,6,1,7,D,3,7,4,14,4,7,1,3,3,0,0,3.6,3.6,2,18,1,5,D,3
49,Aston Villa,West Ham,1718,1804,0,0,D,4,6,6,7,3,7,L,0,5,1,13,12,2,4,2,1,0,1,2.62,3.5,2.6,8,7,5,L,0
50,Southampton,Bournemouth,1693,1600,1,3,A,5,8,6,9,7,7,W,5,6,3,8,9,4,5,1,3,0,0,2.05,3.6,3.5,11,18,6,W,5
51,Leicester,Tottenham,1802,1813,2,1,H,6,11,4,6,8,8,L,0,7,4,16,13,8,2,1,2,0,0,2.87,3.5,2.37,20,9,6,L,0
52,Burnley,Norwich,1711,1600,2,0,H,6,9,7,12,5,6,D,3,6,2,11,10,7,3,0,1,0,0,2,3.8,3.5,18,18,6,D,3
53,Everton,Sheffield United,1759,1600,0,2,A,5,5,7,6,7,5,L,0,3,1,9,9,12,3,1,3,0,0,1.61,3.75,6,15,18,6,L,0
54,Man City,Watford,2013,1600,8,0,H,16,4,6,10,10,2,L,0,11,4,5,9,5,4,2,2,0,0,1.1,11,21,18,18,6,L,0
55,Newcastle,Brighton,1500,1696,0,0,D,4,5,8,8,4,5,L,0,4,3,12,8,5,3,2,1,0,0,2.5,3.2,3,4,18,6,L,0
56,Crystal Palace,Wolves,1690,1757,1,1,D,3,6,6,10,7,3,L,0,4,4,7,10,6,7,2,1,0,1,2.62,3.1,2.87,18,18,6,L,0
57,West Ham,Man United,1804,1600,2,0,H,6,8,7,4,8,8,D,3,6,3,8,9,3,7,2,2,0,0,3.1,3.6,2.2,7,3,6,D,3
58,Arsenal,Aston Villa,1830,1718,3,2,H,8,4,8,6,8,4,D,3,6,9,13,15,9,4,5,1,1,0,1.4,4.75,8,1,8,6,D,3
59,Chelsea,Liverpool,1885,1910,1,2,A,11,15,11,4,8,15,W,5,2,3,8,13,6,4,3,3,0,0,3.5,3.75,2,6,2,6,W,5
60,Sheffield United,Liverpool,1600,1910,0,1,A,7,17,6,5,8,18,W,5,2,4,8,4,6,5,1,1,0,0,9,5.25,1.33,18,2,7,W,5
61,Aston Villa,Burnley,1718,1711,2,2,D,6,8,9,7,4,8,L,0,3,3,10,16,7,3,1,4,0,0,2.3,3.4,3.1,8,18,7,L,0
62,Bournemouth,West Ham,1600,1804,2,2,D,11,8,10,7,10,11,W,5,5,6,7,8,6,6,3,1,0,0,2.5,3.5,2.75,18,7,7,W,5
63,Chelsea,Brighton,1885,1696,2,0,H,12,5,13,8,8,6,L,0,10,1,5,13,5,2,2,3,0,0,1.4,4.75,8,6,18,7,L,0
64,Crystal Palace,Norwich,1690,1600,2,0,H,4,9,7,14,8,6,D,3,3,3,14,10,5,5,3,1,0,0,1.9,3.75,3.75,18,18,7,D,3
65,Tottenham,Southampton,1813,1693,2,1,H,12,6,8,9,8,7,L,0,4,6,5,16,6,6,0,2,1,0,1.4,4.75,8,9,11,7,L,0
66,Wolves,Watford,1757,1600,2,0,H,7,4,11,18,4,2,D,3,2,5,5,6,1,6,0,1,0,0,1.85,3.4,4.5,18,18,7,D,3
67,Everton,Man City,1759,2013,1,3,A,5,24,9,6,7,13,L,0,8,9,4,8,5,2,2,2,0,0,10,5.5,1.3,15,18,7,L,0
68,Leicester,Newcastle,1802,1500,5,0,H,8,4,5,8,11,5,W,5,5,0,12,9,9,0,1,1,0,1,1.5,4,7.5,20,4,7,W,5
69,Man United,Arsenal,1600,1830,1,1,D,8,11,6,10,8,11,L,0,4,5,18,13,8,7,4,2,0,0,2.37,3.5,2.9,3,1,7,L,0
70,Brighton,Tottenham,1696,1813,3,0,H,5,14,10,9,6,11,L,0,6,3,11,7,4,4,2,1,0,0,3.9,3.6,1.9,18,9,8,L,0
71,Burnley,Everton,1711,1759,1,0,H,10,6,9,12,9,7,D,3,3,2,5,12,7,9,2,1,0,1,2.87,3.3,2.5,18,15,8,D,3
72,Liverpool,Leicester,1910,1802,2,1,H,18,13,5,5,21,14,W,5,8,1,9,17,4,6,1,4,0,0,1.44,4.75,7,2,20,8,W,5
73,Norwich,Aston Villa,1600,1718,1,5,A,9,8,16,11,6,5,L,0,5,12,14,17,10,6,1,3,0,0,2.37,3.6,2.8,18,8,8,L,0
74,Watford,Sheffield United,1600,1600,0,0,D,4,7,20,7,2,8,L,0,2,3,7,6,7,7,0,2,0,0,2.05,3.4,3.6,18,18,8,L,0
75,West Ham,Crystal Palace,1804,1690,1,2,A,10,6,9,7,12,11,D,3,4,4,11,7,2,2,3,2,0,0,1.95,3.6,3.8,7,18,8,D,3
76,Arsenal,Bournemouth,1830,1600,1,0,H,12,13,11,12,12,11,D,3,2,2,12,6,14,5,1,2,0,0,1.44,4.75,7,1,18,8,D,3
77,Man City,Wolves,2013,1757,0,2,A,27,9,7,11,16,7,W,5,2,2,11,14,9,1,5,2,0,0,1.12,9,21,18,18,8,W,5
78,Southampton,Chelsea,1693,1885,1,4,A,7,14,11,13,7,11,L,0,3,7,8,15,3,4,0,1,0,0,4,3.8,1.85,11,6,8,L,0
79,Newcastle,Man United,1500,1600,1,0,H,4,9,13,7,5,9,L,0,2,3,12,10,4,6,3,3,0,0,4.5,3.5,1.85,4,3,8,L,0
80,Everton,West Ham,1759,1804,2,0,H,6,11,13,11,7,12,L,0,10,4,15,15,11,2,2,2,0,0,1.95,3.75,3.75,15,7,9,L,0
81,Aston Villa,Brighton,1718,1696,2,1,H,13,8,12,10,8,9,W,5,8,5,9,17,7,5,1,2,0,1,2.35,3.4,3,8,18,9,W,5
82,Bournemouth,Norwich,1600,1600,0,0,D,13,10,13,21,11,6,L,0,2,1,8,11,6,7,1,3,0,0,1.72,4.2,4.2,18,18,9,L,0
83,Chelsea,Newcastle,1885,1500,1,0,H,18,5,14,13,14,8,W,5,8,0,9,12,11,0,2,1,0,0,1.3,5.5,10,6,4,9,W,5
84,Leicester,Burnley,1802,1711,2,1,H,14,11,7,9,14,12,L,0,3,4,4,10,9,4,0,3,0,0,1.57,4,6,20,18,9,L,0
85,Tottenham,Watford,1813,1600,1,1,D,14,4,12,20,11,3,L,0,2,2,5,9,11,2,4,3,0,0,1.4,5,7.5,9,18,9,L,0
86,Wolves,Southampton,1757,1693,1,1,D,11,8,11,15,10,7,W,5,1,5,10,17,1,3,3,2,0,0,1.8,3.6,4.5,18,11,9,W,5
87,Crystal Palace,Man City,1690,2013,0,2,A,8,27,8,9,14,16,W,5,2,10,8,10,1,8,1,1,0,0,12,7,1.22,18,18,9,W,5
88,Man United,Liverpool,1600,1910,1,1,D,9,20,8,6,9,24,L,0,2,4,6,14,3,1,0,1,0,0,5.25,3.8,1.65,3,2,9,L,0
89,Sheffield United,Arsenal,1600,1830,1,0,H,7,13,7,11,9,15,D,3,2,3,10,12,7,12,4,4,0,0,3.9,3.75,1.9,18,1,9,D,3
90,Southampton,Leicester,1693,1802,0,9,A,9,16,16,8,8,17,D,3,3,15,3,12,2,7,0,0,1,0,3.1,3.4,2.3,11,20,10,D,3
91,Man City,Aston Villa,2013,1718,3,0,H,29,15,9,13,19,11,W,5,9,5,10,5,13,7,1,1,1,0,1.08,11,26,18,8,10,W,5
92,Brighton,Everton,1696,1759,3,2,H,9,8,12,13,9,10,L,0,4,6,12,12,0,5,2,1,0,0,2.9,3.25,2.5,18,15,10,L,0
93,Watford,Bournemouth,1600,1600,0,0,D,5,13,21,13,4,12,D,3,3,5,14,8,5,10,5,3,0,0,2.15,3.6,3.25,18,18,10,D,3
94,West Ham,Sheffield United,1804,1600,1,1,D,11,8,13,7,12,12,L,0,4,4,7,10,10,4,2,2,0,0,2.1,3.5,3.5,7,18,10,L,0
95,Burnley,Chelsea,1711,1885,2,4,A,12,19,11,14,12,17,L,0,5,7,7,8,5,6,3,2,0,0,4.5,4,1.72,18,6,10,L,0
96,Newcastle,Wolves,1500,1757,1,1,D,5,12,14,12,8,11,L,0,2,5,8,15,3,6,2,2,1,0,3,3.1,2.55,4,18,10,L,0
97,Arsenal,Crystal Palace,1830,1690,2,2,D,13,8,12,10,15,14,L,0,6,4,18,9,12,5,2,0,0,0,1.45,4.75,6.5,1,18,10,L,0
98,Liverpool,Tottenham,1910,1813,2,1,H,21,15,7,13,25,12,D,3,13,4,9,11,8,3,3,3,0,0,1.5,4.33,6.5,2,9,10,D,3
99,Norwich,Man United,1600,1600,1,3,A,10,10,21,9,7,10,D,3,3,11,13,10,1,10,2,2,0,0,4.33,4,1.75,18,3,10,D,3
100,Bournemouth,Man United,1600,1600,1,0,H,13,13,13,10,13,13,D,3,6,4,14,12,4,10,4,3,0,0,3.25,3.6,2.15,18,3,11,D,3
101,Arsenal,Wolves,1830,1757,1,1,D,15,13,14,13,16,12,D,3,4,8,6,15,8,9,0,2,0,0,1.75,3.75,4.75,1,18,11,D,3
102,Aston Villa,Liverpool,1718,1910,1,2,A,15,23,16,8,11,28,L,0,2,6,12,9,2,10,1,2,0,0,9,5,1.33,8,2,11,L,0
103,Brighton,Norwich,1696,1600,2,0,H,12,11,14,24,12,7,W,5,5,0,11,8,8,3,0,1,0,0,1.72,4.2,4.33,18,18,11,W,5
104,Man City,Southampton,2013,1693,2,1,H,32,9,9,25,22,8,W,5,4,3,11,10,17,0,3,1,0,0,1.07,13,23,18,11,11,W,5
105,Sheffield United,Burnley,1600,1711,3,0,H,9,14,8,15,13,12,D,3,6,0,8,12,7,6,1,2,0,0,2.25,3.2,3.4,18,18,11,D,3
106,West Ham,Newcastle,1804,1500,2,3,A,12,6,14,15,13,9,D,3,6,9,10,7,7,3,2,1,0,0,1.75,3.8,4.5,7,4,11,D,3
107,Watford,Chelsea,1600,1885,1,2,A,5,23,21,16,5,20,D,3,3,10,8,5,1,6,4,2,0,0,5,4.33,1.61,18,6,11,D,3
108,Crystal Palace,Leicester,1690,1802,0,2,A,10,25,12,8,15,20,D,3,3,5,15,16,5,6,2,2,0,0,3.5,3.4,2.1,18,20,11,D,3
109,Everton,Tottenham,1759,1813,1,1,D,10,16,16,15,10,12,L,0,3,2,9,8,5,2,1,2,0,1,2.7,3.4,2.6,15,9,11,L,0
110,Norwich,Watford,1600,1600,0,2,A,11,6,26,23,7,5,L,0,5,2,7,13,10,4,1,2,0,1,2.7,3.5,2.55,18,18,12,L,0
111,Chelsea,Crystal Palace,1885,1690,2,0,H,25,10,17,14,23,15,W,5,5,1,9,17,7,0,3,2,0,0,1.33,5,10,6,18,12,W,5
112,Burnley,West Ham,1711,1804,3,0,H,14,14,18,17,12,13,L,0,12,4,17,10,11,4,2,1,0,0,2.25,3.5,3.1,18,7,12,L,0
113,Newcastle,Bournemouth,1500,1600,2,1,H,9,14,17,13,12,16,W,5,9,3,10,5,5,4,2,0,0,0,2.55,3.25,2.8,4,18,12,W,5
114,Southampton,Everton,1693,1759,1,2,A,10,11,27,17,8,11,L,0,3,5,12,12,5,9,1,1,0,0,2.9,3.3,2.45,11,15,12,L,0
115,Tottenham,Sheffield United,1813,1600,1,1,D,17,12,16,8,13,16,D,3,5,4,6,9,4,4,2,2,0,0,1.57,4,6,9,18,12,D,3
116,Leicester,Arsenal,1802,1830,2,0,H,27,16,8,15,23,17,W,5,7,1,10,10,5,4,1,1,0,0,2,3.75,3.5,20,1,12,W,5
117,Man United,Brighton,1600,1696,3,1,H,13,14,11,14,13,15,L,0,11,2,10,14,5,2,2,5,0,0,1.6,3.75,6.5,3,18,12,L,0
118,Wolves,Aston Villa,1757,1718,2,1,H,14,16,14,18,13,11,D,3,5,4,17,8,6,3,4,3,0,0,1.9,3.5,4.2,18,8,12,D,3
119,Liverpool,Man City,1910,2013,3,1,H,25,34,9,10,31,25,W,5,5,3,10,5,4,13,0,2,0,0,2.5,3.6,2.62,2,18,12,W,5
120,West Ham,Tottenham,1804,1813,2,3,A,14,18,20,17,13,14,L,0,4,6,12,14,3,7,3,2,0,0,4.2,4.33,1.7,7,9,13,L,0
121,Arsenal,Southampton,1830,1693,2,2,D,16,11,17,29,17,8,L,0,5,6,13,19,6,8,6,2,0,0,1.45,4.75,6.5,1,11,13,L,0
122,Bournemouth,Wolves,1600,1757,1,2,A,15,16,15,15,16,16,L,0,2,7,10,12,5,9,2,1,1,0,2.75,3.3,2.6,18,18,13,L,0
123,Brighton,Leicester,1696,1802,0,2,A,15,29,17,8,15,26,L,0,0,9,9,1,6,7,2,0,0,0,3.75,3.5,2,18,20,13,L,0
124,Crystal Palace,Liverpool,1690,1910,1,2,A,10,28,16,10,15,34,L,0,6,4,8,7,9,8,0,1,0,0,7.5,4.75,1.4,18,2,13,L,0
125,Everton,Norwich,1759,1600,0,2,A,13,11,18,28,14,7,W,5,7,5,12,11,7,7,3,5,0,0,1.36,5.1,8,15,18,13,W,5
126,Watford,Burnley,1600,1711,0,3,A,8,17,23,18,8,15,W,5,4,5,14,13,7,5,0,3,0,0,2.3,3.4,3.1,18,18,13,W,5
127,Man City,Chelsea,2013,1885,2,1,H,35,27,13,17,25,26,L,0,4,2,5,9,8,2,1,1,0,0,1.44,5,6.5,18,6,13,L,0
128,Sheffield United,Man United,1600,1600,3,3,D,13,16,9,12,17,16,D,3,8,5,13,10,6,3,1,2,0,0,3.5,3.4,2.1,18,3,13,D,3
129,Aston Villa,Newcastle,1718,1500,2,0,H,17,11,20,18,11,15,L,0,8,5,10,9,11,6,1,1,0,0,2.05,3.4,3.7,8,4,13,L,0
130,Newcastle,Man City,1500,2013,2,2,D,11,37,20,14,15,28,L,0,3,9,4,6,1,10,1,2,0,0,13,8,1.16,4,18,14,L,0
131,Burnley,Crystal Palace,1711,1690,0,2,A,20,11,18,18,18,15,W,5,4,2,13,10,5,6,2,0,0,0,2.25,3.25,3.3,18,18,14,W,5
132,Chelsea,West Ham,1885,1804,0,1,A,28,16,19,23,26,13,L,0,6,4,0,16,9,3,0,3,0,0,1.28,6,9,6,7,14,L,0
133,Liverpool,Brighton,1910,1696,2,1,H,30,15,11,19,37,15,W,5,7,5,3,10,4,5,0,0,1,0,1.18,7,15,2,18,14,W,5
134,Tottenham,Bournemouth,1813,1600,3,2,H,21,16,19,17,17,16,W,5,5,6,10,12,4,8,0,2,0,0,1.36,5.5,7.5,9,18,14,W,5
135,Southampton,Watford,1693,1600,2,1,H,13,8,31,26,9,8,D,3,6,3,6,10,6,7,1,0,0,0,2.1,3.4,3.5,11,18,14,D,3
136,Norwich,Arsenal,1600,1830,2,2,D,13,18,28,19,10,18,W,5,8,7,8,10,7,12,2,1,0,0,4,4.33,1.75,18,1,14,W,5
137,Wolves,Sheffield United,1757,1600,1,1,D,18,16,16,12,19,18,W,5,3,4,12,18,7,2,1,4,0,0,1.9,3.5,4.2,18,18,14,W,5
138,Leicester,Everton,1802,1759,2,1,H,31,13,8,20,29,14,W,5,6,3,7,9,4,4,0,1,0,0,1.61,4,5.25,20,15,14,W,5
139,Man United,Aston Villa,1600,1718,2,2,D,19,19,15,20,17,14,D,3,6,3,16,8,9,9,4,1,0,0,1.45,4.5,7,3,8,14,D,3
140,Crystal Palace,Bournemouth,1690,1600,1,0,H,13,18,18,20,18,16,W,5,2,3,6,15,6,9,3,3,1,0,2.2,3.4,3.25,18,18,15,W,5
141,Burnley,Man City,1711,2013,1,4,A,20,39,20,16,18,29,L,0,2,8,9,6,3,6,1,1,0,0,11,7,1.22,18,18,15,L,0
142,Chelsea,Aston Villa,1885,1718,2,1,H,28,21,20,22,26,15,L,0,9,3,18,10,9,5,2,1,0,0,1.28,5.75,10,6,8,15,L,0
143,Leicester,Watford,1802,1600,2,0,H,33,9,9,28,32,8,W,5,6,1,13,16,7,2,3,2,0,0,1.33,5.5,8,20,18,15,W,5
144,Man United,Tottenham,1600,1813,2,1,H,21,24,17,21,18,20,D,3,7,5,9,9,4,3,0,1,0,0,2.75,3.4,2.55,3,9,15,D,3
145,Southampton,Norwich,1693,1600,2,1,H,15,15,32,30,12,11,W,5,5,3,12,7,6,1,1,1,0,0,1.72,4,4.2,11,18,15,W,5
146,Wolves,West Ham,1757,1804,2,0,H,19,17,17,23,20,16,D,3,7,3,8,9,5,4,1,2,0,0,1.75,3.7,4.75,18,7,15,D,3
147,Liverpool,Everton,1910,1759,5,2,H,32,14,12,22,40,14,W,5,5,4,13,17,5,6,1,2,0,0,1.36,5,8.5,2,15,15,W,5
148,Sheffield United,Newcastle,1600,1500,0,2,A,17,13,13,22,19,16,D,3,6,4,10,6,8,1,2,0,0,0,1.83,3.4,4.6,18,4,15,D,3
149,Arsenal,Brighton,1830,1696,1,2,A,20,16,21,21,19,15,D,3,5,9,10,11,9,9,3,1,0,0,1.57,4.33,5.5,1,18,15,D,3
150,Everton,Chelsea,1759,1885,3,1,H,16,30,27,21,14,29,L,0,7,4,14,9,1,5,3,0,0,0,3.5,3.75,2,15,6,16,L,0
151,Bournemouth,Liverpool,1600,1910,0,3,A,18,37,21,14,16,43,L,0,0,9,5,6,1,3,0,1,0,0,7,5.25,1.4,18,2,16,L,0
152,Tottenham,Burnley,1813,1711,5,0,H,25,21,23,24,20,18,L,0,7,1,12,8,1,1,1,1,0,0,1.4,4.75,8,9,18,16,L,0
153,Watford,Crystal Palace,1600,1690,0,0,D,9,14,30,18,8,21,L,0,3,0,15,16,6,2,4,2,0,0,2.37,3.3,3.1,18,18,16,L,0
154,Man City,Man United,2013,1600,1,2,A,43,23,17,18,32,21,W,5,5,7,10,10,16,3,3,2,0,0,1.3,5.5,10,18,3,16,W,5
155,Aston Villa,Leicester,1718,1802,1,4,A,22,35,24,9,15,35,L,0,2,8,21,15,8,5,6,2,0,0,4.33,3.8,1.8,8,20,16,L,0
156,Newcastle,Southampton,1500,1693,2,1,H,15,17,22,33,19,15,W,5,6,4,11,17,3,12,1,3,0,0,2.5,3.2,2.9,4,11,16,W,5
157,Norwich,Sheffield United,1600,1600,1,2,A,16,17,32,15,11,19,L,0,4,3,6,12,9,1,0,4,0,0,2.9,3.5,2.37,18,18,16,L,0
158,Brighton,Wolves,1696,1757,2,2,D,18,21,22,17,18,23,W,5,4,5,10,7,3,4,3,0,0,0,2.62,3.1,2.87,18,18,16,W,5
159,West Ham,Arsenal,1804,1830,1,3,A,17,21,25,23,16,19,L,0,4,3,12,6,4,3,2,0,0,0,3.3,4,2,7,1,16,L,0
160,Liverpool,Watford,1910,1600,2,0,H,40,9,14,30,46,9,W,5,6,2,8,6,6,3,2,1,0,0,1.16,7.5,17,2,18,17,W,5
161,Burnley,Newcastle,1711,1500,1,0,H,21,17,29,23,18,22,L,0,4,0,15,12,4,3,0,2,0,0,1.95,3.4,4,18,4,17,L,0
162,Chelsea,Bournemouth,1885,1600,0,1,A,31,18,24,24,29,16,L,0,5,2,9,14,9,4,1,2,0,0,1.25,6,12,6,18,17,L,0
163,Leicester,Norwich,1802,1600,1,1,D,39,17,10,34,38,11,W,5,5,3,11,15,12,4,0,4,0,0,1.22,6.5,13,20,18,17,W,5
164,Sheffield United,Aston Villa,1600,1718,2,0,H,19,23,16,28,22,15,W,5,3,0,10,9,3,2,2,2,0,0,1.85,3.75,4.2,18,8,17,W,5
165,Southampton,West Ham,1693,1804,0,1,A,18,18,35,28,15,16,L,0,2,4,9,14,5,8,1,3,0,0,1.9,3.8,3.8,11,7,17,L,0
166,Man United,Everton,1600,1759,1,1,D,25,19,19,28,24,17,W,5,8,3,10,12,6,5,1,2,0,0,1.8,3.7,4.5,3,15,17,W,5
