,HomeTeam,AwayTeam,ELO Home,ELO Away,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM1Conv,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,HTFormPts
167,Wolves,Tottenham,1757,1813,1,2,A,23,30,19,23,24,23,D,3,5,5,14,10,11,2,4,4,0,0,3.25,3.4,2.25,18,9,17,D,3
168,Arsenal,Man City,1830,2013,0,3,A,24,44,24,19,22,32,W,5,1,7,9,24,3,3,1,4,0,0,6,5.25,1.44,1,18,17,W,5
169,Crystal Palace,Brighton,1690,1696,1,1,D,14,20,18,24,22,19,D,3,4,10,7,12,3,7,1,1,0,0,2.55,3.25,2.87,18,18,17,D,3
170,Everton,Arsenal,1759,1830,0,0,D,20,24,29,27,18,22,D,3,0,2,10,11,5,4,2,3,0,0,2.3,3.8,2.87,15,1,18,D,3
171,Aston Villa,Southampton,1718,1693,1,3,A,23,18,30,36,15,15,L,0,6,8,16,15,7,5,2,1,0,0,2.4,3.6,2.8,8,11,18,L,0
172,Bournemouth,Burnley,1600,1711,0,1,A,19,22,24,29,19,21,W,5,0,1,13,21,4,5,2,4,0,0,2.4,3.4,2.9,18,18,18,W,5
173,Brighton,Sheffield United,1696,1600,0,1,A,21,21,25,16,20,25,D,3,2,2,6,11,4,3,1,3,0,0,2.2,3.25,3.5,18,18,18,D,3
174,Newcastle,Crystal Palace,1500,1690,1,0,H,17,15,24,19,22,23,L,0,3,4,12,11,4,5,2,0,0,0,2.37,3.1,3.25,4,18,18,L,0
175,Norwich,Wolves,1600,1757,1,2,A,18,24,35,21,12,24,D,3,7,4,7,14,3,11,2,4,0,0,3.75,3.8,1.9,18,18,18,D,3
176,Man City,Leicester,2013,1802,3,1,H,47,40,19,11,35,39,W,5,12,2,14,9,6,1,2,2,0,0,1.36,5.25,7.5,18,20,18,W,5
177,Watford,Man United,1600,1600,2,0,H,9,26,32,20,9,25,L,0,3,8,16,11,3,5,3,1,0,0,4.33,4,1.75,18,3,18,L,0
178,Tottenham,Chelsea,1813,1885,0,2,A,32,31,24,25,26,29,W,5,1,3,9,11,3,5,4,3,1,0,2.37,3.75,2.75,9,6,18,W,5
179,Tottenham,Brighton,1813,1696,2,1,H,32,21,24,25,26,20,W,5,5,5,10,9,9,2,4,2,0,0,1.53,4.33,6,9,18,18,W,5
180,Aston Villa,Norwich,1718,1600,1,0,H,24,19,33,37,15,12,L,0,2,6,15,12,5,8,2,3,0,0,2.1,3.75,3.3,8,18,19,L,0
181,Bournemouth,Arsenal,1600,1830,1,1,D,19,24,25,27,19,23,L,0,4,2,5,13,8,3,4,4,0,0,3.5,3.9,1.95,18,1,19,L,0
182,Chelsea,Southampton,1885,1693,0,2,A,33,21,25,37,32,18,W,5,3,3,10,9,8,1,3,2,0,0,1.33,5.25,9,6,11,19,W,5
183,Crystal Palace,West Ham,1690,1804,2,1,H,15,20,20,30,23,19,L,0,4,2,5,10,7,6,0,2,0,0,2.3,3.4,3.1,18,7,19,L,0
184,Everton,Burnley,1759,1711,1,0,H,20,23,29,29,19,24,D,3,5,0,15,14,10,2,0,0,0,0,1.7,3.75,5,15,18,19,D,3
185,Sheffield United,Watford,1600,1600,1,1,D,22,11,16,32,28,12,W,5,4,2,11,8,9,1,1,3,0,0,1.83,3.6,4.33,18,18,19,W,5
186,Man United,Newcastle,1600,1500,4,1,H,26,18,22,24,25,25,L,0,10,2,10,7,5,0,2,2,0,0,1.33,5.25,9,3,4,19,L,0
187,Leicester,Liverpool,1802,1910,0,4,A,41,46,14,14,39,52,L,0,0,6,5,7,2,8,1,1,0,0,3.4,3.75,2.05,20,2,19,L,0
188,Wolves,Man City,1757,2013,3,2,H,26,50,22,20,27,38,W,5,8,3,7,13,3,1,0,1,0,1,8.5,5,1.36,18,18,19,W,5
189,Brighton,Bournemouth,1696,1600,2,0,H,21,19,26,25,20,19,L,0,6,2,8,11,9,2,0,2,0,0,1.75,3.9,4.33,18,18,19,L,0
190,Newcastle,Everton,1500,1759,1,2,A,19,21,28,29,25,22,L,0,5,9,13,13,5,8,2,2,0,0,3.6,3.4,2.05,4,15,20,L,0
191,Southampton,Crystal Palace,1693,1690,1,1,D,23,17,37,21,21,26,W,5,5,2,13,7,12,4,1,2,0,0,1.95,3.6,3.8,11,18,20,W,5
192,Watford,Aston Villa,1600,1718,3,0,H,12,25,33,33,13,18,D,3,6,2,16,9,6,3,3,1,1,0,1.95,3.8,3.6,18,8,20,D,3
193,Norwich,Tottenham,1600,1813,2,2,D,19,34,38,27,12,29,L,0,2,7,12,10,4,6,3,3,0,0,5,4,1.66,18,9,20,L,0
194,West Ham,Leicester,1804,1802,1,2,A,21,41,32,18,19,39,L,0,4,8,16,4,5,5,4,1,0,0,4,3.9,1.83,7,20,20,L,0
195,Burnley,Man United,1711,1600,0,2,A,23,30,30,23,24,28,L,0,1,5,17,10,5,4,4,3,0,0,4.33,3.75,1.8,18,3,20,L,0
196,Arsenal,Chelsea,1830,1885,1,2,A,25,33,28,27,24,32,D,3,2,4,13,19,2,3,5,4,0,0,2.87,3.75,2.3,1,6,20,D,3
197,Liverpool,Wolves,1910,1757,1,0,H,47,29,14,24,55,30,W,5,3,2,7,3,5,6,1,0,0,0,1.25,5.75,12,2,18,20,W,5
198,Man City,Sheffield United,2013,1600,2,0,H,52,23,23,17,38,29,L,0,4,0,5,6,8,5,1,1,0,0,1.16,7.5,16,18,18,20,L,0
199,Brighton,Chelsea,1696,1885,1,1,D,22,33,28,27,20,32,L,0,5,5,8,15,5,3,2,3,0,0,3.6,3.6,1.95,18,6,20,L,0
200,Burnley,Aston Villa,1711,1718,1,2,A,23,25,32,36,24,18,L,0,1,6,12,10,8,4,1,1,0,0,1.75,3.8,4.33,18,8,21,L,0
201,Newcastle,Leicester,1500,1802,0,3,A,20,43,30,19,25,42,L,0,2,10,8,12,4,5,1,1,0,0,5,3.8,1.66,4,20,21,L,0
202,Southampton,Tottenham,1693,1813,1,0,H,24,36,38,29,22,30,D,3,3,5,21,8,6,9,3,4,0,0,3.3,3.5,2.1,11,9,21,D,3
203,Watford,Wolves,1600,1757,2,1,H,15,29,33,25,16,30,W,5,3,4,12,6,4,7,3,1,1,0,3,3.4,2.3,18,18,21,W,5
204,Man City,Everton,2013,1759,2,1,H,54,23,23,30,41,25,W,5,7,2,11,11,3,6,0,4,0,0,1.25,6.5,10,18,15,21,W,5
205,Norwich,Crystal Palace,1600,1690,1,1,D,21,18,40,22,13,27,D,3,4,3,12,9,2,5,5,0,0,0,2.5,3.4,2.75,18,18,21,D,3
206,West Ham,Bournemouth,1804,1600,4,0,H,25,20,32,28,22,20,W,5,7,2,3,12,9,2,1,2,0,0,1.9,3.75,3.8,7,18,21,W,5
207,Arsenal,Man United,1830,1600,2,0,H,26,32,30,23,24,31,L,0,4,4,11,15,1,4,2,0,0,0,2.55,3.6,2.62,1,3,21,L,0
208,Liverpool,Sheffield United,1910,1600,2,0,H,49,23,14,19,58,29,W,5,7,2,5,8,8,4,0,0,0,0,1.2,6.5,13,2,18,21,W,5
209,Sheffield United,West Ham,1600,1804,1,0,H,23,25,19,32,29,22,L,0,3,2,11,6,7,3,1,0,0,0,1.95,3.4,4,18,7,21,L,0
210,Crystal Palace,Arsenal,1690,1830,1,1,D,19,28,23,30,28,27,D,3,3,4,14,22,1,4,2,3,0,1,4.1,3.9,1.8,18,1,22,D,3
211,Chelsea,Burnley,1885,1711,3,0,H,36,24,29,34,36,24,D,3,8,2,7,4,10,3,0,3,0,0,1.28,5.5,11,6,18,22,D,3
212,Everton,Brighton,1759,1696,1,0,H,24,25,32,29,25,24,L,0,6,2,7,7,4,3,2,1,0,0,1.85,3.8,4,15,18,22,L,0
213,Leicester,Southampton,1802,1693,1,2,A,46,25,19,38,45,25,W,5,5,10,9,17,2,4,0,3,0,0,1.6,4,5.5,20,11,22,W,5
214,Man United,Norwich,1600,1600,4,0,H,32,22,25,41,31,14,L,0,6,3,18,7,4,2,0,0,0,0,1.33,5.25,8.5,3,18,22,L,0
215,Wolves,Newcastle,1757,1500,1,1,D,30,20,27,33,30,25,L,0,4,1,13,12,5,2,0,3,0,0,1.44,4.5,7.5,18,4,22,L,0
216,Tottenham,Liverpool,1813,1910,0,1,A,36,50,30,14,30,61,L,0,4,7,4,8,4,3,0,2,0,0,4.5,4.33,1.66,9,2,22,L,0
217,Bournemouth,Watford,1600,1600,0,3,A,20,17,32,34,20,19,L,0,1,6,3,13,5,5,1,1,0,0,2.6,3.3,2.7,18,18,22,L,0
218,Aston Villa,Man City,1718,2013,1,6,A,27,56,37,24,21,44,W,5,1,12,5,12,2,4,2,1,0,0,13,8.5,1.16,8,18,22,W,5
219,Watford,Tottenham,1600,1813,0,0,D,17,36,34,30,19,30,W,5,2,5,13,13,3,3,2,3,0,0,3.25,3.5,2.2,18,9,22,W,5
220,Arsenal,Sheffield United,1830,1600,1,1,D,29,24,31,21,28,32,D,3,4,4,9,13,4,5,1,2,0,0,1.83,3.6,4.33,1,18,23,D,3
221,Brighton,Aston Villa,1696,1718,1,1,D,25,28,30,43,24,21,L,0,2,3,11,13,3,4,3,3,0,0,1.66,4,5,18,8,23,L,0
222,Man City,Crystal Palace,2013,1690,2,2,D,62,20,25,24,47,29,W,5,6,3,9,7,14,2,1,2,0,0,1.1,11,19,18,18,23,W,5
223,Norwich,Bournemouth,1600,1600,1,0,H,22,20,45,35,14,20,L,0,5,3,10,10,4,5,2,2,1,1,2.2,3.5,3.25,18,18,23,L,0
224,Southampton,Wolves,1693,1757,2,3,A,27,31,39,28,28,31,W,5,5,4,13,12,1,3,2,1,0,0,2.4,3.4,3,11,18,23,W,5
225,West Ham,Everton,1804,1759,1,1,D,26,25,34,32,23,28,D,3,6,3,11,13,7,6,1,0,0,0,2.9,3.5,2.37,7,15,23,D,3
226,Newcastle,Chelsea,1500,1885,1,0,H,21,39,34,29,26,39,D,3,2,4,9,14,1,10,1,1,0,0,6,4.5,1.5,4,6,23,D,3
227,Burnley,Leicester,1711,1802,2,1,H,24,47,37,21,24,45,L,0,5,8,14,8,4,5,1,0,0,0,4.33,3.75,1.83,18,20,23,L,0
228,Liverpool,Man United,1910,1600,2,0,H,52,36,14,25,64,34,W,5,5,4,7,10,11,5,1,3,0,0,1.36,5.25,8,2,3,23,W,5
229,Aston Villa,Watford,1718,1600,2,1,H,28,20,43,34,21,22,L,0,5,2,11,18,6,3,2,2,0,0,2.8,3.5,2.45,8,18,23,L,0
230,Bournemouth,Brighton,1600,1696,3,1,H,20,26,36,31,20,25,L,0,3,8,9,12,5,8,1,1,0,0,2.87,3.4,2.45,18,18,24,L,0
231,Crystal Palace,Southampton,1690,1693,0,2,A,22,29,26,42,30,28,D,3,0,6,12,13,0,8,1,2,0,0,2.7,3.25,2.7,18,11,24,D,3
232,Everton,Newcastle,1759,1500,2,2,D,26,22,33,34,29,29,D,3,8,2,13,10,6,4,1,1,0,0,1.55,4.1,6,15,4,24,D,3
233,Sheffield United,Man City,1600,2013,0,1,A,25,64,22,27,33,48,D,3,1,5,13,13,5,13,4,3,0,0,7,5,1.4,18,18,24,D,3
234,Chelsea,Arsenal,1885,1830,2,2,D,39,30,30,32,39,29,L,0,8,2,11,6,17,5,2,1,0,1,1.72,3.9,4.5,6,1,24,L,0
235,Leicester,West Ham,1802,1804,4,1,H,48,27,23,38,45,23,L,0,8,2,10,19,7,8,1,1,0,0,1.53,4.33,6,20,7,24,L,0
236,Tottenham,Norwich,1813,1600,2,1,H,36,23,31,45,31,17,D,3,3,2,12,7,7,3,0,1,0,0,1.4,5,7.5,9,18,24,D,3
237,Man United,Burnley,1600,1711,0,2,A,36,26,27,38,34,27,L,0,7,2,11,7,5,2,0,2,0,0,1.36,4.75,9,3,18,24,L,0
238,Wolves,Liverpool,1757,1910,1,2,A,34,54,30,15,34,67,W,5,3,6,6,11,2,4,0,1,0,0,5.75,3.8,1.61,18,2,24,W,5
239,West Ham,Liverpool,1804,1910,0,2,A,27,54,38,15,23,67,L,0,4,5,6,6,3,7,2,0,0,0,8.5,5.5,1.33,7,2,24,L,0
240,Leicester,Chelsea,1802,1885,2,2,D,52,41,24,32,48,40,W,5,4,3,16,14,4,6,2,2,0,0,2.5,3.6,2.7,20,6,25,W,5
241,Bournemouth,Aston Villa,1600,1718,2,1,H,23,31,37,45,23,25,W,5,6,5,10,15,1,8,1,3,1,0,2.1,3.6,3.3,18,8,25,W,5
242,Crystal Palace,Sheffield United,1690,1600,0,1,A,22,25,28,23,30,33,L,0,3,3,9,15,9,5,3,2,0,0,3.1,3.1,2.5,18,18,25,L,0
243,Liverpool,Southampton,1910,1693,4,0,H,56,31,15,42,70,31,W,5,9,4,9,15,6,11,0,2,0,0,1.25,6,12,2,11,25,W,5
244,Newcastle,Norwich,1500,1600,0,0,D,24,24,36,47,30,17,D,3,5,4,10,15,8,12,2,1,0,0,2.2,3.4,3.3,4,18,25,D,3
245,Watford,Everton,1600,1759,2,3,A,21,28,36,35,23,30,L,0,2,5,17,14,4,4,2,2,0,1,2.75,3.3,2.62,18,15,25,L,0
246,West Ham,Brighton,1804,1696,3,3,D,27,27,40,34,23,25,L,0,6,6,8,9,4,6,1,1,0,0,2.6,3.3,2.75,7,18,25,L,0
247,Man United,Wolves,1600,1757,0,0,D,36,35,29,32,34,34,L,0,5,3,14,15,4,6,3,2,0,0,2.25,3.25,3.4,3,18,25,L,0
248,Burnley,Arsenal,1711,1830,0,0,D,28,32,38,34,30,30,W,5,2,2,8,11,5,7,1,3,0,0,3.6,3.6,2,18,1,25,W,5
249,Tottenham,Man City,1813,2013,2,0,H,38,65,32,27,34,51,W,5,3,5,8,14,2,6,2,3,0,1,5.5,4.6,1.53,9,18,25,W,5
250,Everton,Crystal Palace,1759,1690,3,1,H,31,22,37,29,33,30,W,5,8,2,11,12,4,6,0,1,0,0,1.61,3.8,6,15,18,26,W,5
251,Brighton,Watford,1696,1600,1,1,D,30,23,37,39,26,23,D,3,2,2,9,12,3,2,2,2,0,0,2.1,3.4,3.6,18,18,26,D,3
252,Sheffield United,Bournemouth,1600,1600,2,1,H,26,25,23,38,36,26,W,5,6,2,10,8,8,4,2,2,0,0,1.66,3.6,5.75,18,18,26,W,5
253,Wolves,Leicester,1757,1802,0,0,D,35,54,32,26,35,49,D,3,3,3,13,10,7,0,2,2,0,1,2.5,3.3,2.87,18,20,26,D,3
254,Southampton,Burnley,1693,1711,1,2,A,31,28,46,38,31,31,L,0,2,6,8,11,4,3,2,2,0,0,1.75,3.8,4.75,11,18,26,L,0
255,Norwich,Liverpool,1600,1910,0,1,A,24,60,47,15,18,73,D,3,1,6,5,11,2,7,1,2,0,0,11,6.25,1.25,18,2,26,D,3
256,Aston Villa,Tottenham,1718,1813,2,3,A,32,40,47,32,25,37,L,0,4,10,12,10,12,7,2,0,0,0,4,3.8,1.85,8,9,26,L,0
257,Arsenal,Newcastle,1830,1500,4,0,H,32,24,34,36,31,31,D,3,7,2,15,9,5,6,2,0,0,0,1.4,4.75,8,1,4,26,D,3
258,Chelsea,Man United,1885,1600,0,2,A,43,36,34,29,41,35,D,3,1,3,11,11,9,8,4,3,0,0,1.85,3.5,4.5,6,3,26,D,3
259,Man City,West Ham,2013,1804,2,0,H,65,30,29,43,51,24,L,0,7,0,5,7,6,1,0,1,0,0,1.12,9.5,17,18,7,26,L,0
260,Chelsea,Tottenham,1885,1813,2,1,H,43,43,36,34,41,40,L,0,7,3,14,14,3,5,1,2,0,0,1.72,4,4.5,6,9,27,L,0
261,Burnley,Bournemouth,1711,1600,3,0,H,30,26,39,40,34,26,W,5,10,4,9,9,7,3,4,3,0,0,2.1,3.3,3.7,18,18,27,W,5
262,Crystal Palace,Newcastle,1690,1500,1,0,H,23,24,32,40,30,31,L,0,9,2,15,11,7,5,2,6,0,1,1.95,3.4,4.2,18,4,27,L,0
263,Sheffield United,Brighton,1600,1696,1,1,D,28,31,24,38,39,27,W,5,3,2,3,6,12,2,0,2,0,0,1.95,3.4,4.2,18,18,27,W,5
264,Southampton,Aston Villa,1693,1718,2,0,H,32,34,48,50,31,25,L,0,9,1,13,17,9,6,1,4,0,0,1.61,4.33,5,11,8,27,L,0
265,Leicester,Man City,1802,2013,0,1,A,54,67,26,29,50,54,D,3,3,7,14,10,3,7,0,0,0,0,4.5,4.2,1.7,20,18,27,D,3
266,Man United,Watford,1600,1600,3,0,H,38,24,29,40,38,24,W,5,9,2,6,15,3,5,0,1,0,0,1.6,3.9,6,3,18,27,W,5
267,Wolves,Norwich,1757,1600,3,0,H,35,24,32,48,36,18,D,3,6,4,11,6,4,1,2,3,0,0,1.5,4.2,7,18,18,27,D,3
268,Arsenal,Everton,1830,1759,3,2,H,36,34,34,38,34,36,W,5,4,5,12,12,6,3,0,4,0,0,2,3.6,3.7,1,15,27,W,5
269,Liverpool,West Ham,1910,1804,3,2,H,61,30,15,45,76,24,W,5,7,4,4,10,16,8,0,3,0,0,1.16,8,15,2,7,27,W,5
270,Norwich,Leicester,1600,1802,1,0,H,24,54,51,27,18,50,L,0,6,4,13,16,6,7,1,2,0,0,4.33,4.1,1.72,18,20,28,L,0
271,Brighton,Crystal Palace,1696,1690,0,1,A,32,24,39,32,28,33,D,3,8,3,8,9,8,7,1,1,0,0,2.05,3.25,3.9,18,18,28,D,3
272,Bournemouth,Chelsea,1600,1885,2,2,D,26,45,43,37,26,44,L,0,5,6,8,5,4,14,2,2,0,0,4.75,3.8,1.72,18,6,28,L,0
273,Newcastle,Burnley,1500,1711,0,0,D,24,33,41,39,31,37,L,0,4,1,11,9,11,7,4,3,0,0,2.62,3.1,2.9,4,18,28,L,0
274,West Ham,Southampton,1804,1693,3,1,H,32,34,48,48,24,34,L,0,7,2,8,11,4,9,1,1,0,0,2.65,3.6,2.5,7,11,28,L,0
275,Watford,Liverpool,1600,1910,3,0,H,24,64,43,17,24,79,L,0,5,1,4,8,3,5,0,0,0,0,8,4.75,1.4,18,2,28,L,0
276,Everton,Man United,1759,1600,1,1,D,36,41,41,29,36,41,L,0,5,5,11,11,13,8,3,4,0,0,2.5,3.25,2.9,15,3,28,L,0
277,Tottenham,Wolves,1813,1757,2,3,A,44,38,36,32,40,39,L,0,5,4,12,14,4,5,3,2,0,0,2.45,3.2,3,9,18,28,L,0
278,Liverpool,Bournemouth,1910,1600,2,1,H,64,26,17,43,79,26,W,5,6,4,10,12,9,4,0,1,0,0,1.22,6.5,13,2,18,28,W,5
279,Arsenal,West Ham,1830,1804,1,0,H,39,32,36,48,37,24,W,5,2,6,11,9,6,7,1,2,0,0,1.57,4.4,5.5,1,7,28,W,5
280,Crystal Palace,Watford,1690,1600,1,0,H,25,27,32,43,36,27,W,5,3,4,12,19,8,8,4,4,0,0,2.55,3.2,2.9,18,18,29,W,5
281,Sheffield United,Norwich,1600,1600,1,0,H,30,25,25,51,43,21,W,5,4,5,12,8,10,5,0,0,0,0,1.65,3.75,5.75,18,18,29,W,5
282,Southampton,Newcastle,1693,1500,0,1,A,35,24,51,41,34,32,L,0,3,7,14,15,5,8,0,3,1,0,1.61,4.1,5.25,11,4,29,L,0
283,Wolves,Brighton,1757,1696,0,0,D,41,32,34,40,42,28,W,5,1,1,4,7,2,0,1,3,0,0,1.61,3.9,5.75,18,18,29,W,5
284,Burnley,Tottenham,1711,1813,1,1,D,33,46,39,39,38,40,D,3,8,2,16,11,3,5,5,4,0,0,2.7,3.3,2.62,18,9,29,D,3
285,Chelsea,Everton,1885,1759,4,0,H,47,37,39,42,45,37,D,3,11,1,8,10,6,1,1,2,0,0,1.8,3.9,4.2,6,15,29,D,3
286,Man United,Man City,1600,2013,2,0,H,42,68,30,31,42,57,D,3,6,2,11,9,2,11,2,4,0,0,5,4.33,1.6,3,18,29,D,3
287,Leicester,Aston Villa,1802,1718,4,0,H,54,34,28,56,50,25,L,0,7,1,15,12,9,0,2,1,0,0,1.36,5.25,8,20,8,29,L,0
288,Aston Villa,Sheffield United,1718,1600,0,0,D,34,30,56,25,25,43,L,0,6,1,11,14,12,4,1,1,0,0,3.2,3.4,2.25,8,18,29,L,0
289,Man City,Arsenal,2013,1830,3,0,H,68,40,31,36,57,40,L,0,12,0,9,7,5,2,1,1,0,1,1.36,5.25,7.5,18,1,29,L,0
290,Norwich,Southampton,1600,1693,0,3,A,25,35,52,52,21,34,L,0,1,9,9,15,9,7,1,1,0,0,2.8,3.5,2.45,18,11,30,L,0
291,Tottenham,Man United,1813,1600,1,1,D,47,44,40,30,41,45,D,3,3,6,17,18,7,6,0,1,0,0,3,3.4,2.37,9,3,30,D,3
292,Watford,Leicester,1600,1802,1,1,D,27,58,44,28,27,53,L,0,4,2,15,12,2,7,0,1,0,0,3.6,3.5,2.05,18,20,30,L,0
293,Brighton,Arsenal,1696,1830,2,1,H,32,40,40,39,29,40,D,3,5,6,13,8,10,7,2,1,0,0,3.1,3.25,2.37,18,1,30,D,3
294,West Ham,Wolves,1804,1757,0,2,A,35,41,50,34,27,43,L,0,2,6,8,7,5,7,1,1,0,0,3.6,3.4,2.1,7,18,30,L,0
295,Bournemouth,Crystal Palace,1600,1690,0,2,A,29,26,47,32,27,39,L,0,1,2,13,15,11,4,3,2,0,0,2.45,3.2,3,18,18,30,L,0
296,Newcastle,Sheffield United,1500,1600,3,0,H,25,30,41,25,35,44,W,5,8,1,9,10,2,4,2,0,0,1,3.3,3.1,2.37,4,18,30,W,5
297,Aston Villa,Chelsea,1718,1885,1,2,A,34,51,56,39,26,48,D,3,4,5,9,17,2,10,2,1,0,0,6,4.5,1.5,8,6,30,D,3
298,Everton,Liverpool,1759,1910,0,0,D,37,66,46,21,37,82,L,0,3,3,15,12,1,6,2,2,0,0,6,4.2,1.55,15,2,30,L,0
299,Man City,Burnley,2013,1711,5,0,H,71,34,31,40,60,39,W,5,7,0,8,7,3,1,1,1,0,0,1.12,9,15,18,18,30,W,5
300,Leicester,Brighton,1802,1696,0,0,D,59,34,29,41,54,32,D,3,2,2,10,13,6,7,2,2,0,0,1.6,4,5.75,20,18,31,D,3
301,Tottenham,West Ham,1813,1804,2,0,H,48,35,41,52,42,27,D,3,4,2,12,7,9,4,2,2,0,0,1.66,4,5,9,7,31,D,3
302,Man United,Sheffield United,1600,1600,3,0,H,45,30,31,28,46,44,D,3,6,1,10,6,10,5,1,0,0,0,1.4,4.5,8.5,3,18,31,D,3
303,Newcastle,Aston Villa,1500,1718,1,1,D,28,35,41,58,38,26,W,5,3,2,15,13,6,9,2,2,0,0,2.3,3.3,3.2,4,8,31,W,5
304,Norwich,Everton,1600,1759,0,1,A,25,37,55,46,21,38,L,0,1,5,8,13,6,5,0,1,0,0,3.9,3.6,1.9,18,15,31,L,0
305,Wolves,Bournemouth,1757,1600,1,0,H,43,29,34,49,46,27,W,5,2,0,11,11,6,4,3,3,0,0,1.55,4,6,18,18,31,W,5
306,Liverpool,Crystal Palace,1910,1690,4,0,H,66,28,21,32,83,42,D,3,7,0,7,5,6,0,0,0,0,0,1.22,6.5,13,2,18,31,D,3
307,Burnley,Watford,1711,1600,1,0,H,34,28,45,45,39,28,L,0,5,4,13,15,1,7,1,0,0,0,3,3.25,2.45,18,18,31,L,0
308,Southampton,Arsenal,1693,1830,0,2,A,38,41,52,41,37,40,W,5,3,5,10,14,4,6,0,2,1,0,2.6,3.5,2.62,11,1,31,W,5
309,Chelsea,Man City,1885,2013,2,1,H,53,76,40,31,51,63,W,5,10,2,13,3,5,7,1,1,0,1,4,4,1.8,6,18,31,W,5
310,Aston Villa,Wolves,1718,1757,0,1,A,36,44,59,34,27,49,D,3,1,2,16,16,2,2,1,1,0,0,4.6,3.7,1.75,8,18,32,D,3
311,Watford,Southampton,1600,1693,1,3,A,28,38,46,54,28,37,L,0,0,7,18,9,5,3,3,0,0,0,2.5,3.3,2.87,18,11,32,L,0
312,Crystal Palace,Burnley,1690,1711,0,1,A,28,35,36,45,42,42,L,0,4,4,12,13,9,1,1,1,0,0,2.25,3.2,3.4,18,18,32,L,0
313,Brighton,Man United,1696,1600,0,3,A,34,48,41,31,33,49,D,3,2,6,10,9,4,5,0,1,0,0,6,3.8,1.61,18,3,32,D,3
314,Arsenal,Norwich,1830,1600,4,0,H,43,25,41,56,43,21,W,5,8,2,10,10,6,2,1,4,0,0,1.44,4.75,7,1,18,32,W,5
315,Bournemouth,Newcastle,1600,1500,1,4,A,29,29,50,42,27,39,L,0,1,7,11,10,6,3,2,0,0,0,2.4,3.1,3.2,18,4,32,L,0
316,Everton,Leicester,1759,1802,2,1,H,38,59,46,29,41,55,W,5,2,3,13,10,3,5,1,1,0,0,2.5,3.3,2.9,15,20,32,W,5
317,West Ham,Chelsea,1804,1885,3,2,H,35,55,54,41,27,54,L,0,4,6,10,9,2,3,2,1,0,0,5.5,4.33,1.57,7,6,32,L,0
318,Sheffield United,Tottenham,1600,1813,3,1,H,30,50,31,41,44,45,L,0,5,2,13,13,1,6,2,0,0,0,4.2,3.4,1.95,18,9,32,L,0
319,Man City,Liverpool,2013,1910,4,0,H,77,70,33,21,63,86,L,0,6,3,8,7,3,3,2,2,0,0,2.05,3.9,3.3,18,2,32,L,0
320,Norwich,Brighton,1600,1696,0,1,A,25,34,60,44,21,33,L,0,1,2,11,13,0,2,2,2,0,0,3.3,3.4,2.2,18,18,33,L,0
321,Leicester,Crystal Palace,1802,1690,3,0,H,60,28,31,37,55,42,L,0,4,1,18,8,3,7,2,1,0,0,1.66,3.6,5.75,20,18,33,L,0
322,Man United,Bournemouth,1600,1600,5,2,H,51,30,31,54,52,27,W,5,10,3,13,12,8,3,0,1,0,0,1.16,7.5,17,3,18,33,W,5
323,Wolves,Arsenal,1757,1830,0,2,A,45,47,34,41,52,46,W,5,1,5,6,11,3,5,2,4,0,0,2.25,3.4,3.25,18,1,33,W,5
324,Chelsea,Watford,1885,1600,3,0,H,57,29,44,49,54,28,L,0,9,3,9,12,5,3,0,2,0,0,1.4,4.75,8,6,18,33,L,0
325,Burnley,Sheffield United,1711,1600,1,1,D,36,33,45,32,45,47,W,5,4,3,8,14,3,9,0,0,0,0,2.9,3,2.7,18,18,33,W,5
326,Newcastle,West Ham,1500,1804,2,2,D,33,38,43,56,42,30,W,5,4,7,9,11,6,4,0,0,0,0,2.6,3.3,2.75,4,7,33,W,5
327,Liverpool,Aston Villa,1910,1718,2,0,H,70,36,25,60,86,27,L,0,4,3,18,8,7,5,1,1,0,0,1.33,5.5,8.5,2,8,33,L,0
328,Southampton,Man City,1693,2013,1,0,H,41,81,55,33,40,66,W,5,4,6,6,7,2,13,1,2,0,0,8.5,6,1.3,11,18,33,W,5
329,Tottenham,Everton,1813,1759,1,0,H,51,40,44,47,45,44,L,0,2,3,14,18,5,6,3,2,0,0,2.1,3.5,3.4,9,15,33,L,0
330,Crystal Palace,Chelsea,1690,1885,2,3,A,28,60,40,44,42,57,L,0,4,6,11,10,7,9,1,0,0,0,8.5,4.5,1.4,18,6,34,L,0
331,Watford,Norwich,1600,1600,2,1,H,29,25,52,61,28,21,L,0,4,3,11,15,4,3,2,4,0,0,1.7,3.75,5,18,18,34,L,0
332,Arsenal,Leicester,1830,1802,1,1,D,49,63,41,31,49,58,W,5,7,5,10,14,10,1,1,0,1,0,2.3,3.5,3,1,20,34,W,5
333,Man City,Newcastle,2013,1500,5,0,H,81,35,34,45,66,43,L,0,9,1,12,7,8,1,0,0,0,0,1.12,9,21,18,4,34,L,0
334,Sheffield United,Wolves,1600,1757,1,0,H,34,45,33,36,48,52,D,3,3,1,5,6,6,1,2,0,0,0,3.8,3.2,2.1,18,18,34,D,3
