,HomeTeam,AwayTeam,ELO Home,ELO Away,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM1Conv,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,HTFormPts
96,West Brom,Man City,1624,2013,2,3,A,7,32,10,4,10,25,L,0,4,5,10,7,1,2,2,3,0,0,11,6.5,1.28,18,18,10,L,0
97,Brighton,Southampton,1696,1693,1,1,D,9,8,10,9,11,12,W,5,2,1,9,10,2,7,3,1,0,0,3.29,3.2,2.45,18,11,10,W,5
98,Leicester,Everton,1802,1759,2,0,H,12,7,14,18,9,8,W,5,3,2,6,10,3,10,0,2,0,0,2.14,3.39,3.75,20,15,10,W,5
99,Burnley,Newcastle,1711,1500,1,0,H,8,10,9,8,13,14,L,0,5,5,9,10,5,3,3,0,0,0,2.89,3.2,2.7,18,4,10,L,0
100,Huddersfield,West Brom,1600,1624,1,0,H,7,9,13,13,12,10,L,0,3,3,8,15,3,5,1,4,1,0,2.79,3,3,18,18,11,L,0
101,Newcastle,Bournemouth,1500,1600,0,1,A,10,6,9,14,14,7,L,0,4,6,11,12,11,9,2,2,0,0,2,3.5,4.2,4,18,11,L,0
102,Southampton,Burnley,1693,1711,0,1,A,9,9,10,9,13,16,D,3,3,1,4,4,9,1,0,0,0,0,1.66,3.75,6.5,11,18,11,D,3
103,Stoke,Leicester,1600,1802,2,2,D,11,14,20,14,11,12,W,5,7,4,12,8,4,10,0,0,0,0,2.7,3.29,2.87,18,20,11,W,5
104,Swansea,Brighton,1600,1696,0,1,A,7,10,12,11,8,12,L,0,2,2,13,12,8,7,2,1,0,0,2.39,3.2,3.39,18,18,11,L,0
105,West Ham,Liverpool,1804,1910,1,4,A,10,17,19,16,9,16,D,3,1,7,9,13,2,3,3,0,0,0,5.25,4.33,1.66,7,2,11,D,3
106,Chelsea,Man United,1885,1600,1,0,H,18,23,10,4,19,23,W,5,8,2,16,20,4,7,1,3,0,0,2.5,3.2,3.2,6,3,11,W,5
107,Everton,Watford,1759,1600,3,2,H,7,15,20,18,8,15,L,0,5,3,14,12,2,5,0,2,0,0,2.2,3.39,3.6,15,18,11,L,0
108,Man City,Arsenal,2013,1830,3,1,H,35,19,6,13,28,19,W,5,5,3,15,15,5,5,1,6,0,0,1.39,5.5,7.5,18,1,11,W,5
109,Tottenham,Crystal Palace,1813,1690,1,0,H,19,4,7,21,20,4,L,0,2,3,6,7,10,9,0,2,0,0,1.28,6,12,9,18,11,L,0
110,Arsenal,Tottenham,1830,1813,2,0,H,20,20,16,7,19,23,L,0,5,4,11,16,7,4,4,1,0,0,2.5,3.6,2.89,1,9,12,L,0
111,Bournemouth,Huddersfield,1600,1600,4,0,H,7,8,14,13,10,15,W,5,5,3,13,10,8,11,3,2,1,0,1.83,3.5,5.25,18,18,12,W,5
112,Burnley,Swansea,1711,1600,2,0,H,10,7,9,13,19,8,W,5,7,1,12,12,8,6,1,1,0,0,2.14,3.2,4,18,18,12,W,5
113,Crystal Palace,Everton,1690,1759,2,2,D,4,10,22,22,4,11,L,0,7,5,9,26,9,4,2,3,0,0,2.39,3.25,3.29,18,15,12,L,0
114,Leicester,Man City,1802,2013,0,2,A,16,38,16,7,13,31,D,3,0,4,8,10,1,7,1,1,0,0,9.5,5.75,1.33,20,18,12,D,3
115,Liverpool,Southampton,1910,1693,3,0,H,21,9,17,11,19,13,W,5,8,0,15,9,10,2,1,1,0,0,1.39,5,9,2,11,12,W,5
116,Man United,Newcastle,1600,1500,4,1,H,23,10,5,10,23,14,L,0,7,5,10,9,11,4,1,1,0,0,1.28,5.75,13,3,4,12,L,0
117,West Brom,Chelsea,1624,1885,0,4,A,9,19,14,10,10,22,L,0,2,7,13,12,3,4,2,3,0,0,6.5,4,1.61,18,6,12,L,0
118,Watford,West Ham,1600,1804,2,0,H,17,11,21,23,15,9,L,0,7,6,13,10,3,1,1,4,0,0,2.1,3.5,3.75,18,7,12,L,0
119,Brighton,Stoke,1696,1600,2,2,D,11,13,11,22,15,12,W,5,3,6,13,5,6,7,1,0,0,0,2.39,3.2,3.39,18,18,12,W,5
120,West Ham,Leicester,1804,1802,1,1,D,11,16,25,18,9,13,L,0,4,2,9,12,5,5,1,1,0,0,2.7,3.39,2.75,7,20,13,L,0
121,Crystal Palace,Stoke,1690,1600,2,1,H,6,15,24,24,5,13,D,3,5,3,9,5,5,2,1,1,0,0,2.04,3.5,4,18,18,13,D,3
122,Liverpool,Chelsea,1910,1885,1,1,D,24,23,17,10,22,25,W,5,4,3,10,7,7,8,0,0,0,0,2.14,3.6,3.5,2,6,13,W,5
123,Man United,Brighton,1600,1696,1,0,H,27,13,6,13,26,16,W,5,4,2,9,9,5,0,0,2,0,0,1.19,7,19,3,18,13,W,5
124,Newcastle,Watford,1500,1600,0,3,A,11,19,14,21,14,18,L,0,2,4,8,13,6,3,1,2,0,0,2.2,3.5,3.5,4,18,13,L,0
125,Swansea,Bournemouth,1600,1600,0,0,D,7,11,15,14,8,13,L,0,1,5,18,6,4,5,4,2,0,0,2.79,3.25,2.79,18,18,13,L,0
126,Tottenham,West Brom,1813,1624,1,1,D,20,9,9,18,23,10,L,0,5,2,10,13,8,0,1,4,0,0,1.25,6,16,9,18,13,L,0
127,Burnley,Arsenal,1711,1830,0,1,A,12,22,9,16,22,22,W,5,2,2,8,14,5,5,2,0,0,0,6.5,4.5,1.53,18,1,13,W,5
128,Huddersfield,Man City,1600,2013,1,2,A,8,40,17,7,15,34,L,0,0,5,10,10,3,7,2,3,1,0,17,8,1.18,18,18,13,L,0
129,Southampton,Everton,1693,1759,4,1,H,9,12,14,24,13,12,L,0,5,2,6,13,7,2,0,0,0,0,1.9,3.39,4.75,11,15,13,L,0
130,Brighton,Crystal Palace,1696,1690,0,0,D,13,8,14,25,16,8,L,0,4,4,13,8,10,5,2,0,0,0,2.7,3.1,3,18,18,14,L,0
131,Leicester,Tottenham,1802,1813,2,1,H,17,21,19,10,14,24,D,3,4,6,7,10,4,9,1,2,0,0,5,3.89,1.75,20,9,14,D,3
132,Watford,Man United,1600,1600,2,4,A,22,28,21,6,21,29,W,5,3,7,12,10,5,5,2,1,0,0,5.25,3.89,1.72,18,3,14,W,5
133,West Brom,Newcastle,1624,1500,2,2,D,10,11,19,17,11,14,D,3,4,4,13,12,1,6,0,0,0,0,2.37,3.1,3.5,18,4,14,D,3
134,Arsenal,Huddersfield,1830,1600,5,0,H,23,9,16,19,25,15,W,5,7,2,10,12,7,2,0,1,0,0,1.19,7.5,17,1,18,14,W,5
135,Bournemouth,Burnley,1600,1711,1,2,A,11,12,14,10,14,22,D,3,2,4,9,11,4,6,0,1,0,0,2,3.39,4.33,18,18,14,D,3
136,Chelsea,Swansea,1885,1600,1,0,H,24,7,11,15,26,9,D,3,10,0,10,7,15,1,1,0,0,0,1.18,8,17,6,18,14,D,3
137,Everton,West Ham,1759,1804,4,0,H,13,12,28,26,12,10,L,0,5,3,16,6,2,6,2,1,0,0,2.37,3.29,3.29,15,7,14,L,0
138,Man City,Southampton,2013,1693,2,1,H,42,13,8,15,37,16,W,5,12,2,12,11,6,5,1,1,0,0,1.19,8,15,18,11,14,W,5
139,Stoke,Liverpool,1600,1910,0,3,A,16,25,26,18,13,23,L,0,1,7,8,10,5,9,1,5,0,0,6.5,4.5,1.55,18,2,14,L,0
140,Arsenal,Man United,1830,1600,1,3,A,28,32,16,8,28,32,W,5,15,4,11,10,12,1,3,2,0,1,2.5,3.39,3,1,3,15,W,5
141,Brighton,Liverpool,1696,1910,1,5,A,13,28,14,18,17,26,D,3,2,6,8,7,2,2,1,0,0,0,7.5,4.5,1.5,18,2,15,D,3
142,Chelsea,Newcastle,1885,1500,3,1,H,25,13,11,19,29,15,W,5,9,2,8,13,11,4,0,1,0,0,1.25,6.5,15,6,4,15,W,5
143,Everton,Huddersfield,1759,1600,2,0,H,17,9,28,24,15,15,W,5,4,3,12,9,2,5,2,1,0,0,1.72,3.79,5.5,15,18,15,W,5
144,Leicester,Burnley,1802,1711,1,0,H,19,14,20,11,17,25,W,5,3,4,3,11,10,7,0,2,0,0,1.83,3.6,5,20,18,15,W,5
145,Stoke,Swansea,1600,1600,2,1,H,16,7,29,16,13,9,L,0,3,3,12,10,2,6,2,0,0,0,1.95,3.39,4.5,18,18,15,L,0
146,Watford,Tottenham,1600,1813,1,1,D,24,22,25,12,21,24,L,0,2,2,16,8,7,2,4,1,0,1,5,4,1.72,18,9,15,L,0
147,West Brom,Crystal Palace,1624,1690,0,0,D,12,8,21,25,12,9,D,3,6,2,11,10,3,7,3,1,0,0,2.5,3.2,3.2,18,18,15,D,3
148,Bournemouth,Southampton,1600,1693,1,1,D,12,14,16,17,14,16,L,0,5,4,6,12,5,4,2,1,0,0,2.89,3.25,2.39,18,11,15,L,0
149,Man City,West Ham,2013,1804,2,1,H,44,12,9,30,40,10,W,5,8,4,5,7,10,4,2,2,0,0,1.08,11,21,18,7,15,W,5
150,Burnley,Watford,1711,1600,1,0,H,14,25,12,26,25,22,L,0,5,2,10,12,3,5,1,0,0,1,2.6,3.25,3,18,18,16,L,0
151,Crystal Palace,Bournemouth,1690,1600,2,2,D,8,13,25,17,10,15,D,3,8,5,14,14,6,3,5,2,0,0,2.04,3.5,4,18,18,16,D,3
152,Huddersfield,Brighton,1600,1696,2,0,H,9,14,26,19,15,17,L,0,6,2,6,10,8,1,0,0,0,0,2.7,3.1,3,18,18,16,L,0
153,Newcastle,Leicester,1500,1802,2,3,A,14,20,22,20,15,20,L,0,4,5,10,9,6,5,2,1,0,0,2.62,3.29,2.89,4,20,16,L,0
154,Swansea,West Brom,1600,1624,1,0,H,8,12,18,21,9,13,L,0,3,1,8,18,6,3,2,5,0,0,2.7,3.1,3,18,18,16,L,0
155,Tottenham,Stoke,1813,1600,5,1,H,23,18,13,30,25,16,D,3,11,3,12,9,12,6,1,0,0,0,1.28,6.5,11,9,18,16,D,3
156,West Ham,Chelsea,1804,1885,1,0,H,13,28,32,12,10,32,L,0,2,2,10,10,4,3,6,1,0,0,7.5,4.5,1.5,7,6,16,L,0
157,Liverpool,Everton,1910,1759,1,1,D,33,19,19,28,29,18,W,5,3,2,8,11,12,1,1,3,0,0,1.3,6,11,2,15,16,W,5
158,Man United,Man City,1600,2013,1,2,A,35,46,9,10,35,43,W,5,5,7,16,10,2,8,4,2,0,0,3.39,3.5,2.25,3,18,16,W,5
159,Southampton,Arsenal,1693,1830,1,1,D,15,29,18,19,17,28,D,3,3,6,12,10,4,5,2,2,0,0,4,3.75,1.95,11,1,16,D,3
160,Burnley,Stoke,1711,1600,1,0,H,15,19,12,35,28,16,W,5,2,7,6,14,6,4,0,0,0,0,2.29,3.2,3.6,18,18,17,W,5
161,Crystal Palace,Watford,1690,1600,2,1,H,10,25,27,27,11,22,D,3,4,2,14,18,4,6,2,1,0,1,2.29,3.5,3.25,18,18,17,D,3
162,Huddersfield,Chelsea,1600,1885,1,3,A,11,28,26,13,18,32,W,5,2,5,11,4,1,3,0,0,0,0,9,4.5,1.44,18,6,17,W,5
163,Liverpool,West Brom,1910,1624,0,0,D,34,12,20,22,30,13,D,3,5,1,16,6,5,7,1,0,0,0,1.22,7,15,2,18,17,D,3
164,Man United,Bournemouth,1600,1600,1,0,H,36,15,11,19,35,16,L,0,2,7,14,12,4,9,1,2,0,0,1.28,6,12,3,18,17,L,0
165,Newcastle,Everton,1500,1759,0,1,A,16,20,25,29,15,19,L,0,4,4,10,11,4,1,1,2,1,0,2.39,3.29,3.25,4,15,17,L,0
166,Southampton,Leicester,1693,1802,1,4,A,16,23,19,22,18,23,D,3,4,11,13,9,9,9,1,0,0,0,2.1,3.39,3.89,11,20,17,D,3
167,Swansea,Man City,1600,2013,0,4,A,9,48,18,11,12,46,W,5,3,10,12,6,2,5,0,0,0,0,15,6.5,1.25,18,18,17,W,5
168,Tottenham,Brighton,1813,1696,2,0,H,28,14,14,21,28,17,W,5,8,4,5,10,10,2,1,1,0,0,1.25,6.5,15,9,18,17,W,5
169,West Ham,Arsenal,1804,1830,0,0,D,14,30,32,20,13,29,W,5,0,3,9,9,1,7,1,0,0,0,5.25,4.2,1.66,7,1,17,W,5
170,Arsenal,Newcastle,1830,1500,1,0,H,30,16,20,26,30,15,D,3,5,2,13,9,7,5,2,1,0,0,1.25,6.5,14,1,4,18,D,3
171,Brighton,Burnley,1696,1711,0,0,D,14,16,23,12,17,31,L,0,2,6,13,13,8,2,4,2,0,0,2.62,3,3.2,18,18,18,L,0
172,Chelsea,Southampton,1885,1693,1,0,H,31,17,14,23,35,18,W,5,8,2,8,16,8,4,1,3,0,0,1.39,5,9,6,11,18,W,5
173,Leicester,Crystal Palace,1802,1690,0,3,A,27,12,23,28,26,14,W,5,2,6,12,13,6,4,2,2,1,0,1.89,3.6,4.5,20,18,18,W,5
174,Man City,Tottenham,2013,1813,4,1,H,52,30,11,14,49,31,W,5,11,2,13,20,5,1,2,4,0,0,1.55,4.59,6,18,9,18,W,5
175,Stoke,West Ham,1600,1804,0,3,A,19,14,36,32,16,14,L,0,0,7,12,13,7,9,2,1,0,0,2.29,3.29,3.5,18,7,18,L,0
176,Watford,Huddersfield,1600,1600,1,4,A,26,12,29,29,22,18,L,0,3,9,12,17,8,7,2,1,1,1,1.8,3.75,5,18,18,18,L,0
177,Bournemouth,Liverpool,1600,1910,0,4,A,15,34,20,20,16,31,L,0,2,7,5,10,2,3,1,1,0,0,6.5,4.5,1.53,18,2,18,L,0
178,West Brom,Man United,1624,1600,1,2,A,12,37,22,11,14,38,D,3,5,3,14,7,6,3,1,3,0,0,6.5,4,1.6,18,3,18,D,3
179,Everton,Swansea,1759,1600,3,1,H,21,9,29,22,22,12,W,5,7,3,12,12,6,3,2,3,0,0,1.72,3.75,5.5,15,18,18,W,5
180,Arsenal,Liverpool,1830,1910,3,3,D,31,38,20,20,33,34,W,5,4,9,9,11,7,8,1,0,0,0,2.54,3.6,2.79,1,2,19,W,5
181,Brighton,Watford,1696,1600,1,0,H,14,27,23,33,18,22,D,3,3,1,8,11,6,4,0,0,0,0,2.62,3.2,3,18,18,19,D,3
182,Burnley,Tottenham,1711,1813,0,3,A,16,31,12,18,32,31,D,3,2,8,10,10,4,4,1,2,0,0,7,4.2,1.55,18,9,19,D,3
183,Everton,Chelsea,1759,1885,0,0,D,24,32,30,14,25,38,W,5,0,8,8,4,2,7,3,0,0,0,6,3.89,1.66,15,6,19,W,5
184,Leicester,Man United,1802,1600,2,2,D,27,39,26,12,26,41,L,0,3,6,19,8,4,6,2,2,1,0,4.5,3.6,1.9,20,3,19,L,0
185,Man City,Bournemouth,2013,1600,4,0,H,56,15,12,24,52,16,W,5,5,1,8,7,4,6,0,1,0,0,1.12,11,23,18,18,19,W,5
186,Southampton,Huddersfield,1693,1600,1,1,D,17,16,24,30,18,21,L,0,6,3,16,9,9,1,2,1,0,0,1.61,3.89,6.5,11,18,19,L,0
187,Stoke,West Brom,1600,1624,3,1,H,19,13,39,24,16,14,L,0,5,7,9,11,1,11,1,0,0,0,2.29,3.25,3.5,18,18,19,L,0
188,Swansea,Crystal Palace,1600,1690,1,1,D,10,15,25,28,12,17,L,0,2,5,13,11,6,3,2,3,0,0,3.29,3.2,2.45,18,18,19,L,0
189,West Ham,Newcastle,1804,1500,2,3,A,17,16,32,27,17,15,W,5,6,4,9,12,6,3,1,1,0,0,2.1,3.39,3.89,7,4,19,W,5
190,Bournemouth,West Ham,1600,1804,3,3,D,15,19,28,35,16,17,L,0,10,5,12,14,7,4,3,4,0,0,2.79,3.29,2.75,18,7,20,L,0
191,Chelsea,Brighton,1885,1696,2,0,H,32,15,14,23,39,21,D,3,8,1,8,8,13,1,0,1,0,0,1.19,7.5,17,6,18,20,D,3
192,Huddersfield,Stoke,1600,1600,1,1,D,17,22,31,40,22,19,D,3,8,7,9,12,8,5,2,4,0,0,2.5,3.2,3.2,18,18,20,D,3
193,Liverpool,Swansea,1910,1600,5,0,H,41,11,23,26,35,13,D,3,9,4,5,8,4,2,0,1,0,0,1.16,9,19,2,18,20,D,3
194,Man United,Burnley,1600,1711,2,2,D,41,16,14,15,42,32,D,3,6,2,10,14,12,2,3,7,0,0,1.25,6.5,15,3,18,20,D,3
195,Tottenham,Southampton,1813,1693,5,2,H,34,18,18,25,34,19,W,5,7,6,8,15,3,8,0,2,0,0,1.36,5.25,10,9,11,20,W,5
196,Watford,Leicester,1600,1802,2,1,H,27,29,34,28,22,27,L,0,1,5,7,13,8,8,3,3,0,0,2.54,3.5,2.87,18,20,20,L,0
197,West Brom,Everton,1624,1759,0,0,D,14,24,27,30,14,26,L,0,3,3,14,13,10,2,2,0,0,0,2.54,3.2,3.1,18,15,20,L,0
198,Newcastle,Man City,1500,2013,0,1,A,19,60,29,12,18,55,W,5,2,6,11,6,3,8,1,0,0,0,13,6.75,1.25,4,18,20,W,5
199,Crystal Palace,Arsenal,1690,1830,2,3,A,16,34,29,23,18,34,D,3,2,9,12,7,5,4,0,1,0,0,4.5,4,1.8,18,1,20,D,3
200,Bournemouth,Everton,1600,1759,2,1,H,18,24,31,30,17,27,D,3,7,1,8,13,4,4,0,0,0,0,2.37,3.29,3.29,18,15,21,D,3
201,Chelsea,Stoke,1885,1600,5,0,H,34,23,14,41,42,20,W,5,12,1,5,10,7,0,1,1,0,0,1.16,8.5,19,6,18,21,W,5
202,Huddersfield,Burnley,1600,1711,0,0,D,18,18,32,17,23,33,D,3,1,4,14,14,5,4,2,1,0,0,2.37,3.1,3.5,18,18,21,D,3
203,Liverpool,Leicester,1910,1802,2,1,H,46,30,23,30,38,27,W,5,6,1,7,3,7,1,3,2,0,0,1.3,6,11,2,20,21,W,5
204,Man United,Southampton,1600,1693,0,0,D,43,20,16,30,43,19,D,3,3,3,12,13,10,7,2,4,0,0,1.36,5.5,9,3,11,21,D,3
205,Newcastle,Brighton,1500,1696,0,0,D,19,15,30,25,18,21,L,0,2,3,11,10,3,6,2,2,0,0,2.14,3.2,4,4,18,21,L,0
206,Watford,Swansea,1600,1600,1,2,A,29,11,35,31,25,13,W,5,4,4,14,13,1,8,4,2,0,0,1.66,3.79,6,18,18,21,W,5
207,Crystal Palace,Man City,1690,2013,0,0,D,18,61,32,12,18,58,L,0,1,4,14,11,7,8,5,4,0,0,11,6.5,1.28,18,18,21,L,0
208,West Brom,Arsenal,1624,1830,1,1,D,14,37,27,25,15,37,D,3,3,4,14,9,5,6,3,3,0,0,5,4,1.72,18,1,21,D,3
209,Brighton,Bournemouth,1696,1600,2,2,D,15,18,25,31,21,17,L,0,6,8,13,9,5,12,2,1,0,0,2.37,3.2,3.39,18,18,21,L,0
210,Burnley,Liverpool,1711,1910,1,2,A,18,48,17,24,34,41,D,3,4,5,4,12,3,9,0,0,0,0,7.5,4.5,1.5,18,2,22,D,3
211,Everton,Man United,1759,1600,0,2,A,25,43,32,16,27,44,L,0,0,6,11,10,6,6,2,0,0,0,5.5,3.5,1.8,15,3,22,L,0
212,Leicester,Huddersfield,1802,1600,3,0,H,31,18,32,32,27,24,L,0,5,1,7,9,4,1,1,1,0,0,1.66,3.79,6,20,18,22,L,0
213,Stoke,Newcastle,1600,1500,0,1,A,23,19,46,30,20,19,L,0,4,6,10,11,10,5,3,1,0,0,2.29,3.29,3.5,18,4,22,L,0
214,Man City,Watford,2013,1600,3,1,H,61,30,12,37,59,25,D,3,7,4,8,12,9,1,1,1,0,0,1.12,8.5,19,18,18,22,D,3
215,Southampton,Crystal Palace,1693,1690,1,2,A,20,18,30,32,20,19,D,3,3,4,8,11,4,7,0,1,0,0,1.9,3.39,4,11,18,22,D,3
216,Swansea,Tottenham,1600,1813,0,2,A,13,41,32,20,16,40,W,5,1,5,12,9,6,5,2,2,0,0,12,4.75,1.3,18,9,22,W,5
217,West Ham,West Brom,1804,1624,2,1,H,24,15,39,28,21,16,W,5,5,3,12,12,3,4,3,2,0,0,1.9,3.39,4.09,7,18,22,W,5
218,Arsenal,Chelsea,1830,1885,2,2,D,38,39,26,14,38,45,D,3,6,6,11,11,10,8,3,2,0,0,2.6,3.39,2.6,1,6,22,D,3
219,Tottenham,West Ham,1813,1804,1,1,D,41,24,20,39,40,21,W,5,8,1,10,6,7,1,0,2,0,0,1.25,6,10,9,7,22,W,5
220,Chelsea,Leicester,1885,1802,0,0,D,41,34,16,32,46,30,D,3,7,1,14,13,6,3,2,2,0,1,1.3,5.75,12,6,20,23,D,3
221,Crystal Palace,Burnley,1690,1711,1,0,H,20,19,33,19,22,34,W,5,2,2,16,10,3,2,0,3,0,0,2,3.29,4.5,18,18,23,W,5
222,Huddersfield,West Ham,1600,1804,1,4,A,18,25,35,40,24,22,L,0,2,6,7,9,7,3,1,1,0,0,2.62,3.1,3.1,18,7,23,L,0
223,Newcastle,Swansea,1500,1600,1,1,D,20,13,30,34,22,16,W,5,4,5,11,10,4,5,0,3,0,0,1.95,3.39,4.5,4,18,23,W,5
224,Tottenham,Everton,1813,1759,4,0,H,42,25,21,34,41,27,D,3,10,0,11,15,3,3,0,2,0,0,1.28,6,13,9,15,23,D,3
225,Watford,Southampton,1600,1693,2,2,D,31,21,40,32,25,20,L,0,4,4,11,13,5,4,0,5,0,0,2.5,3.39,3,18,11,23,L,0
226,West Brom,Brighton,1624,1696,2,0,H,16,17,30,27,16,23,L,0,4,1,8,15,9,6,0,0,0,0,2.14,3,4.33,18,18,23,L,0
227,Bournemouth,Arsenal,1600,1830,2,1,H,22,40,34,28,21,39,D,3,5,3,8,10,4,5,2,2,0,0,4.75,4.2,1.75,18,1,23,D,3
228,Liverpool,Man City,1910,2013,4,3,H,50,64,25,13,44,62,W,5,7,4,10,7,5,6,2,3,0,0,3.1,3.75,2.29,2,18,23,W,5
229,Man United,Stoke,1600,1600,3,0,H,45,23,16,47,47,20,W,5,9,5,14,10,6,1,2,1,0,0,1.22,7,15,3,18,23,W,5
230,Arsenal,Crystal Palace,1830,1690,4,1,H,41,21,30,33,39,25,L,0,10,5,6,8,5,10,0,0,0,0,1.5,4.75,7,1,18,24,L,0
231,Brighton,Chelsea,1696,1885,0,4,A,17,41,29,16,23,47,L,0,3,10,12,5,5,3,3,0,0,0,6.5,3.89,1.61,18,6,24,L,0
232,Burnley,Man United,1711,1600,0,1,A,19,48,20,16,34,50,L,0,2,2,7,12,5,4,3,3,0,0,7.5,3.89,1.57,18,3,24,L,0
233,Everton,West Brom,1759,1624,1,1,D,25,18,38,30,27,19,L,0,4,5,15,10,0,3,2,1,0,0,2.14,3.2,4,15,18,24,L,0
234,Leicester,Watford,1802,1600,2,0,H,34,33,32,42,31,26,D,3,5,3,11,10,4,5,0,0,0,0,1.85,3.89,4.33,20,18,24,D,3
235,Man City,Newcastle,2013,1500,3,1,H,67,21,17,31,62,23,L,0,9,4,5,10,18,0,0,1,0,0,1.12,10,26,18,4,24,L,0
236,Stoke,Huddersfield,1600,1600,2,0,H,23,19,50,39,20,24,L,0,6,3,18,13,3,2,1,1,0,0,2.04,3.39,4.09,18,18,24,L,0
237,West Ham,Bournemouth,1804,1600,1,1,D,29,24,41,35,25,24,W,5,4,3,8,7,6,3,3,1,0,0,2,3.6,4,7,18,24,W,5
238,Southampton,Tottenham,1693,1813,1,1,D,23,46,34,21,21,44,D,3,4,2,8,15,2,9,2,3,0,0,5.75,4.09,1.64,11,9,24,D,3
239,Swansea,Liverpool,1600,1910,1,0,H,14,54,35,28,17,47,D,3,2,4,5,9,3,9,0,2,0,0,12,5.75,1.3,18,2,24,D,3
240,Huddersfield,Liverpool,1600,1910,0,3,A,19,54,41,29,24,47,L,0,1,7,8,8,1,4,0,0,0,0,12,5.75,1.3,18,2,25,L,0
241,Swansea,Arsenal,1600,1830,3,1,H,15,45,35,31,20,42,W,5,4,4,4,8,4,3,0,3,0,0,7,4.59,1.5,18,1,25,W,5
242,West Ham,Crystal Palace,1804,1690,1,1,D,30,22,42,37,26,25,D,3,3,3,11,15,5,3,1,3,0,0,3.1,3.25,2.54,7,18,25,D,3
243,Chelsea,Bournemouth,1885,1600,0,3,A,45,25,16,36,50,25,W,5,5,5,5,12,8,5,1,0,0,0,1.28,6.5,11,6,18,25,W,5
244,Everton,Leicester,1759,1802,2,1,H,26,36,39,32,28,34,D,3,4,1,9,10,5,5,0,2,0,0,3,3.2,2.62,15,20,25,D,3
245,Man City,West Brom,2013,1624,3,0,H,70,19,18,31,65,20,W,5,10,1,10,10,9,1,1,3,0,0,1.14,10,21,18,18,25,W,5
246,Newcastle,Burnley,1500,1711,1,1,D,22,19,34,21,23,34,L,0,4,2,15,15,7,4,1,2,0,0,2.2,3.2,3.89,4,18,25,L,0
247,Southampton,Brighton,1693,1696,1,1,D,24,17,35,33,22,23,D,3,3,2,8,10,7,2,3,1,0,0,1.75,3.5,6,11,18,25,D,3
248,Stoke,Watford,1600,1600,0,0,D,25,33,50,44,23,26,W,5,4,2,12,12,2,6,4,3,0,0,2.25,3.5,3.39,18,18,25,W,5
249,Tottenham,Man United,1813,1600,2,0,H,47,49,22,16,45,53,D,3,6,3,10,13,6,3,2,2,0,0,2.35,3.29,3.39,9,3,25,D,3
250,Arsenal,Everton,1830,1759,5,1,H,46,28,34,40,42,31,L,0,7,2,8,8,4,6,2,0,0,0,1.3,5.75,12,1,15,26,L,0
251,Bournemouth,Stoke,1600,1600,2,1,H,28,25,36,50,28,24,W,5,8,4,14,19,8,1,2,3,0,0,1.9,3.7,4.33,18,18,26,W,5
252,Brighton,West Ham,1696,1804,3,1,H,18,31,34,43,24,27,D,3,5,1,11,7,4,1,3,1,0,0,2.35,3,3.7,18,7,26,D,3
253,Burnley,Man City,1711,2013,1,1,D,20,73,22,18,35,68,D,3,3,7,9,6,3,13,4,1,0,0,13,6,1.28,18,18,26,D,3
254,Leicester,Swansea,1802,1600,1,1,D,37,18,34,36,34,23,L,0,5,1,9,8,3,3,1,0,0,0,1.8,3.6,5.25,20,18,26,L,0
255,Man United,Huddersfield,1600,1600,2,0,H,49,19,18,44,53,24,L,0,7,0,5,19,5,2,2,4,0,0,1.16,8.5,19,3,18,26,L,0
256,West Brom,Southampton,1624,1693,2,3,A,19,25,34,36,20,23,L,0,3,5,12,10,5,7,2,1,0,0,2.54,3.2,3.1,18,11,26,L,0
257,Crystal Palace,Newcastle,1690,1500,1,1,D,23,23,38,35,26,24,D,3,6,8,11,8,5,6,1,1,0,0,2.04,3.39,4.2,18,4,26,D,3
258,Liverpool,Tottenham,1910,1813,2,2,D,57,49,29,22,50,48,W,5,3,6,15,9,3,7,3,1,0,0,2.1,3.75,3.6,2,9,26,W,5
259,Watford,Chelsea,1600,1885,4,1,H,33,45,44,19,27,50,D,3,8,3,11,8,6,2,2,2,0,1,6.25,4,1.61,18,6,26,D,3
260,Everton,Crystal Palace,1759,1690,3,1,H,29,24,45,39,31,27,L,0,5,4,14,15,8,7,1,1,0,0,2.25,3.25,3.2,15,18,27,L,0
261,Man City,Leicester,2013,1802,5,1,H,74,38,19,35,69,35,D,3,11,2,10,12,8,2,2,3,0,0,1.19,6.5,13,18,20,27,D,3
262,Stoke,Brighton,1600,1696,1,1,D,26,21,52,35,24,27,L,0,3,6,6,10,7,4,0,0,0,0,2.2,3.2,3.39,18,18,27,L,0
263,Swansea,Burnley,1600,1711,1,0,H,19,21,37,23,24,36,D,3,4,1,10,9,5,2,2,1,0,0,2.37,3,3.25,18,18,27,D,3
264,Tottenham,Arsenal,1813,1830,1,0,H,51,51,24,35,49,45,D,3,6,1,13,9,10,2,2,1,0,0,2,3.6,3.5,9,1,27,D,3
