,HomeTeam,AwayTeam,ELO Home,ELO Away,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM1Conv,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,HTFormPts
14,Swansea,Hull,1600,1600,0,2,A,1,2,0,1,3,3,W,5,3,4,7,10,8,3,0,0,0,0,1.8,3.6,5.25,18,18,2,W,5
15,Tottenham,Crystal Palace,1813,1690,1,0,H,1,0,1,1,1,0,D,3,5,2,19,9,10,4,3,3,0,0,1.45,4.75,8,9,18,2,D,3
16,Watford,Chelsea,1600,1885,1,2,A,1,2,1,1,1,3,D,3,2,4,20,10,0,5,4,3,0,0,5.5,3.8,1.73,18,6,2,D,3
17,West Brom,Everton,1624,1759,1,2,A,1,1,0,1,3,1,W,5,4,7,16,10,7,4,3,1,0,0,3,3.25,2.6,18,15,2,W,5
18,Sunderland,Middlesbrough,1600,1600,1,2,A,1,1,2,1,0,1,L,0,5,3,11,14,8,1,1,1,0,0,2.55,3.2,3.1,17,12,2,L,0
19,West Ham,Bournemouth,1804,1600,1,0,H,1,1,2,3,0,0,L,0,2,5,15,15,1,6,3,1,0,1,1.95,3.75,4,7,18,2,L,0
20,Chelsea,Burnley,1885,1711,3,0,H,4,2,2,1,6,3,W,5,10,0,6,9,9,5,2,2,0,0,1.25,5.5,15,6,18,3,W,5
21,Crystal Palace,Bournemouth,1690,1600,1,1,D,0,1,2,4,0,0,L,0,5,3,15,10,10,4,2,1,0,0,2.3,3.2,3.3,18,18,3,L,0
22,Everton,Stoke,1759,1600,1,0,H,3,2,2,5,4,1,W,5,9,1,14,11,9,2,2,1,0,0,1.73,3.6,5.25,15,18,3,W,5
23,Hull,Man United,1600,1600,0,1,A,4,5,1,1,6,6,W,5,2,9,9,6,1,6,2,3,0,0,8,4.1,1.44,18,3,3,W,5
24,Leicester,Swansea,1802,1600,2,1,H,1,1,2,2,1,3,D,3,6,3,14,10,4,6,2,2,0,0,1.73,3.6,5.25,20,18,3,D,3
25,Southampton,Sunderland,1693,1600,1,1,D,1,2,3,4,1,0,L,0,7,2,15,8,5,5,2,2,0,0,1.57,3.6,6.5,11,17,3,L,0
26,Tottenham,Liverpool,1813,1910,1,1,D,2,4,1,5,4,3,W,5,4,3,11,17,5,5,3,5,0,0,2.38,3.4,3,9,2,3,W,5
27,Watford,Arsenal,1600,1830,1,3,A,2,3,3,4,1,1,L,0,6,7,18,15,3,2,6,1,0,0,5,3.75,1.73,18,1,3,L,0
28,Man City,West Ham,2013,1804,3,1,H,6,2,2,2,6,3,W,5,5,2,5,10,5,4,1,3,0,0,1.25,6,11,18,7,3,W,5
29,West Brom,Middlesbrough,1624,1600,0,0,D,2,3,2,2,3,4,L,0,2,2,12,11,5,4,1,3,0,0,2.6,3.1,2.9,18,12,3,L,0
30,Arsenal,Southampton,1830,1693,2,1,H,6,2,5,4,4,2,W,5,2,5,10,8,6,1,2,5,0,0,1.57,4.2,6.5,1,11,4,W,5
31,Bournemouth,West Brom,1600,1624,1,0,H,2,2,5,2,1,4,D,3,5,2,9,11,10,5,1,3,0,0,2.05,3.25,4.33,18,18,4,D,3
32,Burnley,Hull,1711,1600,1,1,D,2,4,4,2,3,6,L,0,2,3,13,3,5,9,2,0,0,0,2.45,3.1,3.4,18,18,4,L,0
33,Liverpool,Leicester,1910,1802,4,1,H,5,3,6,3,4,4,D,3,11,3,4,8,1,7,1,2,0,0,1.7,4,5.5,2,20,4,D,3
34,Man United,Man City,1600,2013,1,2,A,6,9,1,3,9,9,W,5,3,6,15,10,4,4,4,2,0,0,2.38,3.25,3.4,3,18,4,W,5
35,Middlesbrough,Crystal Palace,1600,1690,1,2,A,3,1,2,3,5,1,D,3,4,4,5,9,6,6,1,2,0,0,2.3,3.2,3.6,12,18,4,D,3
36,Stoke,Tottenham,1600,1813,0,4,A,2,3,6,2,1,5,L,0,2,8,13,18,10,8,3,2,0,0,4.6,3.75,1.85,18,9,4,L,0
37,West Ham,Watford,1804,1600,2,4,A,3,3,5,6,3,1,L,0,4,8,10,15,4,4,2,2,0,0,1.91,3.6,4.5,7,18,4,L,0
38,Swansea,Chelsea,1600,1885,2,2,D,2,7,4,2,3,9,L,0,2,7,17,8,1,11,3,4,0,0,5.75,4,1.67,18,6,4,L,0
39,Sunderland,Everton,1600,1759,0,3,A,3,4,5,2,1,7,D,3,2,9,11,8,5,4,1,1,0,0,3.8,3.5,2.1,17,15,4,D,3
40,Chelsea,Liverpool,1885,1910,1,2,A,9,9,4,7,10,7,D,3,4,5,6,13,6,4,1,1,0,0,2.25,3.5,3.4,6,2,5,D,3
41,Everton,Middlesbrough,1759,1600,3,1,H,7,4,2,4,10,5,W,5,6,0,5,15,6,3,2,1,0,0,1.67,3.8,6,15,12,5,W,5
42,Hull,Arsenal,1600,1830,1,4,A,5,8,3,6,7,7,D,3,2,9,9,12,2,4,0,2,1,0,6,4.2,1.6,18,1,5,D,3
43,Leicester,Burnley,1802,1711,3,0,H,4,3,7,5,4,4,L,0,6,2,10,9,7,1,0,1,0,0,1.5,4.33,8,20,18,5,L,0
44,Man City,Bournemouth,2013,1600,4,0,H,11,3,4,5,12,4,W,5,12,2,8,11,5,5,1,1,1,0,1.29,6,12,18,18,5,W,5
45,West Brom,West Ham,1624,1804,4,2,H,2,5,3,9,4,3,L,0,6,5,14,6,2,6,2,1,0,0,2.8,3.2,2.8,18,7,5,L,0
46,Crystal Palace,Stoke,1690,1600,4,1,H,3,2,4,10,4,1,W,5,8,4,15,9,10,5,2,1,0,0,2,3.5,4.2,18,18,5,W,5
47,Southampton,Swansea,1693,1600,1,0,H,3,4,6,6,2,4,L,0,6,3,14,9,7,1,1,1,0,0,1.7,3.8,5.75,11,18,5,L,0
48,Tottenham,Sunderland,1813,1600,1,0,H,7,3,2,8,8,1,W,5,9,2,7,16,14,1,1,5,0,1,1.33,5.5,11,9,17,5,W,5
49,Watford,Man United,1600,1600,3,1,H,7,7,8,3,4,9,W,5,5,2,14,19,5,7,3,4,0,0,6,4.2,1.62,18,3,5,W,5
50,Arsenal,Chelsea,1830,1885,3,0,H,12,10,7,6,10,10,W,5,5,2,9,11,9,1,0,2,0,0,2.4,3.5,3.1,1,6,6,W,5
51,Bournemouth,Everton,1600,1759,1,0,H,3,10,9,3,4,13,L,0,1,2,10,14,5,3,2,2,0,0,3.6,3.5,2.15,18,15,6,L,0
52,Liverpool,Hull,1910,1600,5,1,H,11,6,8,7,10,7,W,5,12,1,8,8,13,2,1,2,0,1,1.22,7,15,2,18,6,W,5
53,Man United,Leicester,1600,1802,4,1,H,8,7,6,7,9,7,L,0,7,3,9,12,8,6,0,2,0,0,1.73,3.9,5.25,3,20,6,L,0
54,Middlesbrough,Tottenham,1600,1813,1,2,A,5,8,7,2,5,11,L,0,2,5,14,9,2,10,2,1,0,0,3.75,3.5,2.1,12,9,6,L,0
55,Stoke,West Brom,1600,1624,1,1,D,3,6,14,5,1,7,L,0,2,3,9,13,6,6,3,4,0,0,2.38,3.3,3.3,18,18,6,L,0
56,Sunderland,Crystal Palace,1600,1690,2,3,A,3,7,9,5,1,7,L,0,4,4,15,12,3,5,0,2,0,0,2.88,3.25,2.7,17,18,6,L,0
57,Swansea,Man City,1600,2013,1,3,A,4,15,7,4,4,15,L,0,5,4,15,9,2,7,2,4,0,0,9,5.5,1.36,18,18,6,L,0
58,West Ham,Southampton,1804,1693,0,3,A,7,4,13,6,3,5,L,0,1,9,9,14,6,2,5,2,0,0,2.8,3.3,2.75,7,11,6,L,0
59,Burnley,Watford,1711,1600,2,0,H,3,10,8,9,4,7,L,0,4,3,11,15,7,6,1,3,0,0,2.9,3.2,2.7,18,18,6,L,0
60,Everton,Crystal Palace,1759,1690,1,1,D,10,10,4,7,13,10,L,0,3,2,16,11,10,9,5,4,0,0,1.73,4,5,15,18,7,L,0
61,Hull,Chelsea,1600,1885,0,2,A,7,10,12,9,7,10,L,0,3,9,13,15,5,7,2,2,0,0,7.5,4.5,1.5,18,6,7,L,0
62,Sunderland,West Brom,1600,1624,1,1,D,5,7,12,6,1,8,L,0,2,7,7,13,6,5,1,3,0,0,2.5,3.25,3.2,17,18,7,L,0
63,Swansea,Liverpool,1600,1910,1,2,A,5,16,10,9,4,13,L,0,3,6,11,9,3,10,2,2,0,0,8,4.75,1.45,18,2,7,L,0
64,Watford,Bournemouth,1600,1600,2,2,D,10,4,11,9,7,7,L,0,7,2,17,12,4,5,3,4,0,0,2.38,3.3,3.3,18,18,7,L,0
65,West Ham,Middlesbrough,1804,1600,1,1,D,7,6,16,9,3,5,L,0,2,3,13,12,4,5,2,3,0,0,2.25,3.4,3.5,7,12,7,L,0
66,Burnley,Arsenal,1711,1830,0,1,A,5,15,8,7,7,13,W,5,1,3,2,3,2,6,0,0,0,0,9,5,1.4,18,1,7,W,5
67,Leicester,Southampton,1802,1693,0,0,D,8,7,11,6,7,8,L,0,1,5,9,9,3,6,1,0,0,0,2.25,3.4,3.5,20,11,7,L,0
68,Man United,Stoke,1600,1600,1,1,D,12,4,7,15,12,2,W,5,9,6,14,9,13,2,3,0,0,0,1.33,5.75,10,3,18,7,W,5
69,Tottenham,Man City,1813,2013,2,0,H,10,18,3,5,14,18,W,5,7,6,20,10,4,3,2,2,0,0,3,3.5,2.5,9,18,7,W,5
70,Arsenal,Swansea,1830,1600,3,2,H,16,6,7,12,16,4,W,5,6,6,7,10,5,6,0,1,1,0,1.29,6.5,11,1,18,8,W,5
71,Bournemouth,Hull,1600,1600,6,1,H,6,7,11,14,8,7,D,3,10,4,8,14,5,4,0,3,0,0,1.85,3.5,5,18,18,8,D,3
72,Chelsea,Leicester,1885,1802,3,0,H,12,8,9,11,13,8,W,5,6,0,6,12,8,5,1,1,0,0,1.57,4.5,6,6,20,8,W,5
73,Crystal Palace,West Ham,1690,1804,0,1,A,11,8,8,17,11,4,D,3,3,4,12,13,7,6,1,3,0,1,2.15,3.5,3.6,18,7,8,D,3
74,Man City,Everton,2013,1759,1,1,D,18,11,7,5,18,14,L,0,8,2,7,9,13,1,0,2,0,0,1.5,4.75,7,18,15,8,L,0
75,Stoke,Sunderland,1600,1600,2,0,H,5,6,16,13,3,2,D,3,6,1,10,13,6,4,1,1,0,0,2,3.6,4,18,17,8,D,3
76,West Brom,Tottenham,1624,1813,1,1,D,8,12,7,3,9,17,D,3,4,8,14,10,5,8,2,2,0,0,5.5,3.8,1.73,18,9,8,D,3
77,Middlesbrough,Watford,1600,1600,0,1,A,7,12,10,13,6,8,D,3,3,2,15,10,4,6,4,1,0,0,2.25,3.3,3.6,12,18,8,D,3
78,Southampton,Burnley,1693,1711,3,1,H,7,5,6,9,9,7,D,3,14,1,11,10,8,4,1,2,0,0,1.4,4.8,9.5,11,18,8,D,3
79,Liverpool,Man United,1910,1600,0,0,D,18,13,10,8,16,13,W,5,3,1,14,20,3,1,0,4,0,0,2.2,3.5,3.5,2,3,8,W,5
80,Arsenal,Middlesbrough,1830,1600,0,0,D,19,7,9,11,19,6,W,5,5,4,6,13,8,3,1,0,0,0,1.25,6.5,15,1,12,9,W,5
81,Bournemouth,Tottenham,1600,1813,0,0,D,12,13,12,4,11,18,W,5,1,4,10,15,7,4,2,4,0,0,4.2,3.6,1.95,18,9,9,W,5
82,Burnley,Everton,1711,1759,2,1,H,6,12,12,6,7,15,L,0,3,8,16,15,2,8,2,3,0,0,6,3.8,1.67,18,15,9,L,0
83,Hull,Stoke,1600,1600,0,2,A,8,7,20,16,7,6,L,0,2,6,16,8,5,7,2,3,0,0,3.1,3.3,2.5,18,18,9,L,0
84,Leicester,Crystal Palace,1802,1690,3,1,H,8,11,14,9,8,11,L,0,4,7,10,8,8,8,0,0,0,0,2.05,3.5,3.9,20,18,9,L,0
85,Liverpool,West Brom,1910,1624,2,1,H,18,9,10,8,17,10,D,3,7,1,9,13,3,2,1,3,0,0,1.29,6,13,2,18,9,D,3
86,Swansea,Watford,1600,1600,0,0,D,8,13,15,13,4,11,L,0,5,2,15,16,7,2,2,1,0,0,2.38,3.3,3.3,18,18,9,L,0
87,West Ham,Sunderland,1804,1600,1,0,H,9,6,17,15,7,2,W,5,3,2,10,13,6,2,2,5,0,0,1.67,4,5.75,7,17,9,W,5
88,Chelsea,Man United,1885,1600,4,0,H,15,13,9,8,16,14,W,5,6,5,7,17,5,7,3,2,0,0,2.15,3.4,3.8,6,3,9,W,5
89,Man City,Southampton,2013,1693,1,1,D,19,10,8,7,19,12,D,3,3,2,11,10,10,3,3,3,0,0,1.5,4.5,7.5,18,11,9,D,3
90,Crystal Palace,Liverpool,1690,1910,2,4,A,12,20,12,11,11,20,L,0,6,10,15,5,3,3,1,2,0,0,5.25,4,1.7,18,2,10,L,0
91,Man United,Burnley,1600,1711,0,0,D,13,8,12,13,14,10,L,0,11,1,12,9,19,1,1,3,1,0,1.2,7,19,3,18,10,L,0
92,Middlesbrough,Bournemouth,1600,1600,2,0,H,7,12,11,12,7,12,D,3,3,3,3,5,4,7,1,1,0,0,2.5,3.2,3.2,12,18,10,D,3
93,Sunderland,Arsenal,1600,1830,1,4,A,6,19,16,9,2,20,L,0,1,7,9,13,0,8,4,3,0,0,9,5,1.4,17,1,10,L,0
94,Tottenham,Leicester,1813,1802,1,1,D,13,11,4,15,19,11,D,3,5,1,11,20,8,1,3,4,0,0,1.62,4.2,6,9,20,10,D,3
95,Watford,Hull,1600,1600,1,0,H,13,8,13,22,12,7,D,3,0,2,13,8,7,2,1,2,0,0,1.75,3.75,5.25,18,18,10,D,3
96,West Brom,Man City,1624,2013,0,4,A,10,20,10,9,10,20,L,0,1,8,17,10,1,7,4,3,0,0,8,4.75,1.44,18,18,10,L,0
97,Everton,West Ham,1759,1804,2,0,H,13,10,8,17,15,10,L,0,6,3,15,12,8,8,2,3,0,0,1.8,3.8,4.75,15,7,10,L,0
98,Southampton,Chelsea,1693,1885,0,2,A,11,19,8,9,13,19,D,3,1,7,13,16,7,3,0,0,0,0,3.2,3.4,2.4,11,6,10,D,3
99,Stoke,Swansea,1600,1600,3,1,H,9,8,16,15,9,5,W,5,4,6,7,14,6,4,2,0,0,0,2.05,3.6,3.8,18,18,10,W,5
100,Bournemouth,Sunderland,1600,1600,1,2,A,12,7,14,20,12,2,L,0,7,4,14,17,12,2,3,2,0,1,1.65,4.2,5.5,18,17,11,L,0
101,Burnley,Crystal Palace,1711,1690,3,2,H,8,14,13,16,11,11,D,3,7,5,11,12,4,7,1,2,0,0,3.3,3.3,2.38,18,18,11,D,3
102,Chelsea,Everton,1885,1759,5,0,H,21,15,9,8,22,18,W,5,9,0,5,16,4,2,0,3,0,0,1.53,4.33,7,6,15,11,W,5
103,Man City,Middlesbrough,2013,1600,1,1,D,24,9,9,11,23,10,W,5,7,3,7,15,8,2,1,3,0,0,1.22,7,15,18,12,11,W,5
104,West Ham,Stoke,1804,1600,1,1,D,10,12,19,17,10,12,L,0,2,4,11,10,6,4,4,1,0,0,2,3.6,4,7,18,11,L,0
105,Arsenal,Tottenham,1830,1813,1,1,D,23,14,10,5,23,20,W,5,2,3,11,17,7,2,1,2,0,0,1.95,3.6,4.2,1,9,11,W,5
106,Hull,Southampton,1600,1693,2,1,H,8,11,23,10,7,13,L,0,2,7,13,15,1,10,0,5,0,0,5.75,3.8,1.7,18,11,11,L,0
107,Leicester,West Brom,1802,1624,1,2,A,12,10,16,14,12,10,D,3,2,5,8,8,5,6,0,2,0,0,1.8,3.6,5.25,20,18,11,D,3
108,Liverpool,Watford,1910,1600,6,1,H,24,14,13,13,23,15,W,5,17,8,14,10,6,3,1,2,0,0,1.29,6,12,2,18,11,W,5
109,Swansea,Man United,1600,1600,1,3,A,9,13,18,12,5,15,L,0,1,3,9,16,2,0,0,2,0,0,5,4,1.73,18,3,11,L,0
110,Crystal Palace,Man City,1690,2013,1,2,A,16,25,19,10,11,24,L,0,2,4,12,15,2,7,1,2,0,0,6.5,4.5,1.53,18,18,12,L,0
111,Everton,Swansea,1759,1600,1,1,D,15,10,13,21,18,5,L,0,6,3,13,12,10,3,4,2,0,0,1.6,4.33,6,15,18,12,L,0
112,Man United,Arsenal,1600,1830,1,1,D,16,24,13,11,18,24,W,5,5,1,14,11,10,4,3,3,0,0,2.6,3.4,2.9,3,1,12,W,5
113,Southampton,Liverpool,1693,1910,0,0,D,12,30,12,14,13,26,L,0,0,2,8,11,1,8,1,1,0,0,3.4,3.6,2.2,11,2,12,L,0
114,Stoke,Bournemouth,1600,1600,0,1,A,13,13,18,16,13,12,D,3,6,2,17,10,3,4,3,2,0,0,2.3,3.4,3.4,18,18,12,D,3
115,Sunderland,Hull,1600,1600,3,0,H,9,10,21,24,5,10,W,5,4,7,9,8,2,8,1,0,1,0,2.15,3.4,3.8,17,18,12,W,5
116,Tottenham,West Ham,1813,1804,3,2,H,15,11,6,20,21,11,D,3,6,3,13,16,4,5,3,2,0,1,1.5,4.5,7.5,9,7,12,D,3
117,Watford,Leicester,1600,1802,2,1,H,15,13,19,18,15,12,L,0,3,2,12,18,4,6,2,3,0,0,2.8,3.3,2.75,18,20,12,L,0
118,Middlesbrough,Chelsea,1600,1885,0,1,A,10,26,12,9,11,25,D,3,1,3,13,10,2,3,2,3,0,0,7,4,1.57,12,6,12,D,3
119,West Brom,Burnley,1624,1711,4,0,H,12,11,15,15,13,14,W,5,6,2,12,12,4,3,0,0,0,0,1.95,3.4,4.5,18,18,12,W,5
120,Burnley,Man City,1711,2013,1,2,A,11,27,19,11,14,27,L,0,5,5,5,15,5,8,2,3,0,0,9,6,1.33,18,18,13,L,0
121,Chelsea,Tottenham,1885,1813,2,1,H,27,18,9,8,28,24,W,5,5,6,13,16,3,8,2,1,0,0,1.75,3.8,5.25,6,9,13,W,5
122,Hull,West Brom,1600,1624,1,1,D,10,16,27,15,10,16,L,0,4,2,7,10,2,6,3,2,0,0,3.1,3.2,2.6,18,18,13,L,0
123,Leicester,Middlesbrough,1802,1600,2,2,D,14,10,20,13,12,11,L,0,3,2,15,12,2,3,4,4,0,0,1.91,3.6,4.5,20,12,13,L,0
124,Liverpool,Sunderland,1910,1600,2,0,H,30,12,14,21,27,8,D,3,7,1,5,9,9,4,1,3,0,0,1.17,8.5,19,2,17,13,D,3
125,Swansea,Crystal Palace,1600,1690,5,4,H,11,17,22,21,6,11,D,3,9,4,12,24,10,6,4,5,0,0,2.63,3.4,2.88,18,18,13,D,3
126,Arsenal,Bournemouth,1830,1600,3,1,H,25,14,12,16,25,15,D,3,3,3,12,13,3,10,3,5,0,0,1.4,5,9,1,18,13,D,3
127,Man United,West Ham,1600,1804,1,1,D,17,13,14,23,19,11,D,3,8,2,16,16,8,4,3,1,0,0,1.45,4.75,8,3,7,13,D,3
128,Southampton,Everton,1693,1759,1,0,H,12,16,12,14,14,19,D,3,7,1,11,15,5,2,0,2,0,0,2.2,3.4,3.6,11,15,13,D,3
129,Watford,Stoke,1600,1600,0,1,A,17,13,20,19,18,13,W,5,2,1,24,14,3,3,3,0,1,0,2.4,3.3,3.3,18,18,13,W,5
130,Crystal Palace,Southampton,1690,1693,3,0,H,21,13,26,12,11,17,L,0,4,3,11,13,4,9,3,1,0,0,3.5,3.3,2.3,18,11,14,L,0
131,Man City,Chelsea,2013,1885,1,3,A,29,29,12,10,30,31,W,5,5,4,14,9,9,2,2,3,2,0,2.15,3.6,3.6,18,6,14,W,5
132,Stoke,Burnley,1600,1711,2,0,H,14,12,19,21,16,14,W,5,4,4,7,13,4,9,3,2,0,0,1.62,4,6.5,18,18,14,W,5
133,Sunderland,Leicester,1600,1802,2,1,H,12,16,23,22,8,13,L,0,6,5,8,12,3,4,3,1,0,0,3.4,3.4,2.3,17,20,14,L,0
134,Tottenham,Swansea,1813,1600,5,0,H,19,16,10,26,24,9,L,0,15,0,11,17,5,0,0,4,0,0,1.36,5.5,9,9,18,14,L,0
135,West Brom,Watford,1624,1600,3,1,H,17,17,16,21,17,18,D,3,3,5,12,8,3,4,2,1,0,1,2.2,3.3,3.75,18,18,14,D,3
136,West Ham,Arsenal,1804,1830,1,5,A,14,28,24,13,12,28,D,3,3,10,10,11,3,2,3,3,0,0,4.75,4.2,1.75,7,1,14,D,3
137,Bournemouth,Liverpool,1600,1910,4,3,H,15,32,19,14,15,30,L,0,8,3,9,17,4,9,2,2,0,0,5,4,1.75,18,2,14,L,0
138,Everton,Man United,1759,1600,1,1,D,16,18,15,15,19,20,L,0,6,2,13,11,6,3,2,3,0,0,3.6,3.5,2.15,15,3,14,L,0
139,Middlesbrough,Hull,1600,1600,1,0,H,12,11,15,28,12,11,D,3,4,2,6,11,13,7,1,1,0,0,1.83,3.5,5.25,12,18,14,D,3
140,Arsenal,Stoke,1830,1600,3,1,H,33,16,14,19,31,19,W,5,6,5,9,6,7,7,0,0,0,0,1.35,5.5,9.5,1,18,15,W,5
141,Burnley,Bournemouth,1711,1600,3,2,H,12,19,23,22,14,18,L,0,7,4,14,18,4,11,2,2,0,0,3.5,3.5,2.2,18,18,15,L,0
142,Hull,Crystal Palace,1600,1690,3,3,D,11,24,29,26,11,14,L,0,6,6,16,14,4,7,2,4,0,0,3.5,3.3,2.3,18,18,15,L,0
143,Leicester,Man City,1802,2013,4,2,H,17,30,24,15,13,30,L,0,6,4,10,7,3,11,2,1,0,0,5.25,4,1.7,20,18,15,L,0
144,Swansea,Sunderland,1600,1600,3,0,H,16,14,31,24,9,11,L,0,5,2,10,8,7,4,1,2,0,0,2.15,3.5,3.6,18,17,15,L,0
145,Watford,Everton,1600,1759,3,2,H,18,17,24,16,18,20,L,0,6,4,11,16,2,4,2,2,0,0,3.1,3.4,2.45,18,15,15,L,0
146,Chelsea,West Brom,1885,1624,1,0,H,32,20,11,17,34,20,W,5,2,1,6,10,3,1,2,4,0,0,1.25,6.25,15,6,18,15,W,5
147,Liverpool,West Ham,1910,1804,2,2,D,35,15,18,29,30,12,L,0,3,3,7,8,11,4,2,0,0,0,1.3,6,11,2,7,15,L,0
148,Man United,Tottenham,1600,1813,1,0,H,19,24,16,10,21,27,D,3,5,4,19,17,3,8,3,3,0,0,2.2,3.4,3.6,3,9,15,D,3
149,Southampton,Middlesbrough,1693,1600,1,0,H,13,13,15,15,17,15,L,0,3,2,14,12,4,2,4,3,0,0,1.7,3.7,6,11,12,15,L,0
150,Bournemouth,Leicester,1600,1802,1,0,H,21,21,25,26,18,16,L,0,3,4,5,15,4,11,0,3,0,0,2.4,3.4,3.2,18,20,16,L,0
151,Everton,Arsenal,1759,1830,2,1,H,19,36,19,15,20,34,L,0,4,3,10,10,8,3,1,1,1,0,4.2,3.75,1.91,15,1,16,L,0
152,Crystal Palace,Man United,1690,1600,1,2,A,27,20,29,16,15,24,D,3,3,6,16,10,1,8,2,2,0,0,5.25,4,1.7,18,3,16,D,3
153,Man City,Watford,2013,1600,2,0,H,32,21,19,26,30,21,L,0,7,2,16,20,5,2,1,2,0,0,1.29,6.5,11,18,18,16,L,0
154,Middlesbrough,Liverpool,1600,1910,0,3,A,13,37,16,20,15,31,L,0,3,4,11,14,5,2,1,0,0,0,6,4.33,1.6,12,2,16,L,0
155,Stoke,Southampton,1600,1693,0,0,D,17,14,22,15,19,20,L,0,3,4,9,10,3,11,1,2,1,0,3.1,3.3,2.5,18,11,16,L,0
156,Sunderland,Chelsea,1600,1885,0,1,A,14,33,27,11,11,37,L,0,3,6,15,10,5,5,3,2,0,0,10,5.75,1.33,17,6,16,L,0
157,Tottenham,Hull,1813,1600,3,0,H,24,14,11,32,27,12,L,0,9,5,6,14,5,5,0,2,0,0,1.22,7,15,9,18,16,L,0
158,West Brom,Swansea,1624,1600,3,1,H,20,19,18,31,20,12,L,0,4,4,8,8,0,11,0,0,0,0,2.05,3.5,4,18,18,16,L,0
159,West Ham,Burnley,1804,1711,1,0,H,17,15,31,25,13,17,D,3,7,2,12,15,6,1,0,2,0,0,1.67,4,5.75,7,18,16,D,3
160,Crystal Palace,Chelsea,1690,1885,0,1,A,28,34,31,11,15,40,L,0,2,6,12,15,5,3,2,3,0,0,6.5,4.2,1.57,18,6,17,L,0
161,Middlesbrough,Swansea,1600,1600,3,0,H,13,20,19,34,15,12,L,0,4,2,10,11,3,8,1,0,0,0,2.1,3.4,4,12,18,17,L,0
162,Stoke,Leicester,1600,1802,2,2,D,17,21,22,27,20,16,D,3,7,8,9,12,9,9,2,6,0,1,2.6,3.4,2.9,18,20,17,D,3
163,Sunderland,Watford,1600,1600,1,0,H,14,21,28,28,11,21,L,0,4,4,10,9,4,11,1,2,0,0,2.63,3.3,2.9,17,18,17,L,0
164,West Brom,Man United,1624,1600,0,2,A,23,22,19,17,23,27,W,5,1,5,9,13,2,3,3,3,0,0,5.75,3.8,1.7,18,3,17,W,5
165,West Ham,Hull,1804,1600,1,0,H,18,14,31,35,16,12,W,5,6,5,13,9,10,6,2,4,0,0,1.62,4.1,6,7,18,17,W,5
166,Bournemouth,Southampton,1600,1693,1,3,A,22,14,25,15,21,21,W,5,5,8,6,12,7,4,0,2,0,0,3,3.3,2.6,18,11,17,W,5
