,HomeTeam,AwayTeam,ELO Home,ELO Away,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM1Conv,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,HTFormPts
167,Man City,Arsenal,2013,1830,2,1,H,34,37,19,17,33,34,W,5,5,1,9,13,8,1,4,2,0,0,2.15,3.6,3.5,18,1,17,W,5
168,Tottenham,Burnley,1813,1711,2,1,H,27,15,11,26,30,17,W,5,9,2,10,11,11,2,1,2,0,0,1.22,7,15,9,18,17,W,5
169,Everton,Liverpool,1759,1910,0,1,A,21,40,20,20,23,34,W,5,1,4,13,9,1,6,3,1,0,0,4.2,3.6,1.95,15,2,17,W,5
170,Arsenal,West Brom,1830,1624,1,0,H,38,23,19,21,34,23,L,0,11,1,11,7,6,5,2,1,0,0,1.33,5.5,8.5,1,18,18,L,0
171,Burnley,Middlesbrough,1711,1600,1,0,H,16,16,28,19,17,18,L,0,4,2,17,18,7,3,6,5,0,0,2.9,3.1,2.6,18,12,18,L,0
172,Chelsea,Bournemouth,1885,1600,3,0,H,35,23,11,28,43,21,W,5,4,3,13,14,5,5,1,1,0,0,1.36,5,8.5,6,18,18,W,5
173,Hull,Man City,1600,2013,0,3,A,14,36,36,20,12,36,L,0,3,6,11,14,4,7,1,0,0,0,10,5.5,1.3,18,18,18,L,0
174,Leicester,Everton,1802,1759,0,2,A,23,21,29,21,17,23,D,3,2,3,14,7,3,4,3,0,0,0,2.5,3.3,2.9,20,15,18,D,3
175,Man United,Sunderland,1600,1600,3,1,H,24,15,17,28,30,14,W,5,9,4,6,9,5,5,1,1,0,0,1.22,6.5,13,3,17,18,W,5
176,Swansea,West Ham,1600,1804,1,4,A,20,19,37,31,12,19,L,0,7,7,10,12,8,4,0,0,0,0,2.63,3.2,2.8,18,7,18,L,0
177,Watford,Crystal Palace,1600,1690,1,1,D,21,28,29,32,21,15,L,0,3,4,18,17,7,3,2,4,0,0,2.5,3.3,2.9,18,18,18,L,0
178,Liverpool,Stoke,1910,1600,4,1,H,41,19,20,24,37,21,W,5,6,2,9,6,8,2,0,1,0,0,1.3,5.5,10,2,18,18,W,5
179,Southampton,Tottenham,1693,1813,1,4,A,17,29,16,12,24,33,W,5,2,5,7,16,2,10,1,4,1,0,2.8,3.25,2.6,11,9,18,W,5
180,Hull,Everton,1600,1759,2,2,D,14,23,39,21,12,26,L,0,4,7,10,13,5,5,2,2,0,0,4.33,3.5,1.95,18,15,19,L,0
181,Burnley,Sunderland,1711,1600,4,1,H,17,16,28,31,20,14,W,5,6,3,10,8,6,2,1,1,0,0,2.4,3.25,3.3,18,17,19,W,5
182,Chelsea,Stoke,1885,1600,4,2,H,38,20,11,28,46,21,W,5,7,2,12,10,8,3,3,2,0,0,1.25,6.5,14,6,18,19,W,5
183,Leicester,West Ham,1802,1804,1,0,H,23,23,31,32,17,22,L,0,4,5,11,8,7,7,5,3,0,0,2.1,3.6,3.7,20,7,19,L,0
184,Liverpool,Man City,1910,2013,1,0,H,45,39,21,20,40,39,W,5,1,2,12,12,4,6,2,1,0,0,2.35,3.6,3.1,2,18,19,W,5
185,Man United,Middlesbrough,1600,1600,2,1,H,27,16,18,20,33,18,W,5,12,2,9,14,12,2,1,1,0,0,1.25,6,16,3,12,19,W,5
186,Southampton,West Brom,1693,1624,1,2,A,18,23,20,22,24,23,L,0,1,3,13,17,8,3,1,3,1,0,1.75,3.7,5.5,11,18,19,L,0
187,Swansea,Bournemouth,1600,1600,0,3,A,21,23,41,31,12,21,L,0,5,6,14,9,4,3,2,0,0,0,2.9,3.4,2.6,18,18,19,L,0
188,Arsenal,Crystal Palace,1830,1690,2,0,H,39,29,19,33,37,16,W,5,7,4,9,7,8,4,1,1,0,0,1.29,5.5,9.5,1,18,19,W,5
189,Watford,Tottenham,1600,1813,1,4,A,22,33,30,13,22,36,D,3,2,6,11,6,0,3,3,0,0,0,5.5,3.75,1.62,18,9,19,D,3
190,Everton,Southampton,1759,1693,3,0,H,25,19,23,22,27,24,D,3,6,3,5,14,10,8,0,1,0,0,2.2,3.4,3.6,15,11,20,D,3
191,Man City,Burnley,2013,1711,2,1,H,39,21,21,29,39,23,L,0,3,3,11,11,8,8,4,3,1,0,1.17,8.5,19,18,18,20,L,0
192,Middlesbrough,Leicester,1600,1802,0,0,D,17,24,22,31,18,20,L,0,1,4,10,9,2,2,3,0,0,0,2.75,3.2,2.88,12,20,20,L,0
193,Sunderland,Liverpool,1600,1910,2,2,D,17,46,35,21,14,43,L,0,5,15,10,10,2,5,2,3,0,0,11,5.5,1.33,17,2,20,L,0
194,West Brom,Hull,1624,1600,3,1,H,25,16,23,41,26,13,W,5,5,6,5,4,7,9,0,0,0,0,1.75,3.7,5.5,18,18,20,W,5
195,West Ham,Man United,1804,1600,0,2,A,23,29,33,19,22,36,L,0,2,6,9,13,2,1,1,2,1,0,6,4,1.65,7,3,20,L,0
196,Bournemouth,Arsenal,1600,1830,3,3,D,26,41,31,19,24,40,W,5,6,4,10,12,4,7,3,3,1,0,4.33,3.4,1.85,18,1,20,W,5
197,Crystal Palace,Swansea,1690,1600,1,2,A,29,21,35,44,16,12,L,0,3,4,13,14,4,5,2,1,0,0,1.75,3.5,4.75,18,18,20,L,0
198,Stoke,Watford,1600,1600,2,0,H,22,23,32,34,21,22,L,0,5,2,10,15,7,6,1,2,0,0,1.8,3.5,4.5,18,18,20,L,0
199,Tottenham,Chelsea,1813,1885,2,0,H,37,42,14,13,39,49,W,5,2,2,9,8,1,6,3,2,0,0,2.63,3.25,2.63,9,6,20,W,5
200,Burnley,Southampton,1711,1693,1,0,H,22,19,31,25,23,24,L,0,3,5,14,14,2,7,1,2,0,0,3.6,3.4,2.2,18,11,21,L,0
201,Hull,Bournemouth,1600,1600,3,1,H,17,29,44,34,13,25,L,0,3,6,13,11,4,5,0,1,0,0,3.3,3.5,2.3,18,18,21,L,0
202,Leicester,Chelsea,1802,1885,0,3,A,24,42,31,15,21,49,D,3,2,3,8,9,3,5,1,0,0,0,6,4.1,1.62,20,6,21,D,3
203,Sunderland,Stoke,1600,1600,1,3,A,19,24,37,32,15,24,D,3,3,6,16,11,5,2,3,1,0,0,3.1,3.3,2.5,17,18,21,D,3
204,Swansea,Arsenal,1600,1830,0,4,A,23,44,45,22,15,41,W,5,3,6,12,8,3,2,2,0,0,0,7,4.75,1.5,18,1,21,W,5
205,Tottenham,West Brom,1813,1624,4,0,H,39,28,14,24,42,29,W,5,11,0,11,12,8,0,0,2,0,0,1.33,5.5,11,9,18,21,W,5
206,Watford,Middlesbrough,1600,1600,0,0,D,23,17,36,22,22,19,L,0,5,1,15,15,3,1,3,1,0,0,2.5,3.2,3.2,18,12,21,L,0
207,West Ham,Crystal Palace,1804,1690,3,0,H,23,30,35,37,22,16,L,0,3,1,10,14,2,2,4,2,0,0,2.38,3.4,3.2,7,18,21,L,0
208,Everton,Man City,1759,2013,4,0,H,28,41,23,22,30,42,W,5,4,5,17,7,3,6,2,2,0,0,4.5,4,1.8,15,18,21,W,5
209,Man United,Liverpool,1600,1910,1,1,D,31,48,19,23,39,44,W,5,3,4,17,13,5,7,1,3,0,0,2.15,3.4,3.75,3,2,21,W,5
210,Bournemouth,Watford,1600,1600,2,2,D,30,23,37,36,25,23,L,0,5,3,6,16,9,4,1,1,0,0,1.83,3.75,4.75,18,18,22,L,0
211,Crystal Palace,Everton,1690,1759,0,1,A,30,32,40,23,16,33,L,0,2,8,10,15,8,7,0,1,0,0,3.25,3.4,2.38,18,15,22,L,0
212,Liverpool,Swansea,1910,1600,2,3,A,49,23,24,49,45,15,D,3,5,3,7,7,6,3,1,1,0,0,1.22,7,15,2,18,22,D,3
213,Man City,Tottenham,2013,1813,2,2,D,41,43,26,14,42,45,L,0,7,2,10,7,5,4,2,4,0,0,2.15,3.5,3.6,18,9,22,L,0
214,Middlesbrough,West Ham,1600,1804,1,3,A,17,26,22,35,20,25,D,3,2,5,7,14,7,5,2,1,0,0,2.5,3.2,3.25,12,7,22,D,3
215,Stoke,Man United,1600,1600,1,1,D,27,32,33,20,27,40,W,5,1,8,12,13,1,7,4,0,0,0,6,4.2,1.6,18,3,22,W,5
216,West Brom,Sunderland,1624,1600,2,0,H,28,20,28,40,29,15,L,0,5,3,15,12,1,4,1,1,0,0,1.7,3.8,5.75,18,17,22,L,0
217,Arsenal,Burnley,1830,1711,2,1,H,48,23,22,31,44,26,W,5,8,7,12,11,10,4,1,3,1,0,1.2,7.5,17,1,18,22,W,5
218,Chelsea,Hull,1885,1600,2,0,H,45,20,15,45,52,16,W,5,5,4,12,10,9,7,1,3,0,0,1.18,8,19,6,18,22,W,5
219,Southampton,Leicester,1693,1802,3,0,H,19,24,26,34,24,21,L,0,7,2,8,10,7,2,0,1,0,0,1.83,3.5,5.25,11,20,22,L,0
220,Arsenal,Watford,1830,1600,1,2,A,50,25,23,38,47,24,W,5,5,6,12,15,9,5,3,3,0,0,1.22,7,15,1,18,23,W,5
221,Bournemouth,Crystal Palace,1600,1690,0,2,A,32,30,39,41,26,16,D,3,2,4,14,23,2,3,0,4,0,0,2.05,3.5,3.9,18,18,23,D,3
222,Burnley,Leicester,1711,1802,1,0,H,24,24,33,37,26,21,L,0,3,5,4,8,10,2,1,0,0,0,2.9,3.25,2.7,18,20,23,L,0
223,Liverpool,Chelsea,1910,1885,1,1,D,51,47,27,15,45,55,L,0,3,2,13,8,3,3,2,1,0,0,2.65,3.25,2.9,2,6,23,L,0
224,Middlesbrough,West Brom,1600,1624,1,1,D,18,30,25,28,20,32,L,0,3,5,12,13,4,2,2,1,0,0,2.7,3.1,3,12,18,23,L,0
225,Sunderland,Tottenham,1600,1813,0,0,D,20,45,42,16,15,46,L,0,1,3,9,13,2,12,2,1,0,0,9.5,5.25,1.36,17,9,23,L,0
226,Swansea,Southampton,1600,1693,2,1,H,26,22,51,26,18,27,W,5,5,2,10,19,5,4,2,0,0,0,3.4,3.4,2.3,18,11,23,W,5
227,Man United,Hull,1600,1600,0,0,D,33,20,21,47,41,16,D,3,6,2,20,16,7,1,1,4,0,0,1.2,7.5,17,3,18,23,D,3
228,Stoke,Everton,1600,1759,1,1,D,28,33,34,23,28,36,D,3,7,5,21,12,5,5,1,0,0,0,2.88,3.4,2.63,18,15,23,D,3
229,West Ham,Man City,1804,2013,0,4,A,29,43,36,28,28,43,W,5,1,4,11,14,2,4,3,3,0,0,6,4.5,1.57,7,18,23,W,5
230,Chelsea,Arsenal,1885,1830,3,1,H,48,51,16,25,56,47,D,3,6,5,14,8,10,13,1,1,0,0,1.95,3.6,4.2,6,1,24,D,3
231,Crystal Palace,Sunderland,1690,1600,0,4,A,32,20,41,42,19,16,W,5,9,7,8,8,6,1,3,3,0,0,1.7,3.9,5.5,18,17,24,W,5
232,Everton,Bournemouth,1759,1600,6,3,H,34,32,24,41,37,26,D,3,10,8,14,4,4,8,3,1,0,0,1.7,4,5.25,15,18,24,D,3
233,Hull,Liverpool,1600,1910,2,0,H,20,52,47,28,17,46,D,3,4,5,9,12,1,15,2,1,0,0,8,4.75,1.45,18,2,24,D,3
234,Southampton,West Ham,1693,1804,1,3,A,23,29,28,40,27,28,L,0,7,4,12,15,3,2,0,2,0,0,1.85,3.75,4.5,11,7,24,L,0
235,Tottenham,Middlesbrough,1813,1600,1,0,H,45,19,16,26,47,21,D,3,5,0,8,11,11,2,0,1,0,0,1.29,6,13,9,12,24,D,3
236,Watford,Burnley,1600,1711,2,1,H,27,25,39,33,27,29,W,5,7,7,12,10,3,6,5,0,0,1,2.15,3.3,3.9,18,18,24,W,5
237,West Brom,Stoke,1624,1600,1,0,H,31,29,29,35,33,29,D,3,4,2,6,13,5,6,2,2,0,0,2.3,3.25,3.5,18,18,24,D,3
238,Leicester,Man United,1802,1600,0,3,A,24,33,38,21,21,42,L,0,1,9,12,13,10,3,2,4,0,0,5.75,4,1.65,20,3,24,L,0
239,Man City,Swansea,2013,1600,2,1,H,47,28,28,52,46,21,W,5,5,2,9,13,10,3,2,3,0,0,1.22,7,15,18,18,24,W,5
240,Arsenal,Hull,1830,1600,2,0,H,52,22,28,47,47,20,L,0,7,4,12,9,3,8,3,1,0,1,1.29,6,13,1,18,25,L,0
241,Liverpool,Tottenham,1910,1813,2,0,H,52,46,30,16,46,50,L,0,9,2,14,14,10,3,3,4,0,0,2.3,3.4,3.4,2,9,25,L,0
242,Man United,Watford,1600,1600,2,0,H,36,29,21,40,45,30,W,5,11,3,10,12,5,1,1,0,0,0,1.25,6.5,14,3,18,25,W,5
243,Middlesbrough,Everton,1600,1759,0,0,D,19,40,27,27,21,40,L,0,3,3,14,9,5,2,2,0,0,0,3.9,3.3,2.15,12,15,25,L,0
244,Stoke,Crystal Palace,1600,1690,1,0,H,29,32,36,45,29,19,L,0,4,1,10,14,5,5,1,3,0,0,2.15,3.3,3.9,18,18,25,L,0
245,Sunderland,Southampton,1600,1693,0,4,A,24,24,42,31,19,27,W,5,1,8,12,14,6,2,1,0,0,0,3.9,3.4,2.1,17,11,25,W,5
246,West Ham,West Brom,1804,1624,2,2,D,32,32,41,29,31,36,W,5,4,3,7,14,7,5,3,2,0,0,2.25,3.3,3.6,7,18,25,W,5
247,Burnley,Chelsea,1711,1885,1,1,D,26,51,35,17,29,59,L,0,4,2,12,11,1,1,3,2,0,0,9,5,1.4,18,6,25,L,0
248,Swansea,Leicester,1600,1802,2,0,H,29,24,54,41,21,21,L,0,4,1,7,14,7,3,2,2,0,0,2.4,3.3,3.25,18,20,25,L,0
249,Bournemouth,Man City,1600,2013,0,2,A,35,49,47,29,26,49,L,0,1,5,8,11,3,7,2,3,0,0,7.5,5,1.44,18,18,25,L,0
250,Chelsea,Swansea,1885,1600,3,1,H,52,31,18,54,60,24,D,3,5,2,11,14,8,1,1,3,0,0,1.25,6.5,15,6,18,26,D,3
251,Crystal Palace,Middlesbrough,1690,1600,1,0,H,32,19,46,27,19,22,L,0,3,4,13,15,4,2,3,1,0,0,2.1,3.2,4.2,18,12,26,L,0
252,Everton,Sunderland,1759,1600,2,0,H,40,24,27,46,41,19,D,3,8,1,10,16,10,6,0,2,0,0,1.4,5.25,8.5,15,17,26,D,3
253,Hull,Burnley,1600,1711,1,1,D,22,27,49,36,20,30,L,0,1,3,8,13,6,3,1,1,0,1,2.15,3.3,3.9,18,18,26,L,0
254,Watford,West Ham,1600,1804,1,1,D,29,34,42,43,30,32,L,0,1,2,18,14,4,6,4,1,0,1,2.63,3.3,2.9,18,7,26,L,0
255,West Brom,Bournemouth,1624,1600,2,1,H,34,35,31,49,37,26,D,3,4,4,12,5,8,6,2,0,0,0,2.1,3.4,4,18,18,26,D,3
256,Tottenham,Stoke,1813,1600,4,0,H,46,30,18,36,50,32,L,0,9,3,11,14,8,5,2,3,0,0,1.44,5,7.5,9,18,26,L,0
257,Leicester,Liverpool,1802,1910,3,1,H,24,54,43,30,21,49,L,0,7,7,8,5,5,12,0,0,0,0,5.5,4.2,1.65,20,2,26,L,0
258,Leicester,Hull,1802,1600,3,1,H,24,22,43,49,21,20,L,0,5,4,12,13,10,4,1,1,0,0,1.85,3.6,4.75,20,18,26,L,0
259,Liverpool,Arsenal,1910,1830,3,1,H,54,54,30,28,49,50,W,5,7,3,8,15,9,3,1,2,0,0,2.15,3.6,3.6,2,1,26,W,5
260,Man United,Bournemouth,1600,1600,1,1,D,39,36,22,51,49,26,D,3,7,1,9,11,15,2,3,2,0,1,1.25,6.5,15,3,18,27,D,3
261,Stoke,Middlesbrough,1600,1600,2,0,H,30,19,40,28,32,22,L,0,8,2,16,20,6,1,1,2,0,0,1.95,3.4,4.5,18,12,27,L,0
262,Swansea,Burnley,1600,1711,3,2,H,32,28,57,37,24,31,L,0,10,4,7,13,9,2,2,2,0,0,2,3.5,4.2,18,18,27,L,0
263,Watford,Southampton,1600,1693,3,4,A,30,32,43,34,31,33,D,3,4,11,16,9,6,5,3,2,0,0,3.6,3.4,2.2,18,11,27,D,3
264,West Brom,Crystal Palace,1624,1690,0,2,A,36,33,32,46,40,22,W,5,1,4,8,12,5,5,0,1,0,0,2.2,3.3,3.8,18,18,27,W,5
265,Sunderland,Man City,1600,2013,0,2,A,24,53,48,29,19,55,L,0,3,7,11,4,6,4,1,0,0,0,11,6.5,1.29,17,18,27,L,0
266,Tottenham,Everton,1813,1759,3,2,H,50,42,18,27,53,44,W,5,7,4,9,14,7,2,1,2,0,0,1.67,4.2,5.25,9,15,27,W,5
267,West Ham,Chelsea,1804,1885,1,2,A,35,55,44,19,33,63,D,3,2,4,8,8,6,4,0,1,0,0,6,4.1,1.62,7,6,27,D,3
268,Man City,Stoke,2013,1600,0,0,D,53,30,29,40,55,32,W,5,1,2,8,11,8,1,1,3,0,0,1.25,6.5,15,18,18,27,W,5
269,Bournemouth,West Ham,1600,1804,3,2,H,36,35,51,44,26,33,L,0,9,7,20,15,5,6,4,2,0,0,2.6,3.5,2.8,18,7,27,L,0
270,Everton,West Brom,1759,1624,3,0,H,44,36,30,34,44,40,L,0,5,2,8,12,4,6,1,2,0,0,1.67,3.8,6,15,18,28,L,0
271,Hull,Swansea,1600,1600,2,1,H,24,35,53,59,21,27,L,0,7,3,14,5,2,7,3,1,0,0,2.55,3.3,3,18,18,28,L,0
272,Liverpool,Burnley,1910,1711,2,1,H,58,30,34,40,52,31,W,5,3,1,12,16,11,1,2,2,0,0,1.25,6.5,14,2,18,28,W,5
273,Bournemouth,Swansea,1600,1600,2,0,H,37,35,52,59,27,27,D,3,6,1,10,9,2,4,0,2,0,0,2.15,3.5,3.6,18,18,28,D,3
274,Crystal Palace,Watford,1690,1600,1,0,H,35,33,46,47,25,31,W,5,0,2,8,15,3,2,0,2,0,0,1.91,3.5,4.75,18,18,28,W,5
275,Everton,Hull,1759,1600,4,0,H,44,24,30,53,44,21,L,0,8,0,9,7,5,8,2,0,0,1,1.53,4.33,7,15,18,28,L,0
276,Stoke,Chelsea,1600,1885,1,2,A,32,57,40,20,35,66,W,5,1,7,16,11,5,11,4,2,1,0,6.5,4,1.62,18,6,28,W,5
277,Sunderland,Burnley,1600,1711,0,0,D,24,30,50,40,19,31,L,0,5,3,14,7,3,5,2,1,0,0,2.55,3.3,3,17,18,28,L,0
278,West Brom,Arsenal,1624,1830,3,1,H,36,56,34,34,40,50,L,0,8,2,5,6,4,5,1,0,0,0,5.25,4,1.73,18,1,28,L,0
279,West Ham,Leicester,1804,1802,2,3,A,36,30,46,45,33,27,L,0,7,5,10,14,6,5,0,1,0,0,2.3,3.5,3.3,7,20,28,L,0
280,Man City,Liverpool,2013,1910,1,1,D,54,60,30,35,57,55,D,3,3,4,14,7,9,8,3,3,0,0,2,3.75,3.8,18,2,29,D,3
281,Middlesbrough,Man United,1600,1600,1,3,A,20,42,33,23,22,53,L,0,3,6,9,8,8,3,1,1,0,0,6,3.7,1.7,12,3,29,L,0
282,Tottenham,Southampton,1813,1693,2,1,H,55,33,21,36,59,34,W,5,6,3,12,13,5,1,3,3,0,0,1.73,3.8,5.5,9,11,29,W,5
283,Burnley,Tottenham,1711,1813,0,2,A,31,55,42,21,31,59,L,0,2,7,9,6,3,7,2,0,0,0,5.75,3.8,1.7,18,9,29,L,0
284,Chelsea,Crystal Palace,1885,1690,1,2,A,59,36,21,46,69,28,W,5,11,3,12,14,9,3,3,2,0,0,1.3,5.75,12,6,18,29,W,5
285,Hull,West Ham,1600,1804,2,1,H,26,38,54,49,24,33,W,5,3,4,16,9,5,5,2,2,0,0,2.45,3.4,3.1,18,7,29,W,5
286,Leicester,Stoke,1802,1600,2,0,H,33,32,47,40,30,36,W,5,10,2,7,11,10,4,1,4,0,0,2.05,3.5,4,20,18,29,W,5
287,Liverpool,Everton,1910,1759,3,1,H,60,47,35,30,55,47,W,5,6,4,17,10,2,3,1,3,0,0,1.73,3.9,5.25,2,15,29,W,5
288,Man United,West Brom,1600,1624,0,0,D,42,36,23,37,53,40,D,3,3,1,15,13,6,1,3,3,0,0,1.36,5,11,3,18,29,D,3
289,Southampton,Bournemouth,1693,1600,0,0,D,33,40,36,54,34,30,D,3,4,3,14,8,6,3,1,0,0,0,1.65,4,6,11,18,29,D,3
290,Watford,Sunderland,1600,1600,1,0,H,34,24,48,51,34,20,W,5,10,3,12,8,13,9,1,3,0,0,1.85,3.6,4.75,18,17,30,W,5
291,Arsenal,Man City,1830,2013,2,2,D,61,56,36,32,54,58,W,5,3,5,8,15,3,8,3,2,0,0,3.1,3.75,2.3,1,18,30,W,5
292,Swansea,Middlesbrough,1600,1600,0,0,D,36,20,63,33,27,23,L,0,3,1,9,16,11,3,2,3,0,0,2,3.4,4.33,18,12,30,L,0
293,Burnley,Stoke,1711,1600,1,0,H,31,33,42,42,32,36,D,3,3,2,9,16,3,5,3,2,0,0,2.5,3.1,3.3,18,18,30,D,3
294,Leicester,Sunderland,1802,1600,2,0,H,35,24,47,51,33,20,W,5,8,3,12,13,5,6,0,1,0,0,1.45,4.5,8.5,20,17,30,W,5
295,Man United,Everton,1600,1759,1,1,D,43,51,24,30,54,50,D,3,3,4,10,18,6,5,1,4,0,1,1.57,4.2,6.5,3,15,30,D,3
296,Watford,West Brom,1600,1624,2,0,H,34,39,48,38,34,43,W,5,2,2,11,14,5,6,1,4,1,0,2.5,3.2,3.2,18,18,30,W,5
297,Arsenal,West Ham,1830,1804,3,0,H,61,40,36,52,54,33,W,5,8,2,11,5,5,0,2,2,0,0,1.4,5.25,8,1,7,30,W,5
298,Chelsea,Man City,1885,2013,2,1,H,60,56,23,32,69,58,L,0,4,7,10,14,2,9,1,3,0,0,2.4,3.5,3.1,6,18,30,L,0
299,Hull,Middlesbrough,1600,1600,4,2,H,26,20,58,33,24,23,L,0,5,4,13,12,8,4,2,1,0,0,2.05,3.3,4.2,18,12,30,L,0
300,Liverpool,Bournemouth,1910,1600,2,2,D,64,42,37,54,59,34,W,5,8,2,11,8,7,2,1,1,0,0,1.36,5.25,9.5,2,18,31,W,5
301,Southampton,Crystal Palace,1693,1690,3,1,H,37,39,37,50,40,31,W,5,9,3,16,11,11,11,2,1,0,0,1.83,3.7,4.75,11,18,31,W,5
302,Swansea,Tottenham,1600,1813,1,3,A,36,60,63,22,28,65,D,3,1,8,7,8,5,7,1,1,0,0,5,4,1.73,18,9,31,D,3
303,Bournemouth,Chelsea,1600,1885,1,3,A,42,62,54,24,34,72,D,3,1,5,7,11,4,4,2,3,0,0,6.5,4,1.6,18,6,31,D,3
304,Man City,Hull,2013,1600,3,1,H,57,28,34,59,58,27,L,0,7,1,6,8,7,3,0,2,0,0,1.2,7.5,17,18,18,31,L,0
305,Middlesbrough,Burnley,1600,1711,0,0,D,22,31,37,44,23,32,L,0,5,2,9,12,4,3,0,3,0,0,2.45,3.1,3.4,12,18,31,L,0
306,Stoke,Liverpool,1600,1910,1,2,A,33,64,44,37,36,59,L,0,4,4,7,11,5,8,0,2,0,0,4,3.75,1.95,18,2,31,L,0
307,Tottenham,Watford,1813,1600,4,0,H,60,36,22,48,65,37,W,5,6,2,12,12,7,5,0,1,0,0,1.25,6.5,15,9,18,31,W,5
308,West Brom,Southampton,1624,1693,0,1,A,39,37,38,37,44,40,D,3,6,3,12,12,7,3,2,2,0,0,3,3.3,2.55,18,11,31,D,3
309,West Ham,Swansea,1804,1600,1,0,H,41,36,54,63,33,28,L,0,6,1,12,12,4,3,5,1,0,0,2.1,3.6,3.7,7,18,31,L,0
310,Everton,Leicester,1759,1802,4,2,H,53,39,34,51,51,36,D,3,7,4,8,15,4,6,2,2,0,0,1.75,3.9,5,15,20,32,D,3
311,Sunderland,Man United,1600,1600,0,3,A,24,48,56,24,20,60,L,0,4,9,14,20,4,5,1,5,1,0,10,5.25,1.36,17,3,32,L,0
312,Crystal Palace,Arsenal,1690,1830,3,0,H,42,63,50,40,34,57,W,5,6,3,11,10,5,8,0,1,0,0,4.5,3.9,1.83,18,1,32,W,5
313,Crystal Palace,Leicester,1690,1802,2,2,D,42,39,50,51,34,36,W,5,4,2,10,16,8,5,0,2,0,0,1.73,3.6,4.75,18,20,32,W,5
314,Everton,Burnley,1759,1711,3,1,H,53,32,34,44,51,35,D,3,7,6,15,14,6,7,2,0,0,0,1.4,4.5,8,15,18,32,D,3
315,Southampton,Man City,1693,2013,0,3,A,37,60,40,35,40,61,L,0,1,5,9,8,3,8,3,0,0,0,4.33,4,1.73,11,18,32,L,0
316,Stoke,Hull,1600,1600,3,1,H,33,32,45,61,36,30,L,0,4,3,12,5,3,7,0,2,0,0,1.95,3.3,4,18,18,32,L,0
317,Sunderland,West Ham,1600,1804,2,2,D,24,41,56,57,20,33,L,0,4,3,14,10,8,1,1,0,0,1,3.3,3.25,2.2,17,7,32,L,0
318,Tottenham,Bournemouth,1813,1600,4,0,H,64,44,22,56,68,35,W,5,14,1,8,10,13,1,0,1,0,0,1.25,6,10,9,18,32,W,5
319,Watford,Swansea,1600,1600,1,0,H,36,37,52,66,37,28,L,0,7,4,8,13,6,2,0,0,0,0,2.4,3.3,2.9,18,18,32,L,0
320,Man United,Chelsea,1600,1885,2,0,H,50,65,24,27,63,75,W,5,3,0,16,20,1,3,3,3,0,0,2.55,3.2,2.8,3,6,33,W,5
321,West Brom,Liverpool,1624,1910,0,1,A,39,68,41,40,44,63,L,0,2,2,15,9,4,4,3,1,0,0,4,3.8,1.8,18,2,33,L,0
322,Middlesbrough,Arsenal,1600,1830,1,2,A,23,64,39,40,24,60,L,0,5,4,11,16,2,4,2,2,0,0,7,4,1.5,12,1,33,L,0
323,Bournemouth,Middlesbrough,1600,1600,4,0,H,45,23,59,39,35,24,L,0,10,2,4,14,4,3,0,2,0,1,1.85,3.75,4.5,18,12,33,L,0
324,Hull,Watford,1600,1600,2,0,H,33,37,64,52,30,40,L,0,3,2,10,11,4,7,3,1,1,0,1.91,3.7,4.33,18,18,33,L,0
325,Swansea,Stoke,1600,1600,2,0,H,37,34,67,47,28,36,L,0,6,3,5,14,11,4,2,2,0,0,2.2,3.4,3.6,18,18,33,L,0
326,West Ham,Everton,1804,1759,0,0,D,42,57,57,36,36,54,W,5,3,0,9,15,8,4,2,3,0,0,3.3,3.6,2.25,7,15,33,W,5
327,Burnley,Man United,1711,1600,0,2,A,32,50,44,24,36,63,D,3,0,6,17,16,3,3,2,1,0,0,5.75,4,1.67,18,3,33,D,3
328,Liverpool,Crystal Palace,1910,1690,1,2,A,68,44,40,52,63,35,W,5,1,3,8,10,4,3,1,2,0,0,1.5,4.75,7,2,18,33,W,5
329,Chelsea,Southampton,1885,1693,4,2,H,65,39,27,44,75,40,L,0,7,4,13,9,6,7,2,2,0,0,1.45,4.6,8.5,6,11,33,L,0
330,Arsenal,Leicester,1830,1802,1,0,H,64,41,42,54,60,37,L,0,5,3,9,13,12,1,2,4,0,0,1.6,4.5,5.75,1,20,34,L,0
331,Crystal Palace,Tottenham,1690,1813,0,1,A,46,69,53,22,38,74,W,5,1,4,13,15,2,11,3,3,0,0,5.5,4.2,1.65,18,9,34,W,5
332,Middlesbrough,Sunderland,1600,1600,1,0,H,23,26,43,59,24,21,L,0,2,4,15,11,3,5,3,3,0,0,2.3,3.4,3.4,12,17,34,L,0
333,Man City,Man United,2013,1600,0,0,D,63,50,35,24,65,64,D,3,6,1,10,8,7,4,1,0,0,1,1.91,3.75,4.2,18,3,34,D,3
334,Crystal Palace,Burnley,1690,1711,0,2,A,46,33,53,47,38,36,W,5,5,3,11,12,14,4,2,0,0,0,1.75,3.5,4.75,18,18,34,W,5
335,Southampton,Hull,1693,1600,0,0,D,39,34,44,67,41,30,D,3,2,1,9,13,6,6,0,3,0,0,1.6,3.75,5.75,11,18,34,D,3
